ST_CASE,VEH_NO,PER_NO,YEAR,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10
10028,1,1,1983,3,3,3,3,3,3,3,3,3,3
10029,1,1,1983,0,0,0,0,0,0,0,0,0,0
10030,1,1,1983,16,14,0,14,19,4,10,5,20,18
10031,1,1,1983,0,0,15,0,14,0,0,0,33,26
10032,1,1,1983,0,8,13,0,8,8,2,26,13,26
10032,2,1,1983,0,0,0,0,0,0,0,0,0,0
10033,0,1,1983,0,0,0,0,0,0,0,0,0,0
10033,1,1,1983,0,0,0,0,0,0,0,0,0,0
10034,1,1,1983,18,20,18,27,30,17,26,37,14,19
10035,1,1,1983,0,0,0,0,0,0,0,0,0,0
10036,1,1,1983,7,9,8,4,17,18,13,3,10,15
10036,2,1,1983,8,8,8,8,8,8,8,8,8,8
10037,0,1,1983,0,0,0,0,0,0,0,0,0,0
10037,1,1,1983,0,0,0,0,0,0,0,0,0,0
10038,1,1,1983,11,11,11,11,11,11,11,11,11,11
10039,0,1,1983,20,28,31,0,28,0,0,19,29,10
10039,1,1,1983,16,16,16,16,16,16,16,16,16,16
10040,0,1,1983,31,31,31,31,31,31,31,31,31,31
10040,0,2,1983,0,32,21,0,12,0,16,0,0,21
10040,1,1,1983,0,0,0,0,0,0,0,0,0,0
10041,0,1,1983,0,0,0,0,0,0,0,0,0,0
10041,1,1,1983,0,0,0,9,0,0,0,0,0,0
10042,0,1,1983,0,0,0,0,0,0,0,17,0,0
10042,1,1,1983,0,0,0,0,0,0,0,0,52,0
10043,1,1,1983,15,15,15,15,15,15,15,15,15,15
10043,2,1,1983,5,5,5,5,5,5,5,5,5,5
10044,1,1,1983,0,0,0,0,0,0,0,0,0,0
10044,2,1,1983,14,14,14,14,14,14,14,14,14,14
10045,1,1,1983,0,0,0,0,0,0,0,0,0,0
10045,2,1,1983,19,19,19,19,19,19,19,19,19,19
10046,1,1,1983,0,0,0,0,0,0,0,0,0,0
10046,2,1,1983,0,0,0,0,0,0,0,0,0,0
10046,3,1,1983,0,0,0,0,0,0,0,0,0,0
10046,4,1,1983,0,0,0,0,0,0,0,0,0,0
10047,0,1,1983,7,0,17,27,0,8,15,21,0,0
10047,1,1,1983,0,0,0,0,18,0,14,0,0,0
10048,1,1,1983,0,0,0,0,0,0,0,0,0,0
10048,2,1,1983,0,0,8,0,0,0,0,0,0,0
10049,1,1,1983,17,38,22,18,17,13,30,15,32,5
10050,1,1,1983,0,0,0,0,0,0,0,0,0,0
10050,2,1,1983,0,0,0,0,0,0,0,0,0,0
10051,1,1,1983,10,10,10,10,10,10,10,10,10,10
10051,2,1,1983,0,0,0,0,0,0,0,0,0,0
10052,1,1,1983,21,20,6,16,0,19,15,9,23,17
10053,0,1,1983,16,16,16,16,16,16,16,16,16,16
10053,1,1,1983,0,0,0,0,0,0,0,0,0,0
10054,1,1,1983,0,0,0,19,20,0,15,14,0,0
10055,1,1,1983,0,0,0,14,0,0,0,0,0,0
10055,2,1,1983,16,0,0,22,0,0,17,0,24,0
10056,1,1,1983,7,12,6,7,15,16,10,23,13,19
10057,1,1,1983,30,24,22,10,11,17,15,18,16,6
10058,1,1,1983,8,12,19,18,24,14,12,24,19,21
10059,0,1,1983,0,0,0,0,0,27,0,0,0,0
10059,1,1,1983,0,0,0,0,0,0,0,0,0,0
10060,1,1,1983,13,12,22,0,22,9,0,6,34,7
10061,1,1,1983,0,0,0,0,0,22,0,0,13,0
10061,2,1,1983,14,0,30,14,11,18,12,29,12,31
10062,1,1,1983,0,0,0,0,0,0,0,0,0,0
10062,2,1,1983,0,0,0,0,0,0,0,0,0,0
10063,1,1,1983,17,17,17,17,17,17,17,17,17,17
10063,2,1,1983,0,6,0,0,22,10,23,30,20,7
10064,1,1,1983,19,11,22,7,9,7,7,26,17,10
10064,2,1,1983,24,24,24,24,24,24,24,24,24,24
10065,0,1,1983,27,27,27,27,27,27,27,27,27,27
10065,1,1,1983,0,0,0,0,0,7,0,0,0,23
10066,1,1,1983,27,0,23,30,0,9,15,24,9,11
10067,1,1,1983,0,0,0,2,0,0,0,2,9,0
10068,1,1,1983,16,11,9,3,23,19,9,11,11,14
10069,1,1,1983,0,0,0,0,0,0,0,0,0,0
10069,2,1,1983,0,0,0,0,26,0,0,12,0,0
10070,1,1,1983,20,7,20,0,26,19,0,44,28,8
10071,0,1,1983,23,23,23,23,23,23,23,23,23,23
10071,1,1,1983,0,0,0,0,0,0,0,0,0,0
10072,1,1,1983,20,20,20,20,20,20,20,20,20,20
10072,2,1,1983,0,0,0,0,0,12,25,37,0,0
10073,1,1,1983,26,21,20,29,18,20,17,13,16,23
10074,1,1,1983,28,28,28,28,28,28,28,28,28,28
10075,1,1,1983,16,9,13,18,22,0,12,13,0,16
10075,2,1,1983,0,0,0,0,0,0,0,0,0,0
10076,1,1,1983,22,22,22,22,22,22,22,22,22,22
10077,1,1,1983,29,11,19,5,12,17,18,10,28,25
10077,2,1,1983,11,10,10,22,8,9,19,24,15,0
10078,1,1,1983,0,0,0,0,0,0,0,0,0,0
10078,2,1,1983,0,0,0,0,0,0,0,0,0,0
10079,1,1,1983,11,11,11,11,11,11,11,11,11,11
10080,0,1,1983,0,0,26,0,0,0,0,0,0,0
10080,1,1,1983,0,0,0,0,0,0,0,0,0,0
10081,0,1,1983,7,0,0,0,0,0,0,0,0,0
10081,1,1,1983,0,0,0,0,0,0,0,0,0,0
10082,1,1,1983,32,32,32,32,32,32,32,32,32,32
10083,1,1,1983,17,17,17,17,17,17,17,17,17,17
10084,1,1,1983,0,0,0,0,0,0,0,0,0,0
10084,2,1,1983,0,0,0,0,0,0,0,0,0,0
10085,1,1,1983,19,6,21,22,26,0,0,0,22,0
10085,2,1,1983,11,37,7,15,17,6,6,8,17,0
10085,3,1,1983,17,11,20,0,7,7,26,16,20,7
10086,1,1,1983,0,0,0,0,0,0,0,0,0,0
10086,2,1,1983,0,0,0,0,0,0,0,0,0,0
10086,3,1,1983,0,23,18,0,3,16,21,13,0,0
10087,1,1,1983,0,0,0,0,20,0,9,0,0,0
10087,2,1,1983,0,0,0,0,0,0,0,0,0,0
10088,1,1,1983,21,0,15,14,28,12,17,25,23,0
10089,0,1,1983,20,35,0,0,0,0,0,0,0,23
10089,1,1,1983,0,0,0,0,0,18,0,0,0,0
10090,1,1,1983,5,15,11,7,14,16,20,23,0,23
10090,2,1,1983,0,0,0,9,0,0,17,0,0,0
10091,1,1,1983,15,18,29,17,33,28,16,8,35,14
10092,1,1,1983,0,0,0,0,0,0,0,0,0,0
10092,2,1,1983,0,0,0,0,0,0,0,0,0,21
10093,1,1,1983,23,24,11,30,26,39,25,17,27,25
10094,0,1,1983,15,0,0,0,16,26,0,15,0,0
10094,1,1,1983,0,0,0,0,0,0,0,0,0,0
10095,1,1,1983,17,4,17,13,31,20,19,9,7,20
10095,2,1,1983,17,40,22,20,0,21,15,29,0,20
10096,0,1,1983,0,0,0,0,0,0,0,0,0,0
10096,1,1,1983,0,0,0,0,0,0,0,0,0,0
10097,0,1,1983,0,0,0,0,0,0,0,0,0,0
10097,1,1,1983,0,0,0,0,0,0,0,0,0,0
10098,1,1,1983,22,22,22,22,22,22,22,22,22,22
10099,1,1,1983,0,0,0,0,0,0,0,0,0,0
10099,2,1,1983,26,26,26,26,26,26,26,26,26,26
10100,0,1,1983,0,0,0,0,0,0,0,0,0,0
10100,1,1,1983,0,0,0,0,0,0,0,0,0,0
10101,1,1,1983,17,17,17,17,17,17,17,17,17,17
10102,1,1,1983,14,14,14,14,14,14,14,14,14,14
10103,0,1,1983,18,24,23,0,17,39,29,11,26,13
10103,1,1,1983,0,0,0,0,0,0,0,0,0,0
10104,1,1,1983,20,0,23,13,11,20,15,0,19,26
10105,1,1,1983,14,0,0,0,0,0,0,0,0,0
10106,1,1,1983,22,22,22,22,22,22,22,22,22,22
10107,1,1,1983,0,0,0,0,0,0,0,0,0,0
10107,2,1,1983,0,0,0,0,0,0,0,0,0,18
10108,1,1,1983,24,24,24,24,24,24,24,24,24,24
10109,1,1,1983,26,26,26,26,26,26,26,26,26,26
10110,0,1,1983,0,0,0,0,0,0,0,0,0,15
10110,1,1,1983,0,0,0,0,0,0,0,0,0,0
10111,1,1,1983,0,8,0,0,0,17,0,0,0,0
10111,2,1,1983,0,0,0,0,0,0,0,0,0,0
10112,1,1,1983,2,2,2,2,2,2,2,2,2,2
10113,1,1,1983,33,33,33,33,33,33,33,33,33,33
10114,1,1,1983,7,28,29,23,20,19,18,19,16,12
10114,2,1,1983,17,14,10,10,17,19,11,10,10,14
10115,0,1,1983,33,33,33,33,33,33,33,33,33,33
10115,1,1,1983,0,0,0,0,0,0,0,2,0,0
10116,1,1,1983,27,27,27,27,27,27,27,27,27,27
10116,2,1,1983,0,0,0,0,0,0,0,0,0,0
10117,1,1,1983,22,33,20,0,18,11,0,9,0,12
10118,1,1,1983,0,0,0,0,0,0,0,0,0,0
10118,2,1,1983,0,0,0,0,0,0,0,0,0,0
10118,3,1,1983,0,0,0,0,0,0,0,0,0,0
10118,4,1,1983,0,0,0,0,0,0,0,0,0,0
10118,5,1,1983,11,0,0,0,0,0,0,0,0,0
10119,1,1,1983,0,0,0,0,0,0,0,0,0,0
10119,2,1,1983,10,0,0,0,0,0,0,0,0,0
10120,1,1,1983,0,0,17,30,0,0,0,0,12,18
10120,2,1,1983,29,29,29,29,29,29,29,29,29,29
10121,1,1,1983,15,17,11,8,9,11,15,20,10,19
10122,1,1,1983,16,16,0,0,19,0,0,0,10,19
10122,2,1,1983,0,15,0,0,21,0,0,9,0,11
10123,1,1,1983,25,25,25,25,25,25,25,25,25,25
10124,1,1,1983,0,0,0,0,0,0,0,0,0,0
10124,2,1,1983,0,0,0,0,0,0,0,0,0,0
10125,1,1,1983,0,0,20,0,0,0,0,0,0,0
10125,2,1,1983,0,0,0,0,0,0,0,0,0,0
10126,1,1,1983,18,18,18,18,18,18,18,18,18,18
10127,1,1,1983,26,0,0,14,9,0,0,0,0,0
10127,2,1,1983,0,0,0,0,0,0,0,0,0,0
10128,1,1,1983,0,0,0,0,0,0,0,0,0,0
10129,0,1,1983,15,10,0,22,20,0,0,0,0,17
10129,1,1,1983,0,15,12,0,8,13,0,0,0,5
10130,1,1,1983,23,0,18,17,16,25,32,15,4,5
10131,1,1,1983,0,4,0,0,21,14,8,32,4,11
10132,1,1,1983,0,0,0,0,0,0,0,0,0,0
10132,2,1,1983,0,0,0,0,0,0,0,0,0,0
10133,1,1,1983,0,0,0,10,0,7,0,0,0,0
10133,2,1,1983,0,0,0,0,0,0,0,0,0,0
10134,1,1,1983,0,0,0,0,0,0,0,0,0,0
10134,2,1,1983,0,0,0,0,0,0,0,0,0,0
10135,1,1,1983,0,8,0,13,7,19,5,7,15,8
10135,2,1,1983,0,0,0,0,0,0,0,0,0,0
10135,3,1,1983,0,0,0,0,0,0,0,0,0,0
10136,1,1,1983,0,0,0,0,0,0,0,0,0,0
10136,2,1,1983,0,0,0,0,0,0,0,0,0,0
10137,0,1,1983,25,25,13,0,0,0,22,7,0,13
10137,1,1,1983,0,0,23,21,0,0,15,0,18,19
10138,1,1,1983,0,15,19,0,10,11,10,0,28,21
10139,1,1,1983,27,27,27,27,27,27,27,27,27,27
10140,1,1,1983,0,0,0,0,0,0,0,0,0,0
10140,2,1,1983,19,17,9,14,13,0,10,23,0,0
10141,1,1,1983,0,0,0,0,0,0,0,0,0,0
10141,2,1,1983,0,0,0,0,0,0,0,0,0,0
10142,1,1,1983,20,10,10,30,21,15,7,22,22,4
10143,1,1,1983,0,0,0,0,0,0,0,0,0,0
10143,2,1,1983,0,0,0,0,0,0,0,0,0,0
10144,1,1,1983,17,12,23,14,9,11,4,26,24,17
10145,1,1,1983,23,16,12,0,28,24,8,28,0,18
10146,0,1,1983,0,0,0,0,0,0,0,0,0,0
10146,1,1,1983,0,0,0,0,0,0,0,0,0,0
10147,0,1,1983,29,41,28,19,34,43,0,31,7,12
10147,1,1,1983,3,8,11,21,11,10,4,8,8,12
10148,1,1,1983,0,0,0,0,0,0,0,9,0,0
10148,2,1,1983,0,0,0,0,0,0,0,0,0,0
10148,3,1,1983,0,0,0,0,0,0,0,0,0,0
10149,1,1,1983,9,9,9,9,9,9,9,9,9,9
10150,0,1,1983,0,0,0,0,0,0,0,0,0,0
10150,1,1,1983,0,0,0,0,0,0,0,0,0,0
10151,0,1,1983,14,9,21,16,20,0,0,0,0,8
10151,1,1,1983,9,22,20,9,16,0,16,7,0,0
10152,1,1,1983,8,24,0,0,15,0,0,0,0,15
10153,1,1,1983,8,3,11,14,8,0,6,10,0,21
10153,2,1,1983,0,0,0,19,16,19,0,14,12,0
10154,1,1,1983,0,0,0,0,0,0,0,0,0,0
10154,2,1,1983,0,0,0,0,0,0,0,0,0,0
10155,1,1,1983,7,10,0,20,9,6,7,0,0,0
10156,1,1,1983,19,19,19,19,19,19,19,19,19,19
10157,0,1,1983,21,0,0,33,0,0,9,0,19,13
10157,0,2,1983,12,31,0,12,37,53,28,12,18,6
10157,1,1,1983,0,3,0,0,0,0,0,0,0,0
10158,1,1,1983,0,0,0,0,0,0,0,0,0,0
10158,2,1,1983,0,0,0,0,0,0,0,0,0,0
10159,1,1,1983,1,1,1,1,1,1,1,1,1,1
10159,2,1,1983,0,0,0,0,0,0,0,0,0,0
10160,0,1,1983,27,27,27,27,27,27,27,27,27,27
10160,1,1,1983,0,0,0,0,0,0,0,0,0,0
10161,1,1,1983,16,16,16,16,16,16,16,16,16,16
10162,1,1,1983,32,32,32,32,32,32,32,32,32,32
10163,1,1,1983,20,20,20,20,20,20,20,20,20,20
10164,1,1,1983,10,10,10,10,10,10,10,10,10,10
10165,1,1,1983,0,0,0,0,0,0,0,0,0,0
10166,1,1,1983,16,16,16,16,16,16,16,16,16,16
10166,2,1,1983,0,0,6,0,0,0,0,0,0,0
10167,1,1,1983,19,0,6,24,6,5,7,16,16,22
10168,1,1,1983,7,7,7,7,7,7,7,7,7,7
10168,2,1,1983,0,0,0,0,0,0,0,0,0,0
10169,1,1,1983,20,20,20,20,20,20,20,20,20,20
10170,1,1,1983,0,0,0,0,0,0,0,0,0,0
10170,2,1,1983,22,22,22,22,22,22,22,22,22,22
10171,1,1,1983,0,0,0,0,0,0,0,0,0,0
10171,2,1,1983,0,0,0,0,0,0,0,0,0,0
10172,1,1,1983,25,16,19,10,21,16,5,21,25,8
10173,1,1,1983,0,0,0,0,23,0,0,0,0,0
10173,2,1,1983,16,31,22,24,11,15,22,12,20,28
10174,1,1,1983,18,18,18,18,18,18,18,18,18,18
10174,2,1,1983,0,0,0,0,0,0,0,14,0,0
10175,1,1,1983,0,0,0,24,13,16,0,0,0,9
10175,2,1,1983,36,36,36,36,36,36,36,36,36,36
10176,1,1,1983,0,0,0,0,0,0,0,0,0,0
10176,2,1,1983,0,0,0,0,0,0,0,0,9,0
10177,1,1,1983,16,9,0,0,0,19,0,0,0,0
10177,2,1,1983,0,10,6,5,13,11,18,20,22,5
10178,0,1,1983,0,0,0,0,0,0,0,0,0,0
10178,1,1,1983,0,0,0,0,0,0,0,0,0,0
10179,0,1,1983,0,0,0,0,0,0,0,0,0,0
10179,1,1,1983,0,0,0,0,0,0,0,0,0,0
10180,1,1,1983,15,15,15,15,15,15,15,15,15,15
10180,2,1,1983,0,0,22,0,0,0,0,5,0,0
10181,1,1,1983,0,0,0,0,0,0,0,0,0,0
10181,2,1,1983,0,0,0,0,0,0,0,15,0,0
10182,1,1,1983,0,0,0,0,0,0,0,0,0,0
10182,2,1,1983,4,4,4,4,4,4,4,4,4,4
10183,1,1,1983,6,6,6,6,6,6,6,6,6,6
10183,2,1,1983,0,0,0,0,0,0,0,0,0,0
10184,1,1,1983,21,20,0,0,23,0,11,0,22,12
10185,1,1,1983,0,0,0,0,0,0,0,0,0,0
10186,1,1,1983,15,15,15,15,15,15,15,15,15,15
10187,1,1,1983,17,17,17,17,17,17,17,17,17,17
10188,0,1,1983,0,0,0,0,0,0,0,0,0,0
10188,1,1,1983,0,0,0,0,0,0,0,0,0,0
10189,1,1,1983,0,9,6,0,0,0,23,7,29,13
10191,1,1,1983,0,0,0,0,0,0,0,0,0,0
10191,2,1,1983,0,0,0,0,0,0,0,0,0,0
10192,1,1,1983,8,8,8,8,8,8,8,8,8,8
10193,1,1,1983,11,11,11,11,11,11,11,11,11,11
10194,1,1,1983,22,14,23,21,0,23,19,38,15,13
10195,1,1,1983,0,0,0,0,0,0,0,0,0,0
10195,2,1,1983,0,0,0,0,4,0,0,0,15,0
10196,1,1,1983,0,11,0,0,0,0,0,0,22,0
10197,1,1,1983,0,0,0,0,0,0,6,0,0,0
10197,2,1,1983,0,0,0,0,0,0,0,0,0,0
10198,1,1,1983,26,26,26,26,26,26,26,26,26,26
10198,2,1,1983,0,0,0,0,0,0,0,0,0,0
10199,1,1,1983,12,15,9,21,3,12,21,32,10,20
10199,2,1,1983,0,0,0,0,0,0,0,0,0,0
10200,1,1,1983,3,12,19,8,16,11,13,6,6,19
10201,1,1,1983,0,0,0,0,0,0,0,0,0,0
10202,0,1,1983,0,0,0,0,0,0,0,0,0,0
10202,1,1,1983,15,16,0,10,0,14,9,11,12,21
10203,1,1,1983,0,0,0,0,0,0,0,0,0,0
10203,2,1,1983,0,0,0,0,24,0,0,0,0,0
10204,1,1,1983,0,0,0,0,0,0,0,0,0,0
10204,2,1,1983,0,0,0,0,0,0,0,0,0,0
10205,1,1,1983,24,24,24,24,24,24,24,24,24,24
10205,2,1,1983,0,0,0,0,0,0,0,0,0,0
10206,0,1,1983,0,0,0,0,0,0,0,0,0,0
10206,1,1,1983,10,10,10,10,10,10,10,10,10,10
10206,2,1,1983,0,0,0,0,0,0,0,0,0,0
10207,1,1,1983,0,0,0,0,0,0,0,0,0,0
10207,2,1,1983,15,0,0,0,19,0,5,0,0,0
10208,0,1,1983,0,0,0,0,0,0,0,0,0,0
10208,0,2,1983,0,0,0,0,0,0,0,0,0,0
10208,0,3,1983,0,0,0,0,0,0,0,0,0,0
10208,1,1,1983,0,0,0,0,0,0,0,0,0,0
10209,1,1,1983,18,12,30,24,15,29,12,15,19,14
10210,0,1,1983,19,19,16,2,25,22,24,27,4,19
10210,1,1,1983,0,0,0,0,0,0,0,0,0,0
10211,1,1,1983,0,15,11,32,25,0,20,0,20,0
10212,0,1,1983,0,0,0,0,0,13,0,0,0,0
10212,1,1,1983,0,23,10,11,4,19,14,13,24,6
10212,2,1,1983,0,0,0,0,30,0,0,0,0,0
10213,1,1,1983,20,26,27,23,19,24,22,21,26,16
10214,0,1,1983,20,36,0,11,26,17,36,25,13,36
10214,1,1,1983,0,0,0,0,0,0,0,0,0,0
10215,1,1,1983,15,13,15,16,25,15,17,22,21,6
10216,1,1,1983,0,0,0,0,0,0,0,0,0,0
10216,2,1,1983,0,0,0,0,0,0,0,0,0,0
10217,1,1,1983,17,17,17,17,17,17,17,17,17,17
10218,1,1,1983,0,0,0,0,0,0,0,0,0,0
10218,2,1,1983,15,15,15,15,15,15,15,15,15,15
10219,1,1,1983,12,12,12,12,12,12,12,12,12,12
10219,2,1,1983,8,8,8,8,8,8,8,8,8,8
10220,1,1,1983,0,0,0,0,0,0,0,0,0,0
10221,1,1,1983,0,0,0,0,0,0,0,0,0,0
10221,2,1,1983,0,0,0,0,12,0,0,0,0,0
10221,3,1,1983,0,0,0,0,14,0,0,0,12,0
10222,1,1,1983,0,0,0,0,0,0,0,0,0,0
10222,2,1,1983,0,0,0,7,0,9,0,0,0,0
10223,1,1,1983,28,28,28,28,28,28,28,28,28,28
10224,1,1,1983,0,17,0,0,19,16,0,0,18,16
10225,1,1,1983,0,0,0,0,0,0,0,0,0,0
10225,2,1,1983,0,0,22,0,0,0,0,0,0,0
10226,1,1,1983,26,26,26,26,26,26,26,26,26,26
10227,1,1,1983,0,0,0,0,0,0,0,0,0,0
10228,1,1,1983,35,35,35,35,35,35,35,35,35,35
10229,0,1,1983,24,24,24,24,24,24,24,24,24,24
10229,1,1,1983,0,14,0,0,13,7,0,0,0,0
10229,2,1,1983,0,0,10,0,0,0,0,0,0,0
10230,1,1,1983,22,22,22,22,22,22,22,22,22,22
10231,1,1,1983,3,3,3,3,3,3,3,3,3,3
10232,1,1,1983,0,19,0,14,7,8,24,0,5,26
10233,1,1,1983,6,6,6,6,6,6,6,6,6,6
10234,1,1,1983,18,18,18,18,18,18,18,18,18,18
10235,1,1,1983,0,0,0,0,0,0,0,0,0,0
10236,1,1,1983,29,16,29,17,24,22,9,34,16,40
10237,1,1,1983,0,0,0,0,23,0,25,0,0,0
10237,2,1,1983,0,7,7,0,0,0,0,0,0,0
10238,1,1,1983,26,26,26,26,26,26,26,26,26,26
10239,0,1,1983,0,0,0,0,0,0,0,0,0,0
10239,1,1,1983,0,27,0,0,0,7,12,0,0,6
10240,1,1,1983,14,14,14,14,14,14,14,14,14,14
10240,2,1,1983,0,0,0,0,0,0,0,0,0,0
10241,1,1,1983,4,12,17,9,18,20,19,26,17,7
10242,0,1,1983,23,0,4,17,7,26,22,13,0,21
10242,1,1,1983,11,23,20,9,15,8,0,19,14,23
10243,1,1,1983,0,16,15,7,27,20,0,0,0,0
10243,2,1,1983,0,0,0,0,0,0,0,0,0,0
10244,1,1,1983,9,12,13,17,14,17,28,1,10,16
10245,1,1,1983,0,13,12,19,21,0,9,14,10,16
10245,2,1,1983,0,0,0,0,0,0,0,0,0,0
10246,1,1,1983,26,6,10,5,7,16,20,0,16,0
10247,1,1,1983,1,1,1,1,1,1,1,1,1,1
10247,2,1,1983,0,7,0,0,0,0,0,0,10,0
10247,3,1,1983,0,0,0,0,0,0,0,0,0,0
10248,1,1,1983,0,0,0,0,0,0,0,0,0,0
10248,2,1,1983,7,7,7,7,7,7,7,7,7,7
10249,1,1,1983,0,0,0,0,0,0,0,0,0,0
10250,1,1,1983,0,0,0,0,0,0,0,0,0,0
10250,2,1,1983,0,0,0,0,0,0,0,0,0,0
10251,1,1,1983,31,31,31,31,31,31,31,31,31,31
10252,1,1,1983,0,0,0,0,0,22,0,0,0,0
10252,2,1,1983,0,0,0,0,0,0,0,0,0,0
10253,1,1,1983,0,0,0,0,0,0,0,0,0,0
10254,0,1,1983,31,31,31,31,31,31,31,31,31,31
10254,1,1,1983,0,0,0,0,0,0,0,0,0,0
10255,0,1,1983,0,0,0,0,0,0,0,0,0,0
10255,1,1,1983,0,0,0,8,0,0,0,0,0,0
10256,1,1,1983,35,35,35,35,35,35,35,35,35,35
10256,2,1,1983,28,0,0,0,0,0,0,0,0,0
10257,1,1,1983,27,27,27,27,27,27,27,27,27,27
10258,1,1,1983,0,0,19,0,0,25,0,0,0,7
10258,2,1,1983,0,0,0,0,0,0,0,0,0,0
10259,1,1,1983,0,0,0,0,0,0,0,0,0,0
10259,2,1,1983,0,0,0,0,0,0,0,0,0,0
10260,1,1,1983,10,10,10,10,10,10,10,10,10,10
10260,2,1,1983,0,0,0,0,0,0,0,0,0,0
10261,1,1,1983,28,28,28,28,28,28,28,28,28,28
10261,2,1,1983,15,8,13,21,13,0,9,6,10,28
10262,1,1,1983,17,17,17,17,17,17,17,17,17,17
10262,2,1,1983,0,0,0,2,0,0,0,0,0,0
10262,3,1,1983,0,14,0,0,0,0,0,9,0,0
10263,1,1,1983,0,0,0,0,0,0,0,0,0,0
10264,1,1,1983,11,17,7,13,5,4,10,17,15,15
10265,1,1,1983,0,0,8,0,0,0,0,0,4,0
10265,2,1,1983,30,30,30,30,30,30,30,30,30,30
10266,1,1,1983,13,0,10,11,8,33,22,18,0,9
10267,1,1,1983,0,0,0,0,0,0,0,0,0,0
10267,2,1,1983,0,0,0,0,0,0,0,0,0,0
10268,0,1,1983,4,4,4,4,4,4,4,4,4,4
10268,1,1,1983,0,0,0,0,0,0,0,0,0,0
10269,1,1,1983,24,24,24,24,24,24,24,24,24,24
10270,1,1,1983,0,14,8,0,0,23,0,0,0,0
10270,2,1,1983,0,0,0,0,0,0,0,0,0,0
10271,1,1,1983,0,0,0,0,0,0,0,0,0,0
10271,2,1,1983,0,0,0,0,0,10,0,0,0,0
10271,3,1,1983,0,0,0,0,0,0,0,0,0,0
10272,1,1,1983,0,6,0,10,0,0,0,0,0,0
10273,1,1,1983,0,0,0,0,0,0,0,0,0,0
10274,1,1,1983,0,0,0,0,0,0,0,0,0,0
10274,2,1,1983,8,8,8,8,8,8,8,8,8,8
10274,3,1,1983,0,0,0,0,0,0,0,0,0,0
10274,4,1,1983,0,0,0,0,0,0,0,0,0,0
10275,1,1,1983,0,0,0,0,0,0,0,0,0,0
10275,2,1,1983,14,0,0,0,0,0,0,0,0,0
10276,1,1,1983,9,7,0,9,8,0,15,13,0,16
10276,2,1,1983,0,12,0,0,0,0,0,0,0,0
10277,0,1,1983,0,0,0,0,0,0,0,0,0,0
10277,1,1,1983,17,21,6,16,11,9,17,11,6,12
10278,1,1,1983,0,0,0,35,0,0,0,0,0,7
10278,2,1,1983,0,0,0,0,0,0,0,0,0,0
10279,1,1,1983,10,10,10,10,10,10,10,10,10,10
10279,2,1,1983,18,18,18,18,18,18,18,18,18,18
10280,1,1,1983,0,0,0,0,0,0,0,0,0,0
10280,2,1,1983,0,0,0,0,0,0,0,0,0,0
