ST_CASE,VEH_NO,PER_NO,YEAR,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10
10001,1,1,1987,8,15,5,12,16,17,8,6,0,10
10002,1,1,1987,0,0,0,0,0,0,0,0,0,0
10002,2,1,1987,0,0,0,0,0,0,0,0,0,0
10003,1,1,1987,12,12,12,12,12,12,12,12,12,12
10004,1,1,1987,1,1,1,1,1,1,1,1,1,1
10005,1,1,1987,0,3,0,18,0,0,0,0,0,0
10006,1,1,1987,0,0,0,0,0,0,0,0,0,0
10007,1,1,1987,27,27,27,27,27,27,27,27,27,27
10007,2,1,1987,0,0,0,0,3,0,0,0,0,0
10008,1,1,1987,16,16,16,16,16,16,16,16,16,16
10009,1,1,1987,0,0,0,0,0,0,0,0,0,0
10009,2,1,1987,0,0,0,0,0,0,0,0,0,0
10010,1,1,1987,0,0,0,0,0,0,0,0,0,0
10011,1,1,1987,0,0,0,0,0,0,0,0,0,0
10011,2,1,1987,15,15,15,15,15,15,15,15,15,15
10011,3,1,1987,0,0,0,0,0,7,0,0,0,0
10012,1,1,1987,0,0,0,0,0,0,0,0,0,0
10012,2,1,1987,0,0,0,0,0,0,18,0,0,0
10013,1,1,1987,15,0,0,0,0,0,0,0,0,0
10013,2,1,1987,0,0,0,0,0,0,0,0,0,0
10014,1,1,1987,0,0,0,0,0,0,0,0,0,0
10015,1,1,1987,26,0,0,29,0,11,0,0,0,0
10016,1,1,1987,28,15,4,19,7,7,13,23,12,11
10017,1,1,1987,0,0,0,0,0,0,0,0,0,0
10017,2,1,1987,0,0,0,0,0,0,0,0,0,0
10017,3,1,1987,0,0,0,0,0,0,0,0,0,0
10018,1,1,1987,0,0,0,0,0,0,0,0,0,0
10018,2,1,1987,0,0,0,0,0,0,0,0,0,0
10019,0,1,1987,0,0,0,0,0,0,0,0,0,0
10019,1,1,1987,0,0,0,0,0,0,0,0,0,0
10020,1,1,1987,14,0,22,32,0,25,10,0,18,0
10021,1,1,1987,7,7,7,7,7,7,7,7,7,7
10022,1,1,1987,0,0,0,0,0,0,0,0,0,0
10022,2,1,1987,0,0,0,0,2,0,0,0,0,0
10023,0,1,1987,0,0,0,0,0,0,0,0,0,0
10023,2,1,1987,0,0,0,0,0,0,0,0,0,0
10024,1,1,1987,12,11,15,0,22,9,13,22,12,25
10024,2,1,1987,0,0,0,0,0,0,0,0,0,0
10025,1,1,1987,14,14,14,14,14,14,14,14,14,14
10026,1,1,1987,11,11,11,11,11,11,11,11,11,11
10027,1,1,1987,5,9,16,26,11,18,11,2,0,12
10027,2,1,1987,0,0,0,22,23,0,0,0,0,0
10028,1,1,1987,0,0,0,0,0,0,0,0,0,0
10029,1,1,1987,0,0,0,0,0,0,0,0,0,0
10029,2,1,1987,0,0,0,0,0,0,0,0,0,0
10030,0,1,1987,0,0,0,0,0,0,0,0,0,0
10030,1,1,1987,0,0,13,0,0,0,6,6,0,26
10031,1,1,1987,43,43,43,43,43,43,43,43,43,43
10032,1,1,1987,13,13,13,13,13,13,13,13,13,13
10033,1,1,1987,0,12,0,15,21,0,22,8,24,0
10033,2,1,1987,0,0,0,0,0,0,0,0,0,0
10034,0,1,1987,34,0,0,24,11,0,0,0,44,0
10034,1,1,1987,0,0,0,0,0,0,0,0,0,0
10034,2,1,1987,0,0,0,0,0,0,0,0,0,0
10035,0,1,1987,0,0,0,0,0,0,0,0,0,0
10035,1,1,1987,0,0,0,0,0,0,0,0,0,0
10036,1,1,1987,19,19,19,19,19,19,19,19,19,19
10037,1,1,1987,0,0,0,0,0,0,0,0,0,0
10038,1,1,1987,0,0,0,0,0,19,19,0,0,42
10039,1,1,1987,16,16,16,16,16,16,16,16,16,16
10040,1,1,1987,0,0,0,0,0,0,0,0,0,0
10040,2,1,1987,0,0,0,0,0,0,0,0,0,0
10041,1,1,1987,0,0,8,0,0,0,0,14,0,17
10041,2,1,1987,25,0,20,0,7,0,0,20,0,0
10042,1,1,1987,18,18,18,18,18,18,18,18,18,18
10042,2,1,1987,17,17,17,17,17,17,17,17,17,17
10043,1,1,1987,0,0,0,0,0,0,0,0,0,0
10044,1,1,1987,0,0,0,0,0,0,0,0,0,0
10044,2,1,1987,0,0,0,0,0,0,0,0,0,0
10045,1,1,1987,0,0,0,0,0,0,0,0,0,0
10046,1,1,1987,0,0,0,0,0,0,0,0,0,0
10047,1,1,1987,0,12,23,14,8,21,8,11,33,18
10048,1,1,1987,31,22,25,41,25,23,27,18,25,21
10049,1,1,1987,17,17,17,17,17,17,17,17,17,17
10050,1,1,1987,15,15,15,15,15,15,15,15,15,15
10051,1,1,1987,48,48,48,48,48,48,48,48,48,48
10052,1,1,1987,10,0,25,0,0,15,0,0,0,14
10053,1,1,1987,34,34,34,34,34,34,34,34,34,34
10054,0,1,1987,0,0,0,0,0,0,0,0,0,0
10054,1,1,1987,0,0,0,0,0,0,0,0,0,0
10055,1,1,1987,12,0,3,15,9,9,24,22,29,17
10056,1,1,1987,0,0,0,0,0,0,0,0,0,0
10056,2,1,1987,0,0,0,0,0,0,0,0,0,0
10057,1,1,1987,7,7,7,7,7,7,7,7,7,7
10058,1,1,1987,22,22,22,22,22,22,22,22,22,22
10059,0,1,1987,0,0,0,0,0,0,0,0,0,0
10059,1,1,1987,0,0,0,0,0,0,0,0,10,0
10060,1,1,1987,11,31,16,23,22,29,0,34,8,19
10060,2,1,1987,0,0,4,0,0,0,0,0,0,0
10060,3,1,1987,0,0,0,15,0,0,0,14,0,0
10061,1,1,1987,0,0,0,0,0,0,0,0,0,0
10061,2,1,1987,0,0,34,0,0,0,0,0,0,0
10062,1,1,1987,18,8,9,9,15,13,9,12,26,29
10062,2,1,1987,0,0,0,0,0,0,0,0,0,0
10063,1,1,1987,15,20,6,14,10,7,6,5,14,9
10063,2,1,1987,8,16,0,0,10,0,17,13,25,0
10064,1,1,1987,0,0,0,0,0,0,0,0,0,0
10064,2,1,1987,8,8,8,8,8,8,8,8,8,8
10065,1,1,1987,0,0,14,7,0,16,21,8,15,13
10065,2,1,1987,0,0,0,0,0,0,0,0,0,0
10066,1,1,1987,5,5,5,5,5,5,5,5,5,5
10067,1,1,1987,27,27,27,27,27,27,27,27,27,27
10067,2,1,1987,0,0,0,0,0,0,0,0,0,0
10068,1,1,1987,18,18,18,18,18,18,18,18,18,18
10069,1,1,1987,0,0,0,0,0,0,0,0,0,0
10069,2,1,1987,0,0,0,0,0,0,0,0,0,0
10070,0,1,1987,22,9,30,23,17,27,17,32,12,0
10070,1,1,1987,0,0,0,0,11,0,0,0,0,0
10071,0,1,1987,0,0,0,0,0,0,0,0,0,0
10071,1,1,1987,0,0,0,0,0,0,0,0,0,0
10073,1,1,1987,0,0,0,0,0,0,0,0,0,0
10073,2,1,1987,0,0,0,0,0,0,0,0,0,0
10074,1,1,1987,29,29,29,29,29,29,29,29,29,29
10075,1,1,1987,0,0,0,0,0,0,0,0,0,0
10075,2,1,1987,0,0,0,0,0,0,0,0,0,0
10076,1,1,1987,0,0,0,0,0,0,0,0,0,0
10076,2,1,1987,0,0,0,26,25,0,26,0,9,0
10077,1,1,1987,0,0,0,0,0,0,0,0,0,0
10078,1,1,1987,14,9,28,28,24,23,12,0,8,7
10079,1,1,1987,0,0,0,0,0,0,0,0,0,0
10079,2,1,1987,22,22,22,22,22,22,22,22,22,22
10080,1,1,1987,34,34,34,34,34,34,34,34,34,34
10081,1,1,1987,35,35,35,35,35,35,35,35,35,35
10081,2,1,1987,0,0,0,0,0,0,0,0,0,0
10082,1,1,1987,0,0,0,0,0,0,0,0,0,0
10082,2,1,1987,0,0,0,0,0,0,0,0,0,0
10083,1,1,1987,0,0,0,0,0,0,0,0,0,0
10084,1,1,1987,16,16,16,16,16,16,16,16,16,16
10085,1,1,1987,11,8,14,12,9,14,0,11,7,9
10086,1,1,1987,21,21,21,21,21,21,21,21,21,21
