ST_CASE,YEAR,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10
10065,1983,0,0,0,0,0,7,0,0,0,23
10066,1983,27,0,23,30,0,9,15,24,9,11
10067,1983,0,0,0,2,0,0,0,2,9,0
10068,1983,16,11,9,3,23,19,9,11,11,14
10069,1983,0,0,0,0,26,0,0,12,0,0
10070,1983,20,7,20,0,26,19,0,44,28,8
10071,1983,0,0,0,0,0,0,0,0,0,0
10072,1983,20,20,20,20,20,20,25,37,20,20
10073,1983,26,21,20,29,18,20,17,13,16,23
10074,1983,28,28,28,28,28,28,28,28,28,28
10075,1983,16,9,13,18,22,0,12,13,0,16
10076,1983,22,22,22,22,22,22,22,22,22,22
10077,1983,29,11,19,22,12,17,19,24,28,25
10078,1983,0,0,0,0,0,0,0,0,0,0
10079,1983,11,11,11,11,11,11,11,11,11,11
10080,1983,0,0,0,0,0,0,0,0,0,0
10081,1983,0,0,0,0,0,0,0,0,0,0
10082,1983,32,32,32,32,32,32,32,32,32,32
10083,1983,17,17,17,17,17,17,17,17,17,17
10084,1983,0,0,0,0,0,0,0,0,0,0
10085,1983,19,37,21,22,26,7,26,16,22,7
10086,1983,0,23,18,0,3,16,21,13,0,0
10087,1983,0,0,0,0,20,0,9,0,0,0
10088,1983,21,0,15,14,28,12,17,25,23,0
10089,1983,0,0,0,0,0,18,0,0,0,0
10090,1983,5,15,11,9,14,16,20,23,0,23
10091,1983,15,18,29,17,33,28,16,8,35,14
10092,1983,0,0,0,0,0,0,0,0,0,21
10093,1983,23,24,11,30,26,39,25,17,27,25
10094,1983,0,0,0,0,0,0,0,0,0,0
10095,1983,17,40,22,20,31,21,19,29,7,20
10096,1983,0,0,0,0,0,0,0,0,0,0
10097,1983,0,0,0,0,0,0,0,0,0,0
10098,1983,22,22,22,22,22,22,22,22,22,22
10099,1983,26,26,26,26,26,26,26,26,26,26
10100,1983,0,0,0,0,0,0,0,0,0,0
10101,1983,17,17,17,17,17,17,17,17,17,17
10102,1983,14,14,14,14,14,14,14,14,14,14
10103,1983,0,0,0,0,0,0,0,0,0,0
10104,1983,20,0,23,13,11,20,15,0,19,26
10105,1983,14,0,0,0,0,0,0,0,0,0
10106,1983,22,22,22,22,22,22,22,22,22,22
10107,1983,0,0,0,0,0,0,0,0,0,18
10108,1983,24,24,24,24,24,24,24,24,24,24
10109,1983,26,26,26,26,26,26,26,26,26,26
10110,1983,0,0,0,0,0,0,0,0,0,0
10111,1983,0,8,0,0,0,17,0,0,0,0
10112,1983,2,2,2,2,2,2,2,2,2,2
10113,1983,33,33,33,33,33,33,33,33,33,33
10114,1983,17,28,29,23,20,19,18,19,16,14
10115,1983,0,0,0,0,0,0,0,2,0,0
10116,1983,27,27,27,27,27,27,27,27,27,27
10117,1983,22,33,20,0,18,11,0,9,0,12
10118,1983,11,0,0,0,0,0,0,0,0,0
10119,1983,10,0,0,0,0,0,0,0,0,0
10120,1983,29,29,29,30,29,29,29,29,29,29
10121,1983,15,17,11,8,9,11,15,20,10,19
10122,1983,16,16,0,0,21,0,0,9,10,19
10123,1983,25,25,25,25,25,25,25,25,25,25
10124,1983,0,0,0,0,0,0,0,0,0,0
10125,1983,0,0,20,0,0,0,0,0,0,0
10126,1983,18,18,18,18,18,18,18,18,18,18
10127,1983,26,0,0,14,9,0,0,0,0,0
10128,1983,0,0,0,0,0,0,0,0,0,0
10129,1983,0,15,12,0,8,13,0,0,0,5
10130,1983,23,0,18,17,16,25,32,15,4,5
10131,1983,0,4,0,0,21,14,8,32,4,11
10132,1983,0,0,0,0,0,0,0,0,0,0
10133,1983,0,0,0,10,0,7,0,0,0,0
10134,1983,0,0,0,0,0,0,0,0,0,0
10135,1983,0,8,0,13,7,19,5,7,15,8
10136,1983,0,0,0,0,0,0,0,0,0,0
10137,1983,0,0,23,21,0,0,15,0,18,19
10138,1983,0,15,19,0,10,11,10,0,28,21
10139,1983,27,27,27,27,27,27,27,27,27,27
10140,1983,19,17,9,14,13,0,10,23,0,0
10141,1983,0,0,0,0,0,0,0,0,0,0
10142,1983,20,10,10,30,21,15,7,22,22,4
10143,1983,0,0,0,0,0,0,0,0,0,0
10144,1983,17,12,23,14,9,11,4,26,24,17
10145,1983,23,16,12,0,28,24,8,28,0,18
10146,1983,0,0,0,0,0,0,0,0,0,0
10147,1983,3,8,11,21,11,10,4,8,8,12
10148,1983,0,0,0,0,0,0,0,9,0,0
10149,1983,9,9,9,9,9,9,9,9,9,9
10150,1983,0,0,0,0,0,0,0,0,0,0
10151,1983,9,22,20,9,16,0,16,7,0,0
10152,1983,8,24,0,0,15,0,0,0,0,15
10153,1983,8,3,11,19,16,19,6,14,12,21
10154,1983,0,0,0,0,0,0,0,0,0,0
10155,1983,7,10,0,20,9,6,7,0,0,0
10156,1983,19,19,19,19,19,19,19,19,19,19
10157,1983,0,3,0,0,0,0,0,0,0,0
10158,1983,0,0,0,0,0,0,0,0,0,0
10159,1983,1,1,1,1,1,1,1,1,1,1
10160,1983,0,0,0,0,0,0,0,0,0,0
10161,1983,16,16,16,16,16,16,16,16,16,16
10162,1983,32,32,32,32,32,32,32,32,32,32
10163,1983,20,20,20,20,20,20,20,20,20,20
10164,1983,10,10,10,10,10,10,10,10,10,10
10165,1983,0,0,0,0,0,0,0,0,0,0
10166,1983,16,16,16,16,16,16,16,16,16,16
10167,1983,19,0,6,24,6,5,7,16,16,22
10168,1983,7,7,7,7,7,7,7,7,7,7
10169,1983,20,20,20,20,20,20,20,20,20,20
10170,1983,22,22,22,22,22,22,22,22,22,22
10171,1983,0,0,0,0,0,0,0,0,0,0
10172,1983,25,16,19,10,21,16,5,21,25,8
10173,1983,16,31,22,24,23,15,22,12,20,28
10174,1983,18,18,18,18,18,18,18,18,18,18
10175,1983,36,36,36,36,36,36,36,36,36,36
10176,1983,0,0,0,0,0,0,0,0,9,0
10177,1983,16,10,6,5,13,19,18,20,22,5
10178,1983,0,0,0,0,0,0,0,0,0,0
10179,1983,0,0,0,0,0,0,0,0,0,0
10180,1983,15,15,22,15,15,15,15,15,15,15
10181,1983,0,0,0,0,0,0,0,15,0,0
10182,1983,4,4,4,4,4,4,4,4,4,4
10183,1983,6,6,6,6,6,6,6,6,6,6
10184,1983,21,20,0,0,23,0,11,0,22,12
10185,1983,0,0,0,0,0,0,0,0,0,0
10186,1983,15,15,15,15,15,15,15,15,15,15
10187,1983,17,17,17,17,17,17,17,17,17,17
10188,1983,0,0,0,0,0,0,0,0,0,0
10189,1983,0,9,6,0,0,0,23,7,29,13
10191,1983,0,0,0,0,0,0,0,0,0,0
10192,1983,8,8,8,8,8,8,8,8,8,8
10193,1983,11,11,11,11,11,11,11,11,11,11
10194,1983,22,14,23,21,0,23,19,38,15,13
10195,1983,0,0,0,0,4,0,0,0,15,0
10196,1983,0,11,0,0,0,0,0,0,22,0
10197,1983,0,0,0,0,0,0,6,0,0,0
10198,1983,26,26,26,26,26,26,26,26,26,26
10199,1983,12,15,9,21,3,12,21,32,10,20
10200,1983,3,12,19,8,16,11,13,6,6,19
10201,1983,0,0,0,0,0,0,0,0,0,0
10202,1983,15,16,0,10,0,14,9,11,12,21
10203,1983,0,0,0,0,24,0,0,0,0,0
10204,1983,0,0,0,0,0,0,0,0,0,0
10205,1983,24,24,24,24,24,24,24,24,24,24
10206,1983,10,10,10,10,10,10,10,10,10,10
10207,1983,15,0,0,0,19,0,5,0,0,0
10208,1983,0,0,0,0,0,0,0,0,0,0
10209,1983,18,12,30,24,15,29,12,15,19,14
10210,1983,0,0,0,0,0,0,0,0,0,0
10211,1983,0,15,11,32,25,0,20,0,20,0
10212,1983,0,23,10,11,30,19,14,13,24,6
10213,1983,20,26,27,23,19,24,22,21,26,16
10214,1983,0,0,0,0,0,0,0,0,0,0
10215,1983,15,13,15,16,25,15,17,22,21,6
10216,1983,0,0,0,0,0,0,0,0,0,0
10217,1983,17,17,17,17,17,17,17,17,17,17
10218,1983,15,15,15,15,15,15,15,15,15,15
10219,1983,12,12,12,12,12,12,12,12,12,12
10221,1983,0,0,0,0,14,0,0,0,12,0
10222,1983,0,0,0,7,0,9,0,0,0,0
10223,1983,28,28,28,28,28,28,28,28,28,28
10224,1983,0,17,0,0,19,16,0,0,18,16
10225,1983,0,0,22,0,0,0,0,0,0,0
10226,1983,26,26,26,26,26,26,26,26,26,26
10227,1983,0,0,0,0,0,0,0,0,0,0
10228,1983,35,35,35,35,35,35,35,35,35,35
10229,1983,0,14,10,0,13,7,0,0,0,0
10230,1983,22,22,22,22,22,22,22,22,22,22
10231,1983,3,3,3,3,3,3,3,3,3,3
10232,1983,0,19,0,14,7,8,24,0,5,26
10233,1983,6,6,6,6,6,6,6,6,6,6
10234,1983,18,18,18,18,18,18,18,18,18,18
10235,1983,0,0,0,0,0,0,0,0,0,0
10236,1983,29,16,29,17,24,22,9,34,16,40
10237,1983,0,7,7,0,23,0,25,0,0,0
10238,1983,26,26,26,26,26,26,26,26,26,26
10239,1983,0,27,0,0,0,7,12,0,0,6
10240,1983,14,14,14,14,14,14,14,14,14,14
10241,1983,4,12,17,9,18,20,19,26,17,7
10242,1983,11,23,20,9,15,8,0,19,14,23
10243,1983,0,16,15,7,27,20,0,0,0,0
10244,1983,9,12,13,17,14,17,28,1,10,16
10245,1983,0,13,12,19,21,0,9,14,10,16
10246,1983,26,6,10,5,7,16,20,0,16,0
10247,1983,1,7,1,1,1,1,1,1,10,1
10248,1983,7,7,7,7,7,7,7,7,7,7
10249,1983,0,0,0,0,0,0,0,0,0,0
10250,1983,0,0,0,0,0,0,0,0,0,0
10251,1983,31,31,31,31,31,31,31,31,31,31
10252,1983,0,0,0,0,0,22,0,0,0,0
10253,1983,0,0,0,0,0,0,0,0,0,0
10254,1983,0,0,0,0,0,0,0,0,0,0
10255,1983,0,0,0,8,0,0,0,0,0,0
10256,1983,35,35,35,35,35,35,35,35,35,35
10257,1983,27,27,27,27,27,27,27,27,27,27
10258,1983,0,0,19,0,0,25,0,0,0,7
10259,1983,0,0,0,0,0,0,0,0,0,0
10260,1983,10,10,10,10,10,10,10,10,10,10
10261,1983,28,28,28,28,28,28,28,28,28,28
10262,1983,17,17,17,17,17,17,17,17,17,17
10263,1983,0,0,0,0,0,0,0,0,0,0
10264,1983,11,17,7,13,5,4,10,17,15,15
10265,1983,30,30,30,30,30,30,30,30,30,30
10266,1983,13,0,10,11,8,33,22,18,0,9
10267,1983,0,0,0,0,0,0,0,0,0,0
10268,1983,0,0,0,0,0,0,0,0,0,0
10269,1983,24,24,24,24,24,24,24,24,24,24
10270,1983,0,14,8,0,0,23,0,0,0,0
10271,1983,0,0,0,0,0,10,0,0,0,0
10272,1983,0,6,0,10,0,0,0,0,0,0
10273,1983,0,0,0,0,0,0,0,0,0,0
10274,1983,8,8,8,8,8,8,8,8,8,8
10275,1983,14,0,0,0,0,0,0,0,0,0
10276,1983,9,12,0,9,8,0,15,13,0,16
10277,1983,17,21,6,16,11,9,17,11,6,12
10278,1983,0,0,0,35,0,0,0,0,0,7
10279,1983,18,18,18,18,18,18,18,18,18,18
10280,1983,0,0,0,0,0,0,0,0,0,0
10281,1983,0,0,0,0,0,0,12,0,0,21
10282,1983,0,13,0,0,0,0,0,0,0,0
10283,1983,0,0,0,0,0,0,0,0,0,0
10284,1983,0,0,0,0,0,0,0,0,0,0
10285,1983,12,12,12,12,12,12,12,12,12,12
10286,1983,0,0,0,0,0,0,0,0,0,0
10287,1983,20,20,20,20,20,20,20,20,20,20
10288,1983,0,0,0,0,0,0,0,0,0,0
10289,1983,4,0,0,19,14,19,4,0,21,31
10290,1983,0,0,0,0,0,0,0,0,0,9
10291,1983,0,0,0,0,0,0,0,0,0,0
10292,1983,25,25,25,25,25,25,25,25,25,25
10293,1983,33,33,33,33,33,33,33,33,33,33
10294,1983,0,0,0,0,0,0,0,0,0,0
10295,1983,0,0,0,0,0,11,0,0,0,0
10296,1983,0,0,0,9,0,14,0,24,0,0
10297,1983,0,0,0,0,0,0,0,0,0,0
10298,1983,20,5,14,0,0,0,0,22,19,10
10299,1983,20,20,20,20,20,20,20,20,20,20
10300,1983,6,6,6,6,6,6,6,6,6,6
10301,1983,0,0,13,0,0,0,0,0,0,0
10302,1983,28,25,20,20,0,0,14,19,0,11
10303,1983,8,8,8,8,8,8,8,8,8,8
10304,1983,31,31,31,31,31,31,31,31,31,31
10305,1983,22,19,13,26,20,23,22,25,21,33
10306,1983,7,26,28,11,12,16,11,10,7,13
10307,1983,9,9,9,9,9,9,9,9,9,9
10308,1983,0,0,0,0,0,0,0,0,0,25
10309,1983,0,17,0,12,0,0,0,0,0,0
10310,1983,1,1,1,1,1,1,1,1,1,1
10311,1983,28,28,28,28,28,28,28,28,28,28
10312,1983,0,19,0,0,0,0,26,0,0,0
10313,1983,0,0,0,0,0,0,0,0,0,0
10314,1983,0,9,0,0,0,0,11,10,18,0
10315,1983,6,6,6,6,6,6,6,6,6,6
10316,1983,10,10,10,10,10,10,10,10,10,10
10317,1983,26,14,29,27,21,19,26,20,26,18
10318,1983,0,0,0,0,6,0,25,12,0,15
10319,1983,0,0,0,0,0,0,0,0,0,0
10320,1983,0,4,0,8,0,0,0,11,0,0
10321,1983,0,8,0,0,0,0,0,20,0,0
10322,1983,0,7,16,21,0,0,15,16,9,18
10323,1983,0,0,0,0,13,0,0,0,0,0
10324,1983,0,20,0,7,18,0,0,0,0,0
10325,1983,0,25,0,11,0,0,11,0,0,0
10326,1983,23,11,19,36,12,6,16,10,3,13
10327,1983,21,0,11,0,5,0,2,0,35,0
10328,1983,0,20,38,25,0,20,26,12,15,22
10329,1983,22,22,22,22,22,22,22,22,22,22
10330,1983,9,13,16,0,14,16,10,10,25,0
10331,1983,0,0,0,0,0,0,0,0,0,0
10332,1983,0,0,0,0,0,0,0,0,0,0
10333,1983,21,21,21,21,21,21,21,21,21,21
10334,1983,12,14,0,0,0,0,13,0,0,0
10335,1983,0,20,25,13,21,12,13,14,0,25
10336,1983,41,41,41,41,41,41,41,41,41,41
10337,1983,10,10,10,10,10,10,10,10,10,10
10338,1983,9,0,0,0,0,0,0,0,0,0
10339,1983,0,0,0,0,0,0,0,0,0,0
10340,1983,9,9,9,9,9,9,9,9,9,9
10341,1983,36,36,36,36,36,36,36,36,36,36
10342,1983,13,13,13,13,13,13,13,13,13,13
10343,1983,15,0,24,0,0,25,13,0,0,7
10344,1983,19,0,0,0,0,0,8,0,0,0
10345,1983,0,0,0,0,0,0,9,0,0,0
10346,1983,14,14,14,14,16,14,14,14,14,14
10347,1983,0,0,0,0,0,0,0,0,0,0
10348,1983,9,12,0,6,28,8,21,21,0,23
10349,1983,0,0,0,0,0,0,0,0,0,0
10350,1983,0,7,0,12,0,0,12,0,12,1
10351,1983,11,0,0,0,0,0,0,0,0,0
10352,1983,0,0,0,0,0,0,29,0,0,6
10353,1983,0,0,0,0,0,0,0,0,0,0
10354,1983,17,17,17,17,17,17,17,17,17,17
10355,1983,14,14,14,14,14,14,14,14,14,14
10356,1983,0,0,0,0,0,0,0,0,0,0
10357,1983,13,16,19,17,15,34,17,18,23,23
10358,1983,17,17,17,17,17,17,17,17,17,17
10359,1983,18,18,18,18,18,18,18,18,18,18
10360,1983,9,15,0,5,25,17,22,12,20,14
10361,1983,0,25,0,0,10,0,0,0,0,0
10362,1983,5,24,0,16,17,14,0,6,22,0
10363,1983,15,19,25,22,20,16,12,29,9,18
10364,1983,23,14,14,23,14,13,14,12,8,5
10365,1983,31,21,9,12,0,0,7,25,22,0
10366,1983,0,0,35,29,0,0,7,11,0,21
10367,1983,20,20,20,20,20,20,20,20,28,20
10368,1983,0,0,0,28,0,0,0,0,0,0
10369,1983,17,11,28,15,9,30,9,2,29,20
10370,1983,0,0,0,0,0,0,13,0,15,0
10371,1983,0,6,0,9,0,20,0,18,0,0
10372,1983,0,0,0,0,0,0,0,0,0,0
10373,1983,0,0,5,0,0,0,0,0,0,0
10374,1983,15,11,5,16,5,16,14,0,9,24
10375,1983,18,18,18,18,18,18,18,18,18,18
10376,1983,16,19,7,39,23,20,9,9,17,21
10377,1983,17,17,17,17,17,17,17,17,17,17
10378,1983,5,18,6,19,10,0,21,20,23,10
10379,1983,26,19,17,20,25,14,34,33,32,18
10380,1983,27,27,37,27,27,27,27,27,27,27
10381,1983,18,29,19,28,22,14,20,13,0,16
10382,1983,29,44,14,37,17,12,4,25,26,18
10383,1983,0,16,0,6,0,0,0,0,0,0
10384,1983,0,0,0,0,0,0,0,0,0,0
10385,1983,0,0,0,0,0,0,0,0,0,0
10386,1983,0,19,0,0,0,0,0,0,0,0
10387,1983,10,22,23,15,10,22,32,13,12,20
10388,1983,20,20,20,20,20,20,20,20,20,20
10389,1983,0,28,0,0,0,0,0,24,0,19
10390,1983,13,13,13,13,13,13,13,13,13,13
10391,1983,15,15,15,15,15,15,15,15,15,15
10392,1983,22,8,19,19,7,12,8,16,15,10
10393,1983,0,0,0,0,12,0,0,22,0,0
10394,1983,13,13,13,14,13,13,13,18,13,17
10395,1983,0,0,0,0,0,0,0,0,0,0
10396,1983,17,13,11,6,47,11,7,13,12,13
10397,1983,0,21,30,0,0,0,0,0,0,0
10398,1983,24,17,24,33,17,17,11,22,5,17
10399,1983,12,25,14,5,9,32,16,12,11,24
10400,1983,24,0,11,13,17,16,6,16,18,9
10401,1983,22,22,22,22,22,22,22,22,22,22
10402,1983,0,0,0,27,15,0,27,17,23,9
10403,1983,0,0,0,0,19,24,0,0,0,0
10404,1983,9,17,0,22,27,17,28,10,19,10
10405,1983,10,10,10,10,10,10,10,10,10,10
10406,1983,3,12,13,14,10,11,14,15,11,11
10407,1983,34,34,34,34,34,34,34,34,34,34
10408,1983,12,0,17,12,0,9,0,0,0,0
10409,1983,0,14,0,0,12,8,0,0,0,0
10410,1983,6,18,12,16,4,0,18,17,5,13
10411,1983,0,0,0,0,0,0,0,0,0,0
10412,1983,11,11,11,11,11,11,11,11,11,11
10413,1983,0,0,25,0,0,0,0,0,0,0
10414,1983,11,19,14,12,13,18,27,9,22,37
10415,1983,11,11,11,11,11,11,11,11,11,11
10416,1983,8,8,8,8,8,8,8,8,8,8
10417,1983,12,12,12,12,12,12,12,12,12,12
10418,1983,14,14,14,14,14,14,14,14,14,14
10419,1983,2,2,2,2,2,2,2,2,2,2
10420,1983,0,0,14,0,0,0,0,0,20,0
10421,1983,0,0,0,0,0,0,0,0,0,0
10422,1983,0,0,19,35,12,24,0,24,0,0
10423,1983,18,11,3,0,8,5,25,16,21,14
10424,1983,0,0,0,0,0,0,0,0,0,0
10425,1983,23,21,18,14,12,19,29,25,16,21
10426,1983,20,20,20,20,20,20,20,20,20,20
10427,1983,0,0,0,0,0,0,0,0,0,20
10428,1983,15,15,15,15,15,15,15,15,15,15
10429,1983,0,0,0,0,0,0,13,0,0,0
10430,1983,13,25,11,0,5,23,9,0,3,30
10431,1983,0,0,0,0,0,0,0,0,0,0
10432,1983,0,0,0,0,0,0,0,0,0,0
10433,1983,37,37,37,37,37,37,37,37,37,37
10434,1983,0,0,0,0,0,0,0,0,0,0
10435,1983,2,0,13,7,0,5,9,7,9,0
10436,1983,12,12,12,12,12,12,12,12,12,12
10437,1983,0,0,0,0,0,0,0,8,20,7
10438,1983,43,30,14,17,0,40,27,14,28,15
10439,1983,0,0,0,0,0,0,0,0,0,0
10440,1983,13,13,13,13,13,13,13,13,13,13
10441,1983,16,16,16,16,16,16,16,16,16,16
10442,1983,36,36,36,36,36,36,36,36,36,36
10443,1983,0,0,0,0,0,0,0,0,0,0
10444,1983,10,10,10,10,10,10,10,10,10,10
10445,1983,0,0,0,0,19,16,0,0,0,11
10446,1983,27,0,19,0,11,0,30,4,0,0
10447,1983,0,15,15,13,4,0,19,20,10,14
10448,1983,14,21,0,0,22,0,0,0,0,0
10449,1983,18,18,18,18,18,18,18,18,18,18
10450,1983,0,0,0,0,0,0,0,0,0,0
10451,1983,7,7,7,7,7,7,7,7,7,7
10452,1983,6,6,6,6,6,6,6,6,6,6
10453,1983,0,0,0,0,0,0,0,0,0,0
10454,1983,11,11,11,11,11,11,11,11,11,11
10455,1983,0,0,17,10,0,0,22,16,14,11
10456,1983,17,17,17,17,17,17,17,17,17,17
10457,1983,13,0,0,0,0,0,0,0,0,0
10458,1983,24,24,24,24,24,24,24,24,24,24
10459,1983,22,16,7,9,11,21,9,28,5,7
10460,1983,13,13,13,13,13,13,13,13,13,13
10461,1983,11,11,11,11,11,11,11,11,11,11
10462,1983,0,0,0,0,0,0,0,0,0,0
10463,1983,0,17,0,0,0,0,15,0,0,0
10464,1983,11,11,11,11,13,11,11,11,11,11
10465,1983,0,0,0,0,0,0,0,0,0,0
10466,1983,15,15,15,15,15,15,15,15,15,15
10467,1983,11,11,16,0,8,0,0,0,29,0
10468,1983,0,0,0,0,0,15,19,0,0,0
10469,1983,0,0,0,0,17,0,0,0,0,0
10470,1983,8,28,16,29,23,25,12,20,15,25
10471,1983,0,0,0,0,0,0,0,0,10,0
10472,1983,0,8,0,0,0,0,0,15,8,0
10473,1983,20,20,20,20,20,20,20,20,20,20
10474,1983,0,0,0,0,0,0,0,0,0,0
10475,1983,12,16,13,24,16,20,38,23,13,6
10476,1983,0,0,0,0,17,0,0,0,0,12
10477,1983,30,5,24,28,0,19,15,23,12,24
10478,1983,0,0,0,0,0,0,0,0,0,0
10479,1983,2,2,2,2,2,2,2,2,2,2
10480,1983,22,18,6,17,13,9,9,17,16,17
10481,1983,17,10,15,9,15,2,0,12,14,4
10482,1983,10,0,16,21,8,9,10,10,16,0
10483,1983,0,0,0,0,17,0,0,0,0,0
10484,1983,0,0,0,0,0,0,0,0,0,0
10485,1983,0,19,0,0,7,0,0,0,0,0
10486,1983,15,21,22,26,19,19,8,16,12,11
10487,1983,0,0,0,0,0,0,0,0,0,20
10488,1983,0,0,0,0,0,0,0,0,0,0
10489,1983,20,20,20,20,20,20,20,20,20,20
10490,1983,6,10,14,0,4,10,18,7,13,12
10491,1983,0,0,0,0,0,0,0,0,0,0
10492,1983,0,0,0,0,0,0,0,0,0,0
10493,1983,11,10,8,3,5,15,22,7,21,10
10494,1983,26,18,6,5,16,14,20,13,29,36
10495,1983,1,1,1,1,1,1,1,1,1,1
10496,1983,0,0,0,11,0,0,0,0,28,0
10497,1983,12,21,0,20,23,15,0,0,14,12
10498,1983,13,22,17,16,11,0,25,0,4,40
10499,1983,11,11,11,11,11,11,11,11,11,11
10500,1983,20,20,20,20,20,20,20,20,20,20
10501,1983,39,39,39,39,39,39,39,39,39,39
10502,1983,0,0,0,0,0,0,0,0,0,0
10503,1983,3,3,3,3,3,3,3,3,3,3
10504,1983,22,14,7,0,29,24,0,14,13,0
10505,1983,19,9,4,26,31,18,9,10,24,23
10506,1983,14,14,14,14,14,14,14,14,14,14
10507,1983,29,10,5,24,35,31,26,28,33,23
10508,1983,0,9,15,20,10,0,0,19,0,0
10509,1983,15,12,8,5,7,26,0,13,0,0
10510,1983,0,0,0,0,0,0,0,0,0,0
10511,1983,20,0,0,0,0,0,0,0,0,0
10512,1983,7,7,7,7,7,7,7,7,7,7
10513,1983,6,6,6,6,6,6,6,6,6,6
10514,1983,7,14,8,13,20,9,18,32,0,10
10515,1983,16,16,16,16,16,16,16,16,16,16
10516,1983,17,17,17,17,17,17,17,17,17,17
10517,1983,11,11,0,12,7,0,0,24,23,0
10518,1983,14,14,14,14,14,14,14,14,14,14
10519,1983,0,0,0,0,19,0,0,0,0,0
10520,1983,0,0,0,0,0,0,0,0,0,0
10521,1983,8,8,8,8,8,8,8,8,8,8
10522,1983,0,0,0,0,0,0,0,0,0,0
10523,1983,0,0,0,0,0,0,0,0,0,0
10524,1983,0,0,15,0,0,0,0,0,0,0
10525,1983,19,31,6,0,18,20,13,18,27,10
10526,1983,0,0,0,0,0,0,0,0,0,0
10527,1983,0,0,0,0,0,0,0,0,0,0
10528,1983,13,14,11,21,16,14,8,10,6,13
10529,1983,13,0,0,0,0,0,0,26,0,0
10530,1983,0,0,0,0,0,0,0,0,24,0
10531,1983,0,2,0,0,0,11,0,0,17,0
10532,1983,0,0,0,0,0,0,0,0,0,0
10533,1983,16,0,12,0,0,0,12,14,0,13
10534,1983,0,0,8,21,0,0,0,0,0,0
10535,1983,20,13,26,19,16,18,20,12,22,20
10536,1983,11,20,18,17,24,27,19,12,24,16
10537,1983,10,0,0,0,0,0,0,0,0,0
