"treated","n_obs","mean_hr","mean_nhr","mean_ln_hr","mean_ln_nhr"
0,856,29.5432242990654,805.66238317757,2.72586588262172,6.30700704497341
1,494,37.506072874494,846.046558704453,2.67083451517445,6.25135362015079
