ST_CASE,YEAR,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10
10053,1989,25,25,25,25,25,25,25,25,25,25
10054,1989,28,28,28,28,28,28,28,28,28,28
10055,1989,24,24,24,24,24,24,24,24,24,24
10056,1989,15,15,15,15,15,15,15,15,15,15
10057,1989,16,16,16,16,16,16,16,16,16,16
10058,1989,28,28,28,28,28,28,28,28,28,28
10059,1989,23,23,23,23,23,23,23,23,23,23
10060,1989,0,0,0,0,0,0,6,0,0,0
10061,1989,0,0,0,7,0,0,0,0,0,0
10062,1989,20,20,20,20,20,20,20,20,20,20
10063,1989,20,12,23,23,8,12,0,32,14,18
10064,1989,24,24,24,24,24,24,24,24,24,24
10065,1989,0,0,0,0,0,0,0,0,0,0
10066,1989,0,0,0,0,0,0,0,0,0,0
10067,1989,0,0,0,0,0,0,0,0,0,0
10068,1989,0,0,0,0,0,0,0,0,0,0
10069,1989,0,0,0,0,0,0,0,0,0,0
