,total_fatalities,total_fatalities,total_fatalities,hr_fatalities,hr_fatalities,hr_fatalities,nhr_fatalities,nhr_fatalities,nhr_fatalities,treated,treated,treated,ln_hr,ln_hr,ln_hr,ln_nhr,ln_nhr,ln_nhr,unemployment,unemployment,unemployment
,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count
treated,,,,,,,,,,,,,,,,,,,,,
0,835.2056074766355,781.1495621056677,856,29.54322429906542,46.8556374522183,856,805.6623831775701,738.4086551645486,856,0.0,0.0,856,2.7258658826217244,1.183779502357738,856,6.307007044973411,0.9386644177317298,856,6.0582554517133955,2.2141350638560624,856
1,883.5526315789474,972.1608604565441,494,37.506072874493924,68.9525438972441,494,846.0465587044534,907.9336858766698,494,1.0,0.0,494,2.670834515174452,1.3869964166925548,494,6.251353620150788,1.0217652450546248,494,4.991261808367072,1.2675255994261414,494
