,count,mean,std,min,max
total_fatalities,1350.0,852.8970370370371,855.9655348223245,62.0,5504.0
hr_fatalities,1350.0,32.45703703703704,56.06914221550845,0.0,437.0
nhr_fatalities,1350.0,820.44,804.4993501110692,58.0,5130.0
treated,1350.0,0.36592592592592593,0.48186734668555153,0.0,1.0
ln_hr,1350.0,2.705728478533611,1.2617137789845183,0.0,6.082218910376446
ln_nhr,1350.0,6.286642013964244,0.9698940987290191,4.07753744390572,8.543055850941965
unemployment,1350.0,5.667814814814815,1.9896356312374488,2.1583333333333337,17.075
