ST_CASE,VEH_NO,PER_NO,YEAR,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10
10132,1,1,1984,0,0,0,0,0,0,0,0,0,0
10132,2,1,1984,0,0,0,0,0,0,0,0,0,0
10133,1,1,1984,17,17,17,17,17,17,17,17,17,17
10133,2,1,1984,0,0,0,0,0,0,0,0,0,0
10134,1,1,1984,0,0,0,0,15,0,0,0,0,0
10134,2,1,1984,0,0,0,0,0,0,0,0,0,0
10134,3,1,1984,0,0,0,0,0,0,0,0,0,0
10135,1,1,1984,0,0,0,0,0,0,0,0,0,0
10136,1,1,1984,0,0,0,0,0,0,0,0,0,0
10136,2,1,1984,0,0,0,0,0,0,0,0,0,0
10136,3,1,1984,0,0,0,0,0,0,0,0,0,0
10136,4,1,1984,0,0,0,0,0,0,0,0,0,0
10138,0,1,1984,16,18,19,11,25,15,9,9,27,13
10138,1,1,1984,4,0,0,0,0,0,0,0,0,14
10139,1,1,1984,0,0,0,0,0,0,0,0,0,0
10140,1,1,1984,0,15,16,14,12,0,0,0,11,24
10141,1,1,1984,0,0,0,7,0,0,0,0,0,0
10142,1,1,1984,10,10,10,10,10,10,10,10,10,10
10143,1,1,1984,0,0,0,0,0,0,0,0,0,0
10144,1,1,1984,0,0,0,24,12,14,0,0,25,9
10145,1,1,1984,0,0,0,0,0,0,0,0,0,0
10145,2,1,1984,0,0,0,0,0,0,26,0,0,0
10146,1,1,1984,0,0,0,0,0,0,0,0,0,0
10146,2,1,1984,12,12,12,12,12,12,12,12,12,12
10147,1,1,1984,14,14,14,14,14,14,14,14,14,14
10148,1,1,1984,25,25,25,25,25,25,25,25,25,25
10149,0,1,1984,0,0,0,0,0,0,0,0,0,0
10149,1,1,1984,0,0,0,0,0,0,0,0,0,0
10150,1,1,1984,0,0,9,0,0,0,0,0,0,0
10151,1,1,1984,23,23,23,23,23,23,23,23,23,23
10152,1,1,1984,0,8,0,0,18,0,0,0,3,0
10153,1,1,1984,0,0,0,0,0,0,0,0,0,0
10153,2,1,1984,0,0,0,0,0,0,0,0,0,0
10154,1,1,1984,14,14,14,14,14,14,14,14,14,14
10155,1,1,1984,12,16,9,4,30,22,28,17,8,22
10155,2,1,1984,0,0,0,0,0,0,0,0,0,0
10155,3,1,1984,0,0,0,0,0,0,0,0,14,0
10155,4,1,1984,0,0,0,14,0,0,0,0,0,0
10155,5,1,1984,7,14,8,0,0,14,15,10,19,15
10156,0,1,1984,0,0,21,18,0,0,0,0,0,23
10156,1,1,1984,0,0,0,0,0,11,12,0,0,0
10158,1,1,1984,12,12,12,12,12,12,12,12,12,12
10158,2,1,1984,23,0,0,0,0,0,0,0,0,0
10159,1,1,1984,0,10,0,0,0,0,0,0,0,0
10159,2,1,1984,0,0,0,0,0,0,0,0,0,20
10159,3,1,1984,0,18,0,0,2,0,0,0,28,0
10159,4,1,1984,0,0,0,0,0,0,0,0,16,0
10160,1,1,1984,0,0,0,0,0,0,0,0,14,0
10161,1,1,1984,0,0,0,0,0,0,0,0,0,0
10161,2,1,1984,0,0,0,0,0,0,0,0,0,0
10161,3,1,1984,0,0,0,0,0,0,0,0,0,0
10162,1,1,1984,13,21,26,0,9,22,23,22,25,28
10163,1,1,1984,0,0,0,0,0,0,0,0,0,0
10164,1,1,1984,3,3,3,3,3,3,3,3,3,3
10165,0,1,1984,21,21,21,21,21,21,21,21,21,21
10165,1,1,1984,0,0,0,0,0,0,0,0,0,0
10166,1,1,1984,0,0,0,0,0,0,0,0,0,0
10166,2,1,1984,0,0,0,0,0,0,0,0,0,0
10167,1,1,1984,2,2,2,2,2,2,2,2,2,2
10167,2,1,1984,0,0,0,0,0,0,0,0,0,0
10168,1,1,1984,8,11,0,15,0,0,0,2,0,0
10168,2,1,1984,30,30,30,30,30,30,30,30,30,30
10169,1,1,1984,0,0,0,0,0,0,0,0,0,0
10169,2,1,1984,0,0,0,0,0,0,0,0,0,0
10170,1,1,1984,0,0,0,0,0,0,0,0,0,0
10170,2,1,1984,0,0,0,0,5,0,0,0,0,25
10171,1,1,1984,3,3,3,3,3,3,3,3,3,3
10172,1,1,1984,0,3,10,17,25,16,17,7,18,6
10173,1,1,1984,0,0,0,0,0,0,0,0,0,33
10173,2,1,1984,20,20,20,20,20,20,20,20,20,20
10174,1,1,1984,17,17,17,17,17,17,17,17,17,17
10174,2,1,1984,0,0,0,0,0,0,0,0,0,0
10175,1,1,1984,20,20,20,20,20,20,20,20,20,20
10176,1,1,1984,0,0,0,0,0,0,0,0,0,15
10176,2,1,1984,0,7,0,0,5,6,12,0,16,3
10177,0,1,1984,0,0,0,0,0,0,0,0,0,0
10177,1,1,1984,13,13,13,13,13,13,13,13,13,13
10178,1,1,1984,17,17,17,17,17,17,17,17,17,17
10179,1,1,1984,23,23,23,23,23,23,23,23,23,23
10180,1,1,1984,0,0,0,0,0,0,0,0,0,0
10181,1,1,1984,0,0,0,0,0,0,0,0,0,0
10181,2,1,1984,8,8,8,8,8,8,8,8,8,8
10182,1,1,1984,0,0,0,0,0,0,0,0,0,0
10182,2,1,1984,11,11,11,11,11,11,11,11,11,11
10183,1,1,1984,0,3,17,22,12,10,0,20,0,16
10184,0,1,1984,27,27,27,27,27,27,27,27,27,27
10184,0,2,1984,0,0,0,0,0,17,0,0,0,0
10184,1,1,1984,18,0,0,0,16,31,0,0,0,0
10185,1,1,1984,4,0,0,0,0,0,14,0,12,0
10185,2,1,1984,0,0,0,0,0,0,0,0,0,0
10186,1,1,1984,0,0,0,0,0,0,0,0,0,0
10186,2,1,1984,0,0,0,0,0,0,0,0,0,0
10187,1,1,1984,3,3,3,3,3,3,3,3,3,3
10187,2,1,1984,2,2,2,2,2,2,2,2,2,2
10188,1,1,1984,12,12,12,12,12,12,12,12,12,12
10189,1,1,1984,0,0,0,0,0,0,0,0,0,0
10189,2,1,1984,21,15,0,17,0,0,0,0,22,12
10190,1,1,1984,22,22,22,22,22,22,22,22,22,22
10191,1,1,1984,15,15,15,15,15,15,15,15,15,15
10192,1,1,1984,0,0,0,0,0,0,0,0,0,0
10193,1,1,1984,0,0,0,0,0,0,0,0,0,0
10193,2,1,1984,0,0,0,0,0,0,0,0,0,0
10194,1,1,1984,12,21,10,17,20,27,25,18,14,15
10194,2,1,1984,0,0,0,0,0,0,0,0,0,0
10195,1,1,1984,23,23,23,23,23,23,23,23,23,23
10196,1,1,1984,0,0,9,7,0,0,0,0,0,0
10197,0,1,1984,15,15,15,15,15,15,15,15,15,15
10197,1,1,1984,0,0,0,0,0,0,0,8,0,0
10198,1,1,1984,0,0,0,0,0,0,0,0,12,0
10198,2,1,1984,14,0,17,9,0,0,0,0,0,0
10199,1,1,1984,0,0,0,0,0,0,0,0,0,0
10199,2,1,1984,0,0,0,0,0,0,0,0,0,0
10200,1,1,1984,16,16,16,16,16,16,16,16,16,16
10201,1,1,1984,13,13,13,13,13,13,13,13,13,13
10202,1,1,1984,0,0,0,0,0,0,10,0,0,0
10202,2,1,1984,0,0,0,0,0,0,0,0,0,0
10203,1,1,1984,0,0,0,0,0,0,0,0,0,0
10203,2,1,1984,0,0,0,0,0,0,0,0,0,0
10204,1,1,1984,0,0,0,0,0,0,0,0,0,0
10204,2,1,1984,18,18,18,18,18,18,18,18,18,18
10205,1,1,1984,28,28,28,28,28,28,28,28,28,28
10206,1,1,1984,0,14,0,0,28,0,0,0,0,5
10206,2,1,1984,0,0,0,0,0,0,0,0,0,0
10207,1,1,1984,25,25,25,25,25,25,25,25,25,25
10208,1,1,1984,0,0,0,0,0,0,0,0,0,0
10208,2,1,1984,12,13,23,15,9,20,15,15,20,14
10209,1,1,1984,16,16,16,16,16,16,16,16,16,16
10209,2,1,1984,0,25,8,0,0,0,0,12,6,0
10210,1,1,1984,0,0,0,0,0,0,0,0,0,0
10210,2,1,1984,14,0,0,0,0,0,0,0,0,0
10210,3,1,1984,0,0,0,0,0,0,0,0,0,0
10211,1,1,1984,11,11,11,11,11,11,11,11,11,11
10212,1,1,1984,19,19,19,19,19,19,19,19,19,19
10213,1,1,1984,9,9,9,9,9,9,9,9,9,9
10214,0,1,1984,0,0,0,0,0,0,0,0,0,0
10214,1,1,1984,0,0,0,0,0,0,0,0,0,0
10215,1,1,1984,19,32,0,0,0,0,0,0,0,0
10215,2,1,1984,0,0,0,0,5,0,0,0,0,0
10216,1,1,1984,23,12,14,10,19,18,18,0,6,0
10216,2,1,1984,0,0,0,0,0,0,0,0,0,0
10216,3,1,1984,0,0,0,0,0,0,9,0,0,0
10217,1,1,1984,19,0,12,17,0,0,19,13,19,0
10218,1,1,1984,0,0,0,0,0,0,0,0,0,0
10218,2,1,1984,23,23,23,23,23,23,23,23,23,23
10218,3,1,1984,0,0,0,0,0,0,0,0,0,0
10219,0,1,1984,0,0,0,0,0,0,0,0,0,0
10219,1,1,1984,0,0,0,0,0,0,0,0,0,0
10220,1,1,1984,21,21,21,21,21,21,21,21,21,21
10221,1,1,1984,0,0,0,0,0,0,0,0,0,0
10221,2,1,1984,0,0,0,0,0,0,0,0,0,0
10222,0,1,1984,0,0,0,0,0,0,0,0,0,0
10222,1,1,1984,0,0,0,0,0,14,0,20,12,16
10223,1,1,1984,0,0,0,0,0,0,0,0,0,0
10224,1,1,1984,2,2,2,2,2,2,2,2,2,2
10224,2,1,1984,13,13,13,13,13,13,13,13,13,13
10225,1,1,1984,0,0,0,0,0,0,0,0,0,0
10226,1,1,1984,30,30,30,30,30,30,30,30,30,30
10227,1,1,1984,0,0,0,0,0,0,0,0,0,0
10227,2,1,1984,0,0,0,0,0,0,0,0,0,0
10228,0,1,1984,26,26,26,26,26,26,26,26,26,26
10228,1,1,1984,0,0,0,0,0,0,0,0,0,0
10229,1,1,1984,0,0,0,0,10,0,26,0,10,0
10230,1,1,1984,0,0,0,0,0,0,0,0,0,0
10231,1,1,1984,0,22,12,18,8,0,0,0,10,8
10231,2,1,1984,0,0,0,0,0,0,0,0,0,0
10231,3,1,1984,0,0,0,0,0,0,0,0,0,0
10232,1,1,1984,13,13,13,13,13,13,13,13,13,13
10232,2,1,1984,0,0,0,0,0,0,0,0,0,0
10233,1,1,1984,0,0,0,0,0,0,0,0,0,0
10233,2,1,1984,18,9,0,0,13,20,0,28,25,3
10234,1,1,1984,16,16,16,16,16,16,16,16,16,16
10235,1,1,1984,31,31,31,31,31,31,31,31,31,31
10235,2,1,1984,0,0,0,0,0,0,0,0,0,0
10236,1,1,1984,0,32,0,0,7,0,10,0,10,0
10237,0,1,1984,12,9,9,0,11,28,14,29,14,21
10237,1,1,1984,27,0,0,0,20,0,0,0,10,0
10238,1,1,1984,16,16,16,16,16,16,16,16,16,16
10238,2,1,1984,0,0,0,0,0,0,0,0,0,0
10239,1,1,1984,17,17,17,17,17,17,17,17,17,17
10239,2,1,1984,0,0,0,0,0,0,0,0,0,0
10240,1,1,1984,0,0,0,0,0,0,0,0,0,0
10240,2,1,1984,13,13,13,13,13,13,13,13,13,13
10241,1,1,1984,0,0,0,0,0,0,0,0,0,0
10241,2,1,1984,0,11,19,0,0,0,30,2,18,29
10242,1,1,1984,20,20,20,20,20,20,20,20,20,20
10243,1,1,1984,3,0,0,0,0,0,0,0,0,0
10244,1,1,1984,18,18,18,18,18,18,18,18,18,18
10245,1,1,1984,0,0,0,0,0,0,0,0,0,0
10245,2,1,1984,1,1,1,1,1,1,1,1,1,1
10245,3,1,1984,19,12,0,0,0,0,0,0,0,0
10245,4,1,1984,0,0,0,0,0,0,0,0,0,0
10246,1,1,1984,0,0,0,0,0,0,0,0,0,0
10246,2,1,1984,0,0,0,0,0,0,0,0,0,0
10247,1,1,1984,0,0,0,0,0,0,0,0,0,0
10247,2,1,1984,0,0,0,0,0,0,0,0,0,0
10248,1,1,1984,0,0,0,0,0,0,0,0,0,0
10248,2,1,1984,0,0,0,0,0,0,0,0,0,0
10249,1,1,1984,0,0,0,0,0,0,0,0,0,0
10249,2,1,1984,0,0,0,0,0,0,0,0,0,0
10250,1,1,1984,17,17,17,17,17,17,17,17,17,17
10251,1,1,1984,16,0,16,23,0,10,0,0,17,0
10252,0,1,1984,19,19,19,19,19,19,19,19,19,19
10252,1,1,1984,0,0,0,0,0,0,0,0,0,0
10253,1,1,1984,0,0,0,0,0,0,0,0,0,0
10254,1,1,1984,9,9,9,9,9,9,9,9,9,9
10254,2,1,1984,0,0,0,0,0,19,0,0,0,0
10254,3,1,1984,0,0,0,0,0,0,0,0,0,0
10254,4,1,1984,0,0,15,0,0,0,0,0,0,0
10255,1,1,1984,26,26,26,26,26,26,26,26,26,26
10256,1,1,1984,0,0,0,0,0,33,0,0,0,20
10257,1,1,1984,8,8,8,8,8,8,8,8,8,8
10258,1,1,1984,15,15,15,15,15,15,15,15,15,15
10258,2,1,1984,0,0,0,0,0,0,0,0,0,0
10259,1,1,1984,21,21,21,21,21,21,21,21,21,21
10260,1,1,1984,15,15,15,15,15,15,15,15,15,15
10261,1,1,1984,0,0,0,0,0,0,0,0,0,0
10261,2,1,1984,0,0,0,0,0,0,0,0,0,0
10262,1,1,1984,0,0,0,0,0,0,0,0,0,0
10262,2,1,1984,0,0,0,0,0,0,17,0,0,0
10263,0,1,1984,2,2,2,2,2,2,2,2,2,2
10263,1,1,1984,0,0,0,0,0,0,0,0,0,0
10264,1,1,1984,12,12,12,12,12,12,12,12,12,12
10265,1,1,1984,0,8,9,0,0,0,0,0,0,0
10265,2,1,1984,0,0,0,0,0,0,0,0,0,0
10266,1,1,1984,12,9,27,21,17,11,18,9,18,18
10267,1,1,1984,1,1,1,1,1,1,1,1,1,1
10267,2,1,1984,1,1,1,1,1,1,1,1,1,1
10268,1,1,1984,0,0,0,0,0,0,0,0,0,0
10268,2,1,1984,0,0,0,0,0,0,0,0,0,0
10269,1,1,1984,28,28,28,28,28,28,28,28,28,28
10269,2,1,1984,0,0,13,0,0,0,0,0,0,0
10270,1,1,1984,0,0,0,0,0,0,0,0,0,0
10270,2,1,1984,0,0,0,0,0,0,0,0,0,0
10270,3,1,1984,0,0,0,0,12,0,0,0,0,24
10271,1,1,1984,0,0,0,0,0,0,0,0,0,0
10271,2,1,1984,0,0,0,0,0,0,0,0,0,0
10272,1,1,1984,0,0,0,0,0,0,0,0,0,14
10272,2,1,1984,10,3,0,0,8,15,0,0,16,11
10273,1,1,1984,0,0,0,0,0,0,0,0,0,0
10273,2,1,1984,0,0,0,0,0,5,0,0,0,0
10274,1,1,1984,0,0,0,0,0,0,0,0,0,0
10274,2,1,1984,0,0,0,0,0,0,0,0,18,0
