ST_CASE,YEAR,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10
10078,1986,0,0,0,0,0,0,0,0,0,0
10079,1986,27,27,27,27,27,27,27,27,27,27
10080,1986,9,13,3,22,0,17,23,0,0,24
10081,1986,9,9,9,9,9,9,9,9,9,9
10082,1986,11,11,11,11,11,11,11,11,11,11
10083,1986,23,15,34,22,14,22,16,50,26,41
10084,1986,25,25,25,25,25,25,25,25,25,25
10085,1986,0,0,0,0,0,0,0,0,0,0
10086,1986,7,7,7,7,7,7,7,7,7,7
10087,1986,0,7,0,0,0,0,0,0,0,0
10088,1986,18,18,18,18,18,18,18,18,18,18
10089,1986,0,0,0,0,29,0,0,9,0,0
10090,1986,17,17,17,17,17,17,17,17,17,17
10091,1986,0,0,0,0,0,0,0,0,0,0
10092,1986,0,0,0,16,0,0,0,0,0,0
10093,1986,19,19,19,19,19,19,19,19,19,19
10094,1986,19,19,19,19,19,19,19,19,19,19
10095,1986,0,0,0,0,0,0,0,0,0,0
10096,1986,0,0,0,0,0,0,0,0,0,0
10097,1986,21,21,21,21,21,21,21,21,21,21
10098,1986,0,0,0,9,0,0,0,0,0,0
10099,1986,0,0,0,0,0,0,0,0,0,0
10100,1986,28,0,0,0,0,0,0,0,0,0
10101,1986,0,8,0,0,0,0,0,0,0,0
10102,1986,27,27,27,27,27,27,27,27,27,27
10103,1986,0,0,7,0,0,0,0,2,0,0
10104,1986,17,17,17,17,17,17,17,17,17,17
10105,1986,24,0,0,0,0,0,0,0,0,0
10106,1986,0,9,0,0,0,0,3,0,0,0
10107,1986,14,19,23,24,7,14,8,11,12,21
10108,1986,0,0,0,0,0,0,0,0,0,0
10109,1986,21,22,16,17,26,14,26,16,0,33
10110,1986,0,0,0,9,0,0,0,0,0,0
10111,1986,31,31,31,31,31,31,31,31,31,31
10112,1986,0,0,0,0,0,0,0,0,0,0
10113,1986,0,0,0,0,0,0,0,0,0,0
10114,1986,19,21,28,0,16,16,21,11,31,0
10115,1986,0,0,0,0,0,0,0,0,0,0
10116,1986,0,0,0,0,0,0,0,0,0,0
10117,1986,18,18,18,18,18,18,18,18,18,18
10118,1986,0,0,0,10,0,0,0,0,0,0
10119,1986,9,9,9,9,9,9,9,9,9,9
10120,1986,0,0,0,0,0,5,0,0,0,0
10121,1986,0,0,0,0,0,0,0,0,0,0
10122,1986,0,10,0,0,0,0,0,0,0,0
10123,1986,10,10,0,0,0,0,0,0,0,0
10124,1986,8,28,16,13,22,21,17,1,19,13
10125,1986,0,0,0,15,0,0,0,0,0,11
10126,1986,0,22,23,0,23,28,0,0,31,31
10127,1986,12,12,12,12,12,12,12,12,12,12
10128,1986,6,6,6,6,6,6,6,6,6,6
10129,1986,14,14,14,14,14,14,14,14,14,14
10130,1986,22,22,22,22,22,22,22,22,22,22
10131,1986,15,15,15,15,15,15,15,15,15,15
10132,1986,19,19,19,19,19,19,19,19,19,19
10133,1986,0,15,0,0,0,0,0,0,0,0
10134,1986,23,23,23,23,23,23,23,23,23,23
10136,1986,20,20,20,20,20,20,20,20,20,20
10137,1986,0,8,0,0,0,6,0,0,0,0
10138,1986,22,21,14,45,22,17,16,19,7,23
10139,1986,26,3,0,0,0,0,0,0,0,0
10140,1986,14,7,12,15,13,20,6,9,15,17
10141,1986,8,0,0,0,0,0,0,16,0,15
10142,1986,17,3,3,17,4,10,0,8,6,3
10143,1986,0,0,0,0,0,16,0,0,0,0
10144,1986,0,26,0,12,6,0,0,0,0,8
10145,1986,12,12,12,12,12,12,12,12,12,12
10146,1986,0,0,0,0,0,0,0,0,0,0
10147,1986,18,18,18,18,18,18,18,18,18,18
10148,1986,0,0,0,0,0,0,0,0,0,0
10149,1986,25,0,0,0,12,17,0,9,0,0
10150,1986,19,19,19,19,19,19,19,19,19,19
10151,1986,16,0,0,0,0,0,0,0,0,0
10152,1986,14,14,14,14,14,14,14,14,14,14
10153,1986,0,0,0,0,0,0,0,0,0,0
10154,1986,34,0,28,16,18,22,14,0,21,23
10155,1986,0,0,0,0,0,0,0,0,0,0
10156,1986,0,0,0,0,0,0,5,0,0,0
10157,1986,0,0,0,0,0,13,0,0,0,0
10158,1986,3,3,3,3,3,3,3,3,3,3
10159,1986,0,0,0,0,0,0,0,0,0,0
10160,1986,0,0,0,0,0,0,0,0,0,0
10161,1986,29,29,29,29,29,29,29,29,29,29
10162,1986,0,0,0,0,13,0,9,0,16,0
10163,1986,0,19,0,0,0,21,0,0,0,12
10164,1986,17,17,17,17,17,17,17,17,17,17
10165,1986,12,12,12,12,12,12,12,12,12,12
10166,1986,12,12,12,12,12,12,12,12,12,12
10167,1986,0,0,0,0,0,16,0,0,0,0
10168,1986,9,29,0,0,0,3,11,0,0,0
10169,1986,0,0,0,0,0,16,0,0,0,0
10170,1986,0,0,5,0,0,24,0,6,9,0
10171,1986,0,0,0,11,10,10,8,0,0,0
10172,1986,0,0,0,0,0,0,0,0,0,0
10173,1986,25,17,31,0,0,17,0,0,29,6
10174,1986,0,0,0,0,0,0,0,0,0,0
10175,1986,11,0,0,0,0,0,10,0,3,0
10176,1986,0,0,0,0,0,0,0,0,0,0
10177,1986,0,0,0,0,0,0,0,0,0,0
10178,1986,33,19,15,16,17,8,17,20,20,16
10179,1986,10,10,10,10,10,10,10,10,10,10
10180,1986,16,16,16,16,16,16,16,16,16,16
10181,1986,15,15,15,15,15,15,15,15,15,15
10182,1986,0,12,0,7,0,13,0,10,11,0
10183,1986,0,0,0,12,0,0,0,0,0,0
10184,1986,0,0,0,0,0,0,0,0,0,0
10185,1986,0,0,0,0,0,0,0,0,5,4
10186,1986,0,0,0,0,0,0,0,0,0,0
10187,1986,0,0,0,0,0,0,9,0,0,0
10188,1986,26,26,26,26,26,26,26,26,26,26
10189,1986,0,0,0,0,0,0,0,0,0,0
10190,1986,0,0,0,0,0,0,0,0,5,0
10191,1986,0,0,0,0,0,0,0,0,0,0
10192,1986,0,0,0,0,0,0,0,0,0,0
10193,1986,3,0,0,4,0,20,0,0,0,0
10194,1986,0,0,0,0,0,0,0,0,0,0
10195,1986,16,16,16,16,16,16,16,16,16,16
10196,1986,17,17,17,17,17,17,17,17,17,17
10200,1986,9,0,0,0,0,0,0,0,0,0
10201,1986,0,0,0,0,0,0,0,0,0,0
10202,1986,0,0,0,0,0,0,0,0,0,0
10203,1986,8,8,8,8,8,8,8,8,8,8
10204,1986,10,22,21,19,14,26,31,21,44,25
10205,1986,0,0,0,0,0,0,0,0,0,0
10206,1986,16,16,16,16,16,16,16,16,16,16
10207,1986,0,0,10,19,0,0,31,0,17,10
10208,1986,0,0,0,0,0,0,0,0,0,0
10209,1986,0,0,0,0,0,6,20,0,0,0
10210,1986,0,0,0,0,0,0,0,0,0,0
10211,1986,23,23,23,23,23,23,23,23,23,23
10212,1986,21,0,21,0,0,8,12,0,0,0
10213,1986,0,0,0,0,0,0,0,0,0,0
10214,1986,23,17,25,19,5,33,28,15,22,16
10215,1986,0,0,0,0,0,11,0,0,0,0
10216,1986,0,0,0,0,0,0,0,0,0,0
10217,1986,0,0,0,5,23,0,0,0,0,0
10218,1986,0,0,0,0,0,0,0,0,0,0
10219,1986,21,21,21,21,21,21,21,21,21,21
10220,1986,0,0,0,0,0,0,0,0,0,0
10221,1986,7,0,0,0,0,0,0,0,0,0
10222,1986,17,17,17,17,17,17,17,17,17,17
10223,1986,0,0,0,0,0,0,0,0,0,0
10224,1986,0,0,0,0,0,0,0,0,0,0
10225,1986,12,12,12,12,12,12,12,12,12,12
10226,1986,0,0,0,4,0,6,0,0,0,0
10227,1986,0,0,0,17,13,11,10,16,34,33
10228,1986,0,0,0,0,0,0,0,0,0,0
10229,1986,16,16,16,16,16,16,29,16,16,25
10230,1986,43,43,43,43,43,43,43,43,43,43
10231,1986,14,7,10,38,17,0,0,4,11,0
10232,1986,7,0,0,0,30,0,0,0,0,0
10233,1986,13,13,13,13,13,13,13,13,13,13
10234,1986,0,12,0,0,0,0,0,0,0,0
10235,1986,14,14,14,14,14,14,14,14,14,14
10236,1986,0,0,0,0,0,0,0,0,0,0
10237,1986,9,9,9,9,9,9,9,9,9,9
10238,1986,19,19,19,19,19,19,19,19,19,19
10241,1986,30,30,30,30,30,30,30,30,30,30
10242,1986,25,7,11,20,32,0,12,0,11,11
10243,1986,0,11,0,0,0,0,0,0,18,0
10245,1986,0,11,0,0,0,0,0,13,0,0
10246,1986,33,33,33,33,33,33,33,33,33,33
10247,1986,8,8,8,8,8,8,8,8,8,8
10248,1986,16,16,16,16,16,16,16,16,16,16
10249,1986,10,0,0,0,0,0,0,0,0,0
10250,1986,9,9,9,9,9,9,9,9,9,9
10252,1986,16,16,16,16,16,16,16,16,16,16
10253,1986,0,15,0,0,0,14,0,0,0,0
10254,1986,0,0,0,0,0,0,0,0,0,0
10255,1986,6,21,15,27,13,16,11,12,0,6
10256,1986,20,20,20,20,20,20,20,20,20,20
10257,1986,0,0,0,0,11,0,0,0,0,0
10258,1986,0,0,0,0,0,0,0,0,0,0
10259,1986,0,18,0,0,0,0,0,0,0,0
10260,1986,23,22,17,10,14,9,23,23,27,25
10262,1986,17,22,0,20,13,13,19,0,14,0
10263,1986,9,9,9,9,9,9,9,9,9,9
10264,1986,0,0,0,0,0,0,0,0,0,0
10265,1986,12,12,12,12,12,12,12,12,12,12
10266,1986,0,0,0,0,0,0,0,0,0,0
10267,1986,0,0,0,0,0,0,0,0,0,0
10268,1986,0,0,0,0,0,0,0,0,0,0
10269,1986,12,25,12,10,22,24,11,17,14,42
10270,1986,16,16,16,16,16,16,16,16,16,16
10271,1986,0,3,0,0,0,0,0,0,0,8
10272,1986,0,0,0,0,0,0,0,0,0,9
10273,1986,0,9,0,0,14,0,0,0,0,0
10274,1986,0,2,0,0,19,0,20,7,0,12
10275,1986,5,21,20,4,17,16,30,32,17,0
10276,1986,16,16,16,16,16,16,16,16,16,16
10279,1986,13,13,13,13,13,13,13,13,13,13
10280,1986,0,11,22,0,0,15,26,11,18,0
10281,1986,0,0,0,0,0,0,0,0,0,0
10282,1986,4,4,4,4,4,4,4,4,4,4
10283,1986,22,19,23,21,20,2,7,0,13,0
10284,1986,25,25,25,25,25,25,25,25,25,25
10285,1986,12,12,12,12,12,12,12,12,12,12
10286,1986,18,18,18,18,18,18,18,18,18,18
10287,1986,22,19,24,15,12,0,16,13,0,0
10288,1986,24,24,24,24,24,24,24,24,24,24
10289,1986,0,0,5,0,0,0,4,0,0,0
10290,1986,0,0,0,0,0,0,0,0,0,0
10291,1986,0,0,0,0,0,0,0,0,0,0
10292,1986,14,14,14,14,14,14,14,14,14,14
10293,1986,0,0,0,0,0,0,5,0,0,0
10294,1986,6,9,0,18,11,0,0,0,0,0
10295,1986,0,0,0,0,0,0,0,0,0,0
10296,1986,13,13,13,13,13,13,13,13,13,13
10297,1986,13,13,13,13,13,13,13,13,13,19
10298,1986,15,15,15,15,15,15,15,19,15,15
10299,1986,0,0,0,0,0,0,0,0,0,0
10300,1986,0,0,28,0,0,0,0,0,16,0
10301,1986,21,21,21,21,21,21,21,21,21,21
10302,1986,23,0,13,12,5,0,17,16,6,11
10303,1986,21,21,21,21,21,21,21,21,21,21
10304,1986,0,0,0,30,0,25,0,0,0,0
10305,1986,5,24,17,26,16,4,22,12,15,19
10306,1986,17,17,17,17,17,17,17,17,17,17
10307,1986,0,0,0,0,0,0,0,0,0,0
10308,1986,0,0,0,0,0,0,0,0,0,0
10309,1986,0,0,0,0,0,0,0,0,0,0
10310,1986,22,6,24,10,25,30,22,23,5,8
10311,1986,17,13,14,11,0,23,0,18,16,41
10312,1986,0,0,0,0,0,0,0,0,8,0
10313,1986,11,11,11,11,11,11,11,11,11,11
10314,1986,0,0,0,0,0,0,0,0,0,0
10315,1986,20,0,0,0,0,0,8,0,0,0
10316,1986,3,3,3,3,3,3,3,3,3,3
10317,1986,20,20,20,20,20,20,20,20,20,20
10318,1986,0,0,0,0,0,0,0,0,0,0
10319,1986,20,20,20,20,20,20,20,20,20,20
10320,1986,0,0,0,0,0,0,0,0,0,0
10321,1986,12,12,12,12,12,12,12,12,12,12
10322,1986,0,16,0,0,0,0,20,0,0,0
10323,1986,3,3,3,3,3,3,3,3,3,3
10324,1986,9,8,18,9,3,14,13,6,9,17
10325,1986,10,10,10,10,10,10,10,10,10,10
10326,1986,0,0,0,0,0,0,0,0,0,0
10327,1986,30,29,35,20,40,21,14,30,12,21
10328,1986,8,8,8,8,8,8,8,8,8,8
10329,1986,8,8,8,8,8,8,8,8,8,8
10330,1986,26,26,26,26,26,26,26,26,26,26
10331,1986,0,23,0,17,0,18,18,17,0,0
10332,1986,0,0,0,0,0,0,0,0,0,0
10333,1986,21,21,21,21,21,21,21,21,21,21
10334,1986,32,32,32,32,32,32,32,32,32,32
10335,1986,24,24,24,24,24,24,24,24,24,24
10336,1986,36,36,36,36,36,36,36,36,36,36
10337,1986,1,5,1,1,1,1,1,1,1,1
10338,1986,4,10,0,0,0,0,0,0,0,0
10339,1986,0,0,0,0,0,0,0,0,0,0
10341,1986,0,12,0,0,0,0,0,0,0,0
10342,1986,11,11,11,11,11,11,11,11,11,11
10343,1986,0,0,3,0,0,0,0,0,0,0
10344,1986,27,27,27,27,27,27,27,27,27,27
10345,1986,22,22,22,22,22,22,22,22,22,22
10346,1986,0,9,0,0,0,6,0,8,0,11
10347,1986,0,0,0,0,0,0,0,0,0,0
10348,1986,0,9,17,0,20,16,17,21,30,0
10349,1986,18,17,0,0,12,0,0,0,0,0
10350,1986,0,0,0,0,0,0,0,0,0,0
10351,1986,0,0,0,0,0,0,0,0,0,0
10352,1986,0,0,0,0,0,0,0,0,0,0
10353,1986,16,16,23,16,18,25,16,22,17,16
10354,1986,24,24,24,24,24,24,24,24,24,24
10355,1986,0,0,0,0,0,0,0,0,0,0
10356,1986,13,9,0,0,0,3,0,0,0,17
10357,1986,0,0,0,0,0,0,0,0,0,0
10358,1986,23,23,23,23,23,23,23,23,23,23
10359,1986,24,24,24,24,24,24,24,24,24,24
10360,1986,11,11,11,11,11,11,11,11,11,11
10361,1986,12,12,12,12,12,12,12,12,12,12
10362,1986,12,12,12,12,12,12,12,12,12,12
10363,1986,0,0,0,0,0,0,0,0,14,0
10364,1986,9,9,9,9,9,9,9,9,9,9
10365,1986,0,0,15,0,0,0,11,0,0,0
10366,1986,0,0,0,0,0,0,16,0,36,0
10367,1986,0,0,0,0,32,0,0,0,12,0
10368,1986,4,4,4,4,4,4,4,4,4,4
10369,1986,0,0,0,0,0,0,0,0,0,0
10370,1986,0,0,15,0,0,0,5,0,14,0
10371,1986,0,0,0,0,0,0,0,0,0,0
10372,1986,6,6,6,6,6,6,6,6,6,6
10373,1986,0,0,13,6,0,0,0,0,0,0
10374,1986,0,0,16,12,0,0,0,0,0,0
10375,1986,39,12,0,20,27,14,18,29,23,24
10376,1986,24,24,24,24,24,24,24,24,24,24
10377,1986,0,0,0,0,0,0,0,0,0,0
10378,1986,10,12,13,16,18,5,25,18,11,17
10379,1986,0,0,0,0,0,0,0,0,0,0
10380,1986,22,4,10,12,26,6,16,18,39,3
10381,1986,15,15,15,15,15,15,15,15,15,15
10382,1986,0,11,28,26,12,10,22,13,0,12
10383,1986,18,18,18,18,18,18,18,18,18,18
10384,1986,15,15,15,15,15,15,15,15,15,15
10385,1986,0,0,0,0,0,0,0,0,0,0
10386,1986,34,34,34,34,34,34,34,34,34,34
10387,1986,24,24,24,24,24,24,24,24,24,24
10388,1986,11,11,11,11,11,11,11,11,11,11
10389,1986,30,19,10,0,19,12,18,8,10,35
10390,1986,15,30,18,16,10,0,24,9,0,11
10391,1986,0,0,0,0,0,0,0,0,0,13
10392,1986,0,0,0,0,0,0,0,0,0,0
10393,1986,0,0,0,0,0,0,0,0,0,0
10394,1986,16,16,16,16,16,16,16,16,16,16
10395,1986,4,4,4,4,4,4,4,4,4,4
10396,1986,13,13,13,13,13,13,13,13,13,13
10397,1986,0,0,0,0,0,0,6,0,0,8
10398,1986,12,12,12,12,12,12,12,12,12,12
10399,1986,0,11,0,0,0,0,0,3,0,0
10400,1986,0,0,0,0,0,0,0,0,27,0
10401,1986,0,0,0,0,0,0,0,0,0,0
10402,1986,17,17,17,17,17,17,17,17,17,17
10403,1986,0,0,0,0,0,0,0,0,0,0
10404,1986,0,0,0,0,0,0,0,0,0,0
10405,1986,0,0,0,0,0,0,0,0,0,0
10406,1986,0,0,25,0,0,0,0,0,0,0
10407,1986,30,15,25,21,18,9,22,8,26,13
10408,1986,13,13,13,13,13,13,13,13,13,13
10409,1986,34,29,10,14,11,14,1,19,18,0
10410,1986,33,13,8,28,20,20,17,12,16,22
10411,1986,0,0,0,0,0,0,6,0,13,0
10412,1986,0,0,0,0,0,0,0,0,0,0
10413,1986,23,23,23,23,23,23,23,23,23,23
10414,1986,23,18,19,33,15,18,30,18,14,11
10415,1986,5,5,5,5,5,5,5,5,5,5
10416,1986,35,23,8,26,20,12,32,30,35,21
10417,1986,12,12,12,19,31,15,18,11,18,21
10418,1986,30,30,30,30,30,30,30,30,30,30
10419,1986,0,0,0,0,0,0,9,0,0,0
10420,1986,0,20,0,0,0,0,0,0,0,6
10421,1986,5,5,5,5,5,5,5,5,5,5
10422,1986,23,23,23,23,23,23,23,23,23,23
10423,1986,0,0,0,0,0,0,0,0,0,0
10424,1986,21,15,0,0,17,0,17,24,17,0
10425,1986,0,0,0,0,0,0,0,0,0,0
10426,1986,7,5,23,21,0,12,0,14,19,18
10427,1986,14,14,14,14,14,14,14,14,14,14
10428,1986,20,20,20,20,20,20,20,20,20,20
10429,1986,0,0,0,0,0,0,0,7,0,0
10431,1986,0,14,0,21,0,2,11,0,15,32
10432,1986,0,0,0,0,0,0,0,0,0,0
10433,1986,0,0,0,0,0,0,0,0,0,0
10434,1986,23,23,23,23,23,23,23,23,23,23
10435,1986,0,0,0,0,0,0,0,0,0,0
10436,1986,3,3,3,3,3,3,3,3,3,3
10437,1986,0,0,0,0,0,0,0,0,0,0
10438,1986,7,7,7,7,7,7,7,7,7,7
10439,1986,17,14,20,16,16,26,19,13,17,18
10440,1986,7,7,7,7,7,7,7,7,7,7
10441,1986,0,0,0,0,0,0,0,0,0,0
10442,1986,0,0,0,0,0,0,0,0,0,0
10443,1986,0,0,0,0,0,0,0,5,0,18
10444,1986,16,16,16,16,16,16,16,16,16,16
10445,1986,18,24,13,7,17,24,23,12,13,23
10446,1986,14,19,18,0,0,9,0,17,15,15
10447,1986,5,5,5,5,5,5,5,5,5,5
10448,1986,17,17,17,17,17,17,17,17,17,17
10449,1986,21,21,21,21,21,21,21,21,21,21
10450,1986,0,0,0,0,0,0,0,0,0,0
10451,1986,23,23,33,23,38,23,23,23,23,23
10452,1986,0,0,0,0,0,10,0,0,0,0
10453,1986,0,0,0,0,0,0,0,0,0,0
10454,1986,10,10,10,10,10,10,10,10,10,10
10455,1986,13,13,13,13,13,13,13,13,13,13
10456,1986,0,0,0,0,0,0,0,0,0,0
10457,1986,0,0,0,0,0,0,0,0,0,0
10458,1986,0,0,0,0,0,0,0,0,0,0
10459,1986,9,9,9,9,9,9,9,9,9,9
10460,1986,10,14,10,10,10,10,10,10,10,10
10461,1986,3,3,3,3,3,3,3,3,3,3
10462,1986,29,29,29,29,29,29,29,29,29,29
10463,1986,42,12,15,45,30,26,8,26,27,29
10464,1986,0,0,0,0,0,0,0,0,0,0
10465,1986,0,0,0,0,0,0,0,0,0,0
10466,1986,0,15,24,18,0,0,0,0,10,14
10467,1986,33,0,0,5,0,17,0,0,8,0
10468,1986,0,0,0,0,0,0,0,0,0,0
10469,1986,8,14,0,0,0,0,5,0,0,0
10470,1986,11,27,29,10,26,16,6,26,19,19
10471,1986,0,0,0,0,0,0,0,0,0,0
10472,1986,0,0,0,0,0,0,0,0,0,0
10473,1986,23,23,23,23,23,23,23,23,23,23
10474,1986,5,5,5,5,5,5,5,5,5,5
10475,1986,2,2,2,32,12,2,21,6,2,18
10476,1986,0,0,0,0,5,0,0,0,7,21
10477,1986,15,15,15,15,15,15,15,15,15,15
10478,1986,18,4,47,2,0,19,5,10,6,6
10479,1986,0,0,0,0,0,0,0,0,0,0
10480,1986,0,0,0,0,0,0,0,0,0,0
10481,1986,16,16,16,16,16,16,16,16,16,16
10482,1986,0,0,0,0,0,0,0,0,0,0
10483,1986,8,0,0,26,0,17,4,30,17,33
10484,1986,1,1,1,1,1,1,1,1,1,1
10485,1986,23,23,23,23,23,23,23,23,23,23
10486,1986,16,16,16,16,16,16,16,16,16,16
10487,1986,21,21,21,21,21,21,21,21,21,21
10488,1986,4,4,4,4,4,4,4,4,4,4
10489,1986,6,6,6,6,6,6,6,6,6,6
10490,1986,0,0,0,0,0,0,0,0,0,0
10491,1986,0,0,0,0,0,0,0,0,0,0
10492,1986,0,0,0,0,0,0,0,0,0,0
10493,1986,9,11,0,24,16,14,37,27,12,11
10494,1986,21,21,21,21,21,21,21,21,21,21
10495,1986,6,6,6,6,6,6,6,6,6,6
10496,1986,19,19,19,19,19,19,19,19,19,19
10497,1986,0,0,0,0,0,0,0,0,0,0
10498,1986,20,20,20,20,20,20,20,20,20,20
10499,1986,1,1,1,1,1,1,1,1,1,1
10500,1986,10,30,18,20,18,16,11,24,13,7
10501,1986,0,0,0,21,11,0,0,0,11,22
10502,1986,0,0,0,0,0,0,0,0,0,0
10503,1986,1,1,1,20,1,1,1,1,13,1
10504,1986,0,0,0,0,0,0,0,0,0,0
10505,1986,14,13,13,14,26,26,8,17,5,16
10506,1986,0,0,0,0,0,0,0,0,0,0
10507,1986,15,15,15,15,15,15,15,15,15,15
10508,1986,0,0,0,0,0,0,0,0,0,0
10509,1986,17,12,25,9,13,11,10,21,11,2
10510,1986,21,21,21,21,21,21,21,21,21,21
10511,1986,0,12,0,0,0,0,0,0,0,0
10512,1986,0,0,0,0,0,0,0,0,0,0
10513,1986,0,0,0,0,0,0,0,0,0,0
10514,1986,6,12,9,16,8,14,8,1,7,3
10515,1986,0,0,0,0,0,0,0,20,0,0
10516,1986,2,0,0,0,0,0,0,0,9,0
10517,1986,0,0,0,0,0,0,0,0,0,0
10518,1986,11,11,11,11,11,11,11,11,11,11
10519,1986,0,0,0,0,12,0,0,6,0,0
10520,1986,29,29,29,29,29,29,29,29,29,29
10521,1986,17,17,17,17,17,17,17,17,17,17
10522,1986,0,0,0,0,0,0,0,0,0,0
10523,1986,38,38,38,38,38,38,38,38,38,38
10524,1986,14,17,14,25,26,22,14,17,14,14
10525,1986,0,0,0,0,0,0,0,0,0,0
10526,1986,0,0,0,0,0,0,0,0,13,0
10527,1986,0,0,0,0,0,0,0,0,0,0
10528,1986,10,10,10,10,10,10,10,10,10,10
10529,1986,0,7,0,0,0,0,21,0,0,0
10530,1986,26,26,26,26,26,26,26,26,26,26
10531,1986,0,0,0,0,0,0,0,0,0,0
10532,1986,0,0,0,0,0,0,0,0,0,0
10533,1986,0,0,0,0,0,0,0,0,0,0
10534,1986,10,10,10,10,10,10,10,10,10,10
10535,1986,0,0,0,0,0,0,0,0,0,0
10536,1986,39,39,39,39,39,39,39,39,39,39
10537,1986,0,0,0,0,0,0,0,0,0,0
10538,1986,16,16,16,16,16,16,16,16,16,16
10539,1986,30,30,30,30,30,30,30,30,30,30
10540,1986,0,0,0,0,0,0,0,0,0,0
10541,1986,15,11,11,0,26,21,7,0,20,6
10542,1986,0,0,0,0,0,0,0,0,0,0
10543,1986,30,30,30,30,30,30,30,30,30,30
10544,1986,16,16,16,16,16,16,16,16,16,16
10545,1986,0,0,0,0,0,0,0,0,0,0
10546,1986,0,0,0,0,0,0,0,0,0,0
10547,1986,10,0,17,17,0,12,6,17,10,0
10548,1986,3,3,3,3,3,3,3,3,3,3
10549,1986,13,8,9,16,24,7,15,18,8,15
10550,1986,38,38,38,38,38,38,38,38,38,38
