ST_CASE,VEH_NO,PER_NO,YEAR,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10
10039,1,1,1986,0,0,0,0,0,0,0,0,0,0
10040,0,1,1986,0,0,0,0,0,0,0,0,0,0
10040,1,1,1986,0,0,0,0,0,0,0,0,0,0
10041,1,1,1986,0,0,0,0,0,0,0,0,0,0
10042,1,1,1986,23,23,23,23,23,23,23,23,23,23
10043,1,1,1986,0,0,0,0,22,0,0,0,0,0
10043,2,1,1986,0,0,0,0,0,0,0,0,0,0
10044,0,1,1986,0,0,0,0,0,0,0,0,0,0
10044,1,1,1986,0,0,0,0,0,0,0,0,0,0
10045,1,1,1986,4,53,15,10,27,33,18,22,0,8
10045,2,1,1986,0,0,0,0,0,0,0,0,0,0
10046,1,1,1986,0,0,0,0,0,0,0,0,0,0
10046,2,1,1986,0,0,0,0,0,0,0,0,0,0
10046,3,1,1986,0,0,0,0,0,0,0,0,0,0
10047,1,1,1986,2,2,2,2,2,2,2,2,2,2
10048,1,1,1986,0,0,0,0,0,0,0,0,0,0
10048,2,1,1986,0,0,0,0,0,0,0,0,0,0
10049,1,1,1986,0,0,0,0,0,0,0,0,0,0
10050,0,1,1986,36,36,36,36,36,36,36,36,36,36
10050,1,1,1986,0,0,0,0,0,0,0,0,0,0
10051,1,1,1986,21,37,36,6,6,3,13,19,25,21
10052,1,1,1986,0,0,0,0,3,0,0,0,0,0
10053,0,1,1986,0,0,0,0,17,0,0,0,9,13
10053,1,1,1986,16,29,16,22,16,31,6,6,0,12
10054,1,1,1986,0,0,0,0,0,0,0,0,0,0
10055,1,1,1986,13,0,0,0,0,0,0,0,13,0
10056,1,1,1986,2,2,2,2,2,2,2,2,2,2
10056,2,1,1986,0,0,0,9,0,0,12,0,0,0
10057,1,1,1986,21,21,21,21,21,21,21,21,21,21
10058,0,1,1986,31,31,31,31,31,31,31,31,31,31
10058,1,1,1986,0,0,0,0,0,0,0,0,0,0
10059,1,1,1986,17,17,17,17,17,17,17,17,17,17
10060,1,1,1986,33,20,19,19,0,17,8,0,0,0
10061,0,1,1986,0,0,0,0,0,0,0,0,0,0
10061,1,1,1986,0,11,22,13,0,0,0,0,0,13
10062,1,1,1986,0,0,0,0,0,0,0,0,0,0
10063,1,1,1986,0,0,0,0,0,0,0,0,0,0
10064,1,1,1986,26,11,13,27,16,0,20,0,26,20
10065,0,1,1986,0,0,0,0,0,0,0,0,0,0
10065,1,1,1986,0,0,0,0,0,0,0,0,0,0
10066,1,1,1986,0,0,0,0,0,0,0,0,0,0
10066,2,1,1986,0,0,0,0,0,0,0,0,0,0
10067,1,1,1986,0,0,0,0,0,0,0,0,0,0
10067,2,1,1986,0,0,0,0,0,0,0,0,0,0
10068,1,1,1986,7,13,13,0,10,10,8,6,7,5
10069,0,1,1986,0,0,0,0,0,0,0,0,0,0
10069,1,1,1986,7,7,7,7,7,7,7,7,7,7
10070,1,1,1986,18,16,0,16,0,0,7,8,0,0
10071,1,1,1986,0,0,0,0,0,0,0,0,0,0
10071,2,1,1986,26,26,26,26,26,26,26,26,26,26
10072,1,1,1986,0,0,0,0,0,0,0,0,0,0
10072,2,1,1986,0,0,0,0,0,0,0,0,0,0
10073,1,1,1986,0,0,0,0,0,0,0,0,0,0
10073,2,1,1986,0,0,0,0,0,0,0,0,0,0
10074,1,1,1986,0,0,0,0,0,0,0,0,0,0
10074,2,1,1986,0,0,0,0,0,0,0,30,0,0
10075,1,1,1986,32,32,32,32,32,32,32,32,32,32
10076,1,1,1986,0,0,0,0,0,0,0,0,0,0
10077,1,1,1986,0,0,0,0,0,0,0,0,0,0
10077,2,1,1986,0,0,0,0,0,0,0,0,0,0
10078,0,1,1986,22,22,22,22,22,22,22,22,22,22
10078,1,1,1986,0,0,0,0,0,0,0,0,0,0
10079,1,1,1986,27,27,27,27,27,27,27,27,27,27
10080,1,1,1986,9,13,3,22,0,17,23,0,0,24
10081,1,1,1986,9,9,9,9,9,9,9,9,9,9
10082,1,1,1986,11,11,11,11,11,11,11,11,11,11
10083,1,1,1986,23,15,34,22,14,22,16,50,26,41
10084,1,1,1986,0,0,0,0,0,0,0,0,0,0
10084,2,1,1986,25,25,25,25,25,25,25,25,25,25
10085,1,1,1986,0,0,0,0,0,0,0,0,0,0
10086,1,1,1986,7,7,7,7,7,7,7,7,7,7
10087,1,1,1986,0,7,0,0,0,0,0,0,0,0
10087,2,1,1986,0,0,0,0,0,0,0,0,0,0
10088,1,1,1986,18,18,18,18,18,18,18,18,18,18
10088,2,1,1986,5,0,0,0,0,0,0,0,0,0
10089,1,1,1986,0,0,0,0,29,0,0,9,0,0
10090,1,1,1986,17,17,17,17,17,17,17,17,17,17
10091,1,1,1986,0,0,0,0,0,0,0,0,0,0
10091,2,1,1986,0,0,0,0,0,0,0,0,0,0
10092,0,1,1986,0,0,0,0,12,0,0,0,0,0
10092,0,2,1986,0,0,0,0,0,0,0,0,0,0
10092,1,1,1986,0,0,0,16,0,0,0,0,0,0
10093,1,1,1986,19,19,19,19,19,19,19,19,19,19
10094,1,1,1986,19,19,19,19,19,19,19,19,19,19
10095,1,1,1986,0,0,0,0,0,0,0,0,0,0
10096,0,1,1986,36,36,36,36,36,36,36,36,36,36
10096,1,1,1986,0,0,0,0,0,0,0,0,0,0
10097,1,1,1986,21,21,21,21,21,21,21,21,21,21
10098,1,1,1986,0,0,0,0,0,0,0,0,0,0
10098,2,1,1986,0,0,0,9,0,0,0,0,0,0
10099,1,1,1986,0,0,0,0,0,0,0,0,0,0
10099,2,1,1986,0,0,0,0,0,0,0,0,0,0
10099,3,1,1986,0,0,0,0,0,0,0,0,0,0
10099,4,1,1986,0,0,0,0,0,0,0,0,0,0
10100,0,1,1986,20,20,20,20,20,20,20,20,20,20
10100,1,1,1986,28,0,0,0,0,0,0,0,0,0
10101,1,1,1986,0,8,0,0,0,0,0,0,0,0
10102,1,1,1986,27,27,27,27,27,27,27,27,27,27
10103,1,1,1986,0,0,7,0,0,0,0,2,0,0
10103,2,1,1986,0,0,0,0,0,0,0,0,0,0
10104,1,1,1986,17,17,17,17,17,17,17,17,17,17
10105,1,1,1986,0,0,0,0,0,0,0,0,0,0
10105,2,1,1986,24,0,0,0,0,0,0,0,0,0
10106,1,1,1986,0,9,0,0,0,0,3,0,0,0
10106,2,1,1986,0,0,0,0,0,0,0,0,0,0
10107,0,1,1986,30,30,30,30,30,30,30,30,30,30
10107,1,1,1986,14,19,23,24,7,14,8,11,12,21
10108,1,1,1986,0,0,0,0,0,0,0,0,0,0
10108,2,1,1986,0,0,0,0,0,0,0,0,0,0
10109,1,1,1986,21,22,16,17,26,14,26,16,0,33
10110,1,1,1986,0,0,0,9,0,0,0,0,0,0
10111,1,1,1986,31,31,31,31,31,31,31,31,31,31
10112,0,1,1986,0,0,0,0,0,0,0,0,0,0
10112,1,1,1986,0,0,0,0,0,0,0,0,0,0
10113,1,1,1986,0,0,0,0,0,0,0,0,0,0
10113,2,1,1986,0,0,0,0,0,0,0,0,0,0
10114,1,1,1986,19,21,28,0,16,16,21,11,31,0
10114,2,1,1986,0,0,0,0,0,0,0,0,0,0
10115,0,1,1986,0,0,0,0,0,0,0,0,0,0
10115,1,1,1986,0,0,0,0,0,0,0,0,0,0
10116,1,1,1986,0,0,0,0,0,0,0,0,0,0
10116,2,1,1986,0,0,0,0,0,0,0,0,0,0
10117,1,1,1986,18,18,18,18,18,18,18,18,18,18
10118,1,1,1986,0,0,0,10,0,0,0,0,0,0
10118,2,1,1986,0,0,0,9,0,0,0,0,0,0
10119,1,1,1986,9,9,9,9,9,9,9,9,9,9
10120,1,1,1986,0,0,0,0,0,0,0,0,0,0
10120,2,1,1986,0,0,0,0,0,5,0,0,0,0
10121,1,1,1986,0,0,0,0,0,0,0,0,0,0
10121,2,1,1986,0,0,0,0,0,0,0,0,0,0
10122,1,1,1986,0,10,0,0,0,0,0,0,0,0
10122,2,1,1986,0,0,0,0,0,0,0,0,0,0
10123,0,1,1986,0,15,12,0,5,0,0,0,0,0
10123,0,2,1986,0,0,0,0,0,0,0,0,0,0
10123,1,1,1986,10,10,0,0,0,0,0,0,0,0
10124,1,1,1986,8,28,16,13,22,21,17,1,19,13
10125,1,1,1986,0,0,0,0,0,0,0,0,0,0
10125,2,1,1986,0,0,0,0,0,0,0,0,0,0
10125,3,1,1986,0,0,0,15,0,0,0,0,0,11
10126,1,1,1986,0,22,23,0,23,28,0,0,31,31
10127,1,1,1986,0,0,0,0,0,0,0,0,0,0
10127,2,1,1986,12,12,12,12,12,12,12,12,12,12
10128,1,1,1986,0,0,0,0,0,0,0,0,0,0
10128,2,1,1986,6,6,6,6,6,6,6,6,6,6
10129,1,1,1986,14,14,14,14,14,14,14,14,14,14
10130,1,1,1986,22,22,22,22,22,22,22,22,22,22
10131,1,1,1986,0,0,0,0,0,0,0,0,0,0
10131,2,1,1986,15,15,15,15,15,15,15,15,15,15
10132,1,1,1986,19,19,19,19,19,19,19,19,19,19
10133,1,1,1986,0,15,0,0,0,0,0,0,0,0
10133,2,1,1986,0,0,0,0,0,0,0,0,0,0
10134,1,1,1986,23,23,23,23,23,23,23,23,23,23
10134,2,1,1986,0,0,0,0,0,0,0,20,0,0
10136,1,1,1986,20,20,20,20,20,20,20,20,20,20
10137,0,1,1986,13,13,13,13,13,13,13,13,13,13
10137,1,1,1986,0,8,0,0,0,6,0,0,0,0
10138,1,1,1986,22,21,14,45,22,17,16,19,7,23
10139,1,1,1986,26,3,0,0,0,0,0,0,0,0
10140,1,1,1986,14,0,12,15,13,20,6,9,15,17
10140,2,1,1986,0,7,0,0,0,0,0,0,0,0
10141,1,1,1986,0,0,0,0,0,0,0,0,0,0
10141,2,1,1986,8,0,0,0,0,0,0,16,0,15
10142,1,1,1986,0,0,0,0,0,0,0,0,0,0
10142,2,1,1986,17,3,3,17,4,10,0,8,6,3
10143,1,1,1986,0,0,0,0,0,16,0,0,0,0
10144,1,1,1986,0,26,0,12,6,0,0,0,0,8
10144,2,1,1986,0,0,0,0,0,0,0,0,0,0
10145,1,1,1986,12,12,12,12,12,12,12,12,12,12
10145,2,1,1986,0,0,0,0,0,0,0,0,0,0
10146,1,1,1986,0,0,0,0,0,0,0,0,0,0
10146,2,1,1986,0,0,0,0,0,0,0,0,0,0
10147,0,1,1986,20,17,0,17,7,18,14,0,16,3
10147,1,1,1986,18,18,18,18,18,18,18,18,18,18
10148,1,1,1986,0,0,0,0,0,0,0,0,0,0
10149,1,1,1986,0,0,0,0,0,0,0,0,0,0
10149,2,1,1986,25,0,0,0,12,17,0,9,0,0
10150,1,1,1986,0,0,0,0,0,0,0,0,0,0
10150,2,1,1986,19,19,19,19,19,19,19,19,19,19
10151,1,1,1986,16,0,0,0,0,0,0,0,0,0
10151,2,1,1986,0,0,0,0,0,0,0,0,0,0
10152,1,1,1986,14,14,14,14,14,14,14,14,14,14
10153,1,1,1986,0,0,0,0,0,0,0,0,0,0
10154,1,1,1986,34,0,28,16,18,22,14,0,21,23
10155,1,1,1986,0,0,0,0,0,0,0,0,0,0
10155,2,1,1986,0,0,0,0,0,0,0,0,0,0
10156,1,1,1986,0,0,0,0,0,0,5,0,0,0
10157,1,1,1986,0,0,0,0,0,13,0,0,0,0
10157,2,1,1986,0,0,0,0,0,0,0,0,0,0
10158,1,1,1986,3,3,3,3,3,3,3,3,3,3
10159,1,1,1986,0,0,0,0,0,0,0,0,0,0
10160,1,1,1986,0,0,0,0,0,0,0,0,0,0
10161,1,1,1986,29,29,29,29,29,29,29,29,29,29
10162,1,1,1986,0,0,0,0,13,0,9,0,16,0
10163,0,1,1986,0,0,0,0,0,0,0,0,0,0
10163,1,1,1986,0,19,0,0,0,21,0,0,0,12
10164,1,1,1986,17,17,17,17,17,17,17,17,17,17
10165,1,1,1986,12,12,12,12,12,12,12,12,12,12
10166,1,1,1986,0,0,0,0,0,0,0,0,9,12
10166,2,1,1986,12,12,12,12,12,12,12,12,12,12
10167,0,1,1986,0,0,0,0,0,0,0,0,0,0
10167,0,2,1986,0,0,0,0,0,0,0,0,0,0
10167,1,1,1986,0,0,0,0,0,16,0,0,0,0
10168,1,1,1986,9,29,0,0,0,3,11,0,0,0
10169,1,1,1986,0,0,0,0,0,0,0,0,0,0
10169,2,1,1986,0,0,0,0,0,16,0,0,0,0
10170,1,1,1986,0,0,5,0,0,24,0,6,9,0
10171,1,1,1986,0,0,0,11,10,0,8,0,0,0
10171,2,1,1986,0,0,0,0,0,10,0,0,0,0
10172,1,1,1986,0,0,0,0,0,0,0,0,0,0
10172,2,1,1986,0,0,0,0,0,0,0,0,0,0
10173,0,1,1986,30,17,0,0,24,0,0,0,36,14
10173,1,1,1986,25,17,31,0,0,17,0,0,29,6
10174,1,1,1986,0,0,0,0,0,0,0,0,0,0
10174,2,1,1986,0,0,0,0,0,0,0,0,0,0
10175,0,1,1986,18,18,18,18,18,18,18,18,18,18
10175,1,1,1986,11,0,0,0,0,0,10,0,3,0
10176,0,1,1986,0,0,0,25,0,0,0,0,0,0
10176,1,1,1986,0,0,0,0,0,0,0,0,0,0
10177,1,1,1986,0,0,0,0,0,0,0,0,0,0
10178,1,1,1986,33,19,15,16,17,8,17,20,20,16
10178,2,1,1986,0,0,0,0,0,0,0,0,0,0
10179,1,1,1986,10,10,10,10,10,10,10,10,10,10
10179,2,1,1986,0,0,0,0,0,0,0,0,0,0
10180,1,1,1986,16,16,16,16,16,16,16,16,16,16
10180,2,1,1986,0,0,0,0,0,0,0,0,0,0
10181,1,1,1986,0,0,0,0,8,0,0,0,0,0
10181,2,1,1986,15,15,15,15,15,15,15,15,15,15
10182,1,1,1986,0,12,0,7,0,13,0,10,11,0
10183,1,1,1986,0,0,0,0,0,0,0,0,0,0
10183,2,1,1986,0,0,0,12,0,0,0,0,0,0
10183,3,1,1986,0,0,0,0,0,0,0,0,0,0
10184,1,1,1986,0,0,0,0,0,0,0,0,0,0
10185,1,1,1986,0,0,0,0,0,0,0,0,5,4
10186,0,1,1986,13,13,13,13,13,13,13,13,13,13
10186,1,1,1986,0,0,0,0,0,0,0,0,0,0
10187,1,1,1986,0,0,0,0,0,0,9,0,0,0
10187,2,1,1986,0,0,0,0,0,0,0,0,0,0
10188,1,1,1986,26,26,26,26,26,26,26,26,26,26
10189,1,1,1986,0,0,0,0,0,0,0,0,0,0
10189,2,1,1986,0,0,0,0,0,0,0,0,0,0
10190,1,1,1986,0,0,0,0,0,0,0,0,0,0
10190,2,1,1986,0,0,0,0,0,0,0,0,5,0
10191,1,1,1986,0,0,0,0,0,0,0,0,0,0
10192,0,1,1986,22,22,22,22,22,22,22,22,22,22
10192,1,1,1986,0,0,0,0,0,0,0,0,0,0
10193,1,1,1986,0,0,0,0,0,8,0,0,0,0
10193,2,1,1986,3,0,0,4,0,20,0,0,0,0
10194,1,1,1986,0,0,0,0,0,0,0,0,0,0
10194,2,1,1986,0,0,0,0,0,0,0,0,0,0
10195,0,1,1986,0,0,0,0,0,0,0,0,0,0
10195,1,1,1986,16,16,16,16,16,16,16,16,16,16
10196,1,1,1986,10,10,10,10,10,10,10,10,10,10
10196,2,1,1986,17,17,17,17,17,17,17,17,17,17
10199,0,1,1986,0,0,0,0,0,0,0,0,0,0
10200,0,1,1986,0,0,0,0,0,0,0,0,0,0
10200,1,1,1986,9,0,0,0,0,0,0,0,0,0
10201,1,1,1986,0,0,0,0,0,0,0,0,0,0
10202,1,1,1986,0,0,0,0,0,0,0,0,0,0
10203,1,1,1986,8,8,8,8,8,8,8,8,8,8
10204,1,1,1986,10,22,21,19,14,26,31,21,44,25
10205,1,1,1986,0,0,0,0,0,0,0,0,0,0
10205,2,1,1986,0,0,0,0,0,0,0,0,0,0
10206,1,1,1986,16,16,16,16,16,16,16,16,16,16
10207,1,1,1986,0,0,0,0,0,0,31,0,0,10
10207,2,1,1986,0,0,10,19,0,0,0,0,17,0
10207,3,1,1986,0,0,0,0,0,0,0,0,0,0
10208,1,1,1986,0,0,0,0,0,0,0,0,0,0
10208,2,1,1986,0,0,0,0,0,0,0,0,0,0
10209,1,1,1986,0,0,0,0,0,0,0,0,0,0
10209,2,1,1986,0,0,0,0,0,6,20,0,0,0
10210,1,1,1986,0,0,0,0,0,0,0,0,0,0
10210,2,1,1986,0,0,0,0,0,0,0,0,0,0
10211,1,1,1986,23,23,23,23,23,23,23,23,23,23
10212,0,1,1986,28,28,28,28,28,28,28,28,28,28
10212,0,2,1986,16,7,7,35,11,44,0,0,0,14
10212,1,1,1986,21,0,21,0,0,8,12,0,0,0
10213,1,1,1986,0,0,0,0,0,0,0,0,0,0
10214,1,1,1986,23,17,25,19,5,33,28,15,22,16
10215,1,1,1986,0,0,0,0,0,11,0,0,0,0
10216,1,1,1986,0,0,0,0,0,0,0,0,0,0
10216,2,1,1986,0,0,0,0,0,0,0,0,0,0
10217,1,1,1986,0,0,0,5,23,0,0,0,0,0
10218,1,1,1986,0,0,0,0,0,0,0,0,0,0
10219,1,1,1986,21,21,21,21,21,21,21,21,21,21
10220,1,1,1986,0,0,0,0,0,0,0,0,0,0
10221,1,1,1986,7,0,0,0,0,0,0,0,0,0
10221,2,1,1986,0,0,0,0,0,0,0,0,0,0
10222,1,1,1986,17,17,17,17,17,17,17,17,17,17
10223,1,1,1986,0,0,0,0,0,0,0,0,0,0
10224,1,1,1986,0,0,0,0,0,0,0,0,0,0
10224,2,1,1986,0,0,0,0,0,0,0,0,0,0
10225,1,1,1986,12,12,12,12,12,12,12,12,12,12
10226,1,1,1986,0,0,0,0,0,6,0,0,0,0
10226,2,1,1986,0,0,0,4,0,0,0,0,0,0
10227,1,1,1986,0,0,0,17,13,11,10,16,34,33
10228,1,1,1986,0,0,0,0,0,0,0,0,0,0
10229,1,1,1986,16,16,16,16,16,16,16,16,16,16
10229,2,1,1986,12,0,0,0,15,0,29,0,0,25
10230,1,1,1986,0,0,0,15,0,0,0,0,0,0
10230,2,1,1986,43,43,43,43,43,43,43,43,43,43
10231,1,1,1986,14,7,10,38,17,0,0,4,11,0
10232,1,1,1986,7,0,0,0,30,0,0,0,0,0
10233,1,1,1986,13,13,13,13,13,13,13,13,13,13
10234,1,1,1986,0,12,0,0,0,0,0,0,0,0
10235,1,1,1986,14,14,14,14,14,14,14,14,14,14
10236,1,1,1986,0,0,0,0,0,0,0,0,0,0
10236,2,1,1986,0,0,0,0,0,0,0,0,0,0
10236,3,1,1986,0,0,0,0,0,0,0,0,0,0
10237,1,1,1986,9,9,9,9,9,9,9,9,9,9
10238,1,1,1986,19,19,19,19,19,19,19,19,19,19
10241,1,1,1986,30,30,30,30,30,30,30,30,30,30
10241,2,1,1986,0,0,0,0,7,0,0,0,0,0
10241,3,1,1986,0,0,0,0,0,0,0,0,0,0
10242,1,1,1986,25,7,11,20,32,0,12,0,11,11
10243,1,1,1986,0,11,0,0,0,0,0,0,18,0
10245,1,1,1986,0,11,0,0,0,0,0,13,0,0
10245,2,1,1986,0,0,0,0,0,0,0,0,0,0
10246,1,1,1986,33,33,33,33,33,33,33,33,33,33
10247,1,1,1986,8,8,8,8,8,8,8,8,8,8
10248,1,1,1986,16,16,16,16,16,16,16,16,16,16
10249,1,1,1986,0,0,0,0,0,0,0,0,0,0
10249,2,1,1986,10,0,0,0,0,0,0,0,0,0
10250,0,1,1986,0,0,0,0,0,0,0,0,0,0
10250,1,1,1986,9,9,9,9,9,9,9,9,9,9
10250,2,1,1986,0,0,0,0,0,0,0,0,0,0
10252,1,1,1986,16,16,16,16,16,16,16,16,16,16
10252,2,1,1986,0,0,0,0,0,0,0,0,0,0
10253,1,1,1986,0,15,0,0,0,14,0,0,0,0
10254,0,1,1986,34,34,34,34,34,34,34,34,34,34
10254,1,1,1986,0,0,0,0,0,0,0,0,0,0
10255,1,1,1986,6,21,15,27,13,16,11,12,0,6
10256,1,1,1986,20,20,20,20,20,20,20,20,20,20
10257,1,1,1986,0,0,0,0,11,0,0,0,0,0
10257,2,1,1986,0,0,0,0,0,0,0,0,0,0
10258,1,1,1986,0,0,0,0,0,0,0,0,0,0
10259,1,1,1986,0,0,0,0,0,0,0,0,0,0
10259,2,1,1986,0,18,0,0,0,0,0,0,0,0
10260,1,1,1986,23,22,17,10,14,9,23,23,27,25
10262,1,1,1986,17,22,0,20,13,13,19,0,14,0
10263,1,1,1986,9,9,9,9,9,9,9,9,9,9
10264,1,1,1986,0,0,0,0,0,0,0,0,0,0
10265,1,1,1986,12,12,12,12,12,12,12,12,12,12
10266,1,1,1986,0,0,0,0,0,0,0,0,0,0
10267,1,1,1986,0,0,0,0,0,0,0,0,0,0
10268,0,1,1986,23,23,23,23,23,23,23,23,23,23
10268,1,1,1986,0,0,0,0,0,0,0,0,0,0
10269,1,1,1986,12,25,12,10,22,24,11,17,14,42
10270,1,1,1986,16,16,16,16,16,16,16,16,16,16
10271,1,1,1986,0,3,0,0,0,0,0,0,0,8
10272,0,1,1986,0,0,0,0,0,0,0,0,0,0
10272,1,1,1986,0,0,0,0,0,0,0,0,0,9
10273,1,1,1986,0,9,0,0,14,0,0,0,0,0
10273,2,1,1986,0,0,0,0,0,0,0,0,0,0
10274,1,1,1986,0,0,0,0,15,0,0,7,0,0
10274,2,1,1986,0,2,0,0,19,0,20,0,0,12
10275,1,1,1986,5,21,20,4,17,16,30,32,17,0
10276,1,1,1986,16,16,16,16,16,16,16,16,16,16
10279,1,1,1986,13,13,13,13,13,13,13,13,13,13
10279,2,1,1986,0,0,0,0,0,0,0,0,0,0
10280,1,1,1986,0,11,22,0,0,15,26,11,18,0
10281,1,1,1986,0,0,0,0,0,0,0,0,0,0
10281,2,1,1986,0,0,0,0,0,0,0,0,0,0
10282,1,1,1986,4,4,4,4,4,4,4,4,4,4
10283,1,1,1986,22,19,23,21,20,2,7,0,13,0
10284,1,1,1986,25,25,25,25,25,25,25,25,25,25
10285,1,1,1986,12,12,12,12,12,12,12,12,12,12
10286,1,1,1986,18,18,18,18,18,18,18,18,18,18
10286,2,1,1986,15,15,15,15,15,15,15,15,15,15
10287,1,1,1986,22,19,24,15,12,0,16,13,0,0
10288,1,1,1986,24,24,24,24,24,24,24,24,24,24
10288,2,1,1986,0,0,0,0,0,0,0,0,0,0
10288,3,1,1986,10,0,0,9,0,0,11,0,0,0
10288,4,1,1986,0,0,0,0,0,0,0,0,3,0
10289,1,1,1986,0,0,5,0,0,0,0,0,0,0
10289,2,1,1986,0,0,0,0,0,0,4,0,0,0
10290,1,1,1986,0,0,0,0,0,0,0,0,0,0
10290,2,1,1986,0,0,0,0,0,0,0,0,0,0
10291,1,1,1986,0,0,0,0,0,0,0,0,0,0
10291,2,1,1986,0,0,0,0,0,0,0,0,0,0
10292,1,1,1986,14,14,14,14,14,14,14,14,14,14
10293,1,1,1986,0,0,0,0,0,0,5,0,0,0
10293,2,1,1986,0,0,0,0,0,0,0,0,0,0
10294,0,1,1986,1,1,1,1,1,1,1,1,1,1
10294,1,1,1986,6,9,0,18,11,0,0,0,0,0
10295,0,1,1986,0,0,0,0,0,0,0,0,0,0
10295,1,1,1986,0,0,0,0,0,0,0,0,0,0
10296,1,1,1986,13,13,13,13,13,13,13,13,13,13
10297,1,1,1986,13,13,13,13,13,13,13,13,13,13
10297,2,1,1986,8,13,0,13,0,11,3,4,10,19
10298,1,1,1986,0,0,0,0,0,0,0,19,0,0
10298,2,1,1986,15,15,15,15,15,15,15,15,15,15
10299,1,1,1986,0,0,0,0,0,0,0,0,0,0
10300,0,1,1986,17,17,17,17,17,17,17,17,17,17
10300,1,1,1986,0,0,28,0,0,0,0,0,16,0
10301,1,1,1986,21,21,21,21,21,21,21,21,21,21
10302,1,1,1986,0,0,0,0,0,0,0,0,0,0
10302,2,1,1986,23,0,13,12,5,0,17,16,6,11
10303,1,1,1986,21,21,21,21,21,21,21,21,21,21
10304,1,1,1986,0,0,0,30,0,25,0,0,0,0
10305,1,1,1986,5,24,17,26,16,4,22,12,15,19
10306,1,1,1986,17,17,17,17,17,17,17,17,17,17
10307,1,1,1986,0,0,0,0,0,0,0,0,0,0
10307,2,1,1986,0,0,0,0,0,0,0,0,0,0
10308,1,1,1986,0,0,0,0,0,0,0,0,0,0
10309,1,1,1986,0,0,0,0,0,0,0,0,0,0
