ST_CASE,VEH_NO,PER_NO,YEAR,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10
10048,2,1,1982,0,0,0,0,0,0,0,0,0,15
10049,1,1,1982,5,34,0,0,14,23,19,22,19,16
10050,1,1,1982,16,0,0,0,28,0,11,0,0,0
10051,1,1,1982,0,0,14,12,8,0,7,39,0,0
10052,1,1,1982,6,0,23,36,21,15,21,0,9,9
10052,2,1,1982,0,0,0,0,0,0,0,0,0,0
10052,3,1,1982,0,0,0,0,0,0,0,0,0,0
10053,1,1,1982,0,0,0,0,0,0,0,0,0,0
10053,2,1,1982,0,0,0,0,0,0,0,0,0,0
10054,1,1,1982,27,12,10,22,11,7,15,12,9,6
10055,1,1,1982,0,0,0,0,0,0,0,0,0,0
10055,2,1,1982,26,0,9,0,0,0,0,0,10,15
10056,0,1,1982,9,27,19,34,0,0,25,23,0,16
10056,1,1,1982,0,0,0,0,0,0,0,0,0,0
10056,2,1,1982,0,0,0,0,0,0,0,0,0,0
10057,1,1,1982,0,0,0,0,0,0,0,0,0,0
10057,2,1,1982,0,0,0,0,0,0,0,9,0,0
10058,1,1,1982,19,23,16,22,16,18,7,10,15,8
10059,0,1,1982,9,20,26,0,0,22,25,22,0,16
10059,1,1,1982,0,0,0,0,0,0,0,0,0,0
10060,0,1,1982,0,0,0,0,0,0,0,0,0,0
10061,1,1,1982,0,0,0,0,0,0,0,0,0,0
10062,1,1,1982,0,0,0,11,0,0,0,0,0,0
10062,2,1,1982,0,0,17,0,0,13,0,0,14,0
10063,0,1,1982,0,0,6,12,27,0,0,13,0,0
10063,1,1,1982,2,17,22,33,11,8,22,14,30,13
10064,0,1,1982,13,23,12,25,27,16,44,15,10,34
10064,1,1,1982,0,0,0,0,0,0,0,0,0,0
10065,1,1,1982,9,0,0,2,0,15,0,16,0,18
10065,2,1,1982,0,0,11,0,0,0,0,0,9,0
10066,1,1,1982,31,15,26,20,29,13,21,19,15,28
10067,1,1,1982,12,10,22,27,14,7,0,0,27,18
10068,1,1,1982,30,27,21,8,25,0,0,21,8,26
10069,1,1,1982,0,0,0,0,0,0,0,0,0,0
10069,2,1,1982,0,18,30,0,24,0,15,0,0,13
10070,1,1,1982,8,0,18,0,0,0,0,0,0,0
10070,2,1,1982,0,0,0,14,0,0,0,0,0,0
10071,1,1,1982,0,0,0,0,0,0,0,0,0,0
10071,2,1,1982,10,0,0,0,0,0,0,0,0,11
10072,1,1,1982,0,15,7,25,0,0,0,0,0,0
10073,1,1,1982,11,0,0,12,22,10,0,34,29,0
10074,1,1,1982,11,28,16,27,17,25,16,12,25,13
10074,2,1,1982,22,23,0,8,13,0,0,34,19,0
10075,1,1,1982,0,0,0,0,0,12,0,0,0,0
10075,2,1,1982,0,0,0,0,0,0,0,0,0,0
10076,0,1,1982,17,29,9,34,0,18,32,0,22,14
10076,1,1,1982,0,0,6,8,8,28,10,0,12,0
10077,1,1,1982,0,15,16,26,16,12,12,25,30,15
10078,1,1,1982,0,0,0,0,0,0,0,0,0,0
10078,2,1,1982,0,0,0,0,0,0,0,25,0,0
10079,1,1,1982,0,0,0,0,6,0,0,0,0,0
10080,0,1,1982,0,0,0,28,0,0,0,0,0,0
10080,1,1,1982,0,0,0,0,0,0,0,0,0,0
10081,1,1,1982,5,12,15,22,20,21,16,0,12,26
10082,1,1,1982,27,14,8,0,16,0,14,16,0,9
10083,1,1,1982,29,18,26,12,9,0,12,15,28,26
10084,1,1,1982,12,10,17,15,22,18,7,20,25,31
10085,1,1,1982,0,0,17,0,0,0,0,0,0,0
10086,1,1,1982,6,0,0,0,0,0,0,0,0,0
10087,1,1,1982,16,38,7,14,0,15,6,0,0,8
10088,1,1,1982,22,22,14,11,19,21,28,21,22,14
10089,1,1,1982,0,0,0,0,0,0,0,0,12,0
10089,2,1,1982,0,0,0,0,0,0,0,0,0,0
10090,1,1,1982,0,0,0,3,0,0,0,0,21,0
10090,2,1,1982,0,0,0,0,6,0,0,0,0,0
10091,0,1,1982,30,10,18,17,19,33,23,18,16,14
10091,1,1,1982,0,0,0,0,0,20,0,0,0,0
10093,1,1,1982,0,14,0,0,0,0,0,0,0,6
10094,1,1,1982,14,25,31,15,12,0,26,28,28,32
10095,1,1,1982,0,0,0,0,0,0,0,0,0,0
10095,2,1,1982,0,0,0,10,0,0,0,0,0,0
10096,0,1,1982,23,0,0,0,0,0,0,0,0,0
10096,1,1,1982,0,19,0,0,0,14,24,0,0,22
10097,0,1,1982,27,12,7,0,20,11,36,27,25,22
10097,1,1,1982,0,0,0,0,0,0,0,0,0,0
10097,2,1,1982,0,0,0,0,9,0,16,0,4,13
10098,1,1,1982,0,0,0,0,0,5,0,0,0,0
10098,2,1,1982,0,0,0,0,0,0,0,0,0,0
10099,1,1,1982,7,27,16,26,33,12,11,29,20,0
10100,1,1,1982,26,12,0,10,0,24,18,21,21,11
10101,1,1,1982,7,0,0,0,0,0,7,0,16,0
10101,2,1,1982,5,5,5,5,5,5,5,5,5,5
10102,1,1,1982,15,0,27,15,16,0,21,13,0,11
10103,1,1,1982,14,13,20,9,17,19,0,0,37,18
10104,1,1,1982,16,0,19,17,0,0,0,17,29,0
10104,2,1,1982,11,0,9,0,0,0,0,0,0,15
10105,1,1,1982,8,9,6,0,20,18,18,39,22,4
10105,2,1,1982,16,0,18,0,0,0,0,12,29,0
10106,1,1,1982,23,22,19,0,25,0,20,21,17,20
10107,0,1,1982,0,0,0,0,0,0,0,0,0,0
10107,1,1,1982,14,0,0,0,0,0,0,0,14,0
10108,1,1,1982,19,0,10,26,0,34,8,0,6,22
10108,2,1,1982,14,0,0,13,17,27,0,0,24,0
10109,1,1,1982,26,0,16,0,0,0,0,0,0,0
10110,1,1,1982,9,23,2,15,6,12,19,18,16,0
10110,2,1,1982,0,0,0,0,0,18,0,0,12,0
10111,1,1,1982,29,29,29,29,29,29,29,29,29,29
10111,2,1,1982,5,0,0,7,8,21,0,8,0,0
10112,1,1,1982,45,13,35,16,22,26,26,0,16,23
10113,0,1,1982,0,0,0,0,0,0,0,0,0,0
10113,1,1,1982,11,2,22,13,9,12,9,18,15,0
10114,1,1,1982,29,15,4,27,12,20,0,19,15,30
10115,1,1,1982,0,0,0,0,0,0,0,0,0,0
10115,2,1,1982,0,0,0,0,0,0,0,0,0,0
10116,1,1,1982,0,0,0,0,9,15,0,0,23,0
10116,2,1,1982,0,0,0,0,0,0,0,0,0,0
10117,1,1,1982,16,0,16,6,21,13,23,20,22,24
10118,1,1,1982,7,11,17,18,9,8,10,12,13,14
10118,2,1,1982,0,0,0,0,0,0,0,0,0,0
10119,1,1,1982,0,0,0,0,0,0,0,0,0,0
10119,2,1,1982,3,0,0,0,0,0,0,0,0,0
10120,1,1,1982,24,24,24,24,24,24,24,24,24,24
10121,1,1,1982,11,32,21,23,10,13,12,0,22,24
10122,1,1,1982,20,20,20,20,20,20,20,20,20,20
10123,0,1,1982,0,0,0,0,0,0,0,8,0,0
10123,1,1,1982,9,9,9,9,9,9,9,9,9,9
10124,0,1,1982,13,35,13,30,25,20,35,15,16,27
10124,1,1,1982,0,0,0,0,0,0,0,0,0,0
10125,1,1,1982,23,23,23,23,23,23,23,23,23,23
10125,2,1,1982,13,13,13,13,13,13,13,13,13,13
10125,3,1,1982,0,0,0,0,0,0,0,8,0,0
10126,1,1,1982,0,0,0,0,0,0,0,0,0,0
10126,2,1,1982,0,0,0,0,0,0,17,0,0,0
10127,1,1,1982,24,8,6,22,20,26,23,0,22,11
10128,0,1,1982,11,11,11,11,11,11,11,11,11,11
10128,1,1,1982,0,0,0,13,7,16,10,0,0,33
10129,1,1,1982,0,0,0,0,0,0,0,0,0,0
10129,2,1,1982,0,0,0,0,0,0,0,10,37,0
10130,1,1,1982,0,3,23,0,0,13,11,0,0,16
10130,2,1,1982,12,0,0,0,0,0,14,7,0,0
10131,1,1,1982,0,13,11,10,15,13,21,0,10,15
10131,2,1,1982,0,0,0,14,0,0,0,0,16,0
10132,1,1,1982,12,26,29,11,8,13,34,0,15,16
10133,1,1,1982,0,0,0,8,0,0,0,0,0,0
10134,1,1,1982,0,18,17,13,0,0,17,16,0,0
10134,2,1,1982,12,0,0,0,11,8,0,0,4,0
10135,1,1,1982,0,0,0,0,0,0,0,0,0,0
10136,1,1,1982,26,10,9,9,19,18,19,0,21,10
10137,1,1,1982,16,22,9,21,16,26,29,37,27,23
10138,1,1,1982,0,22,0,0,0,14,21,18,0,0
10139,1,1,1982,0,0,0,0,0,0,6,0,0,0
10139,2,1,1982,0,0,0,0,0,0,0,0,0,0
10140,1,1,1982,0,0,0,0,0,0,0,0,0,0
10140,2,1,1982,0,0,0,0,0,0,0,0,0,0
10141,1,1,1982,0,34,25,25,27,27,26,27,16,20
10142,1,1,1982,0,2,0,0,0,0,0,0,0,8
10142,2,1,1982,0,0,0,0,0,0,0,0,0,0
10143,0,1,1982,25,25,25,25,25,25,25,25,25,25
10143,1,1,1982,0,0,0,0,0,0,0,0,6,0
10144,1,1,1982,12,8,22,30,0,0,14,7,15,19
10145,0,1,1982,0,0,9,0,0,0,9,0,0,14
10145,1,1,1982,0,0,0,0,0,0,0,0,0,0
10146,1,1,1982,30,8,24,12,19,14,40,24,10,23
10147,1,1,1982,0,0,0,0,0,0,0,0,0,17
10148,1,1,1982,13,19,34,25,27,18,21,16,13,23
10149,1,1,1982,17,8,26,21,0,25,0,16,11,26
10150,1,1,1982,18,17,18,18,10,29,0,22,25,28
10151,1,1,1982,20,5,0,0,10,0,0,0,0,14
10152,1,1,1982,0,0,0,0,0,0,0,0,0,0
10152,2,1,1982,0,0,0,0,0,0,0,0,0,0
10153,0,1,1982,22,18,27,19,34,0,27,22,16,28
10153,1,1,1982,0,0,0,0,0,0,0,18,0,0
10154,1,1,1982,0,0,0,4,0,0,0,0,0,0
10155,1,1,1982,5,33,25,15,24,18,0,18,0,0
10156,1,1,1982,22,30,7,17,11,20,9,20,6,8
10157,1,1,1982,17,0,0,0,0,0,0,0,0,0
10157,2,1,1982,0,0,0,0,0,0,0,0,0,0
10158,1,1,1982,0,21,0,0,0,0,0,0,19,0
10158,2,1,1982,21,18,9,18,4,0,27,9,20,30
10159,1,1,1982,0,0,0,0,0,0,0,0,0,0
10159,2,1,1982,0,0,0,0,0,0,0,0,0,0
10160,1,1,1982,0,0,0,0,0,0,0,0,0,0
10160,2,1,1982,0,30,0,0,0,0,4,0,0,0
10161,1,1,1982,0,0,0,0,0,0,0,0,0,0
10161,2,1,1982,0,0,15,0,0,0,0,0,0,0
10162,1,1,1982,0,0,0,0,0,0,0,0,0,0
10162,2,1,1982,0,4,0,36,13,26,0,28,10,0
10163,1,1,1982,25,0,20,28,19,10,19,14,0,19
10163,2,1,1982,0,0,0,0,0,0,0,0,0,0
10165,1,1,1982,26,17,20,27,16,9,17,9,20,23
10166,1,1,1982,0,0,0,21,15,0,23,18,27,8
10167,1,1,1982,12,0,0,0,0,0,0,0,0,0
10167,2,1,1982,24,0,27,0,0,0,17,20,0,0
10168,1,1,1982,20,11,0,23,18,9,0,6,0,0
10169,1,1,1982,25,10,25,28,12,32,22,26,28,23
10170,1,1,1982,26,0,40,8,0,0,17,17,28,19
10171,1,1,1982,0,0,0,0,0,0,0,0,0,12
10172,0,1,1982,0,0,15,12,0,0,0,0,0,12
10172,1,1,1982,0,0,0,0,0,0,0,0,0,5
10173,1,1,1982,11,5,21,0,0,12,16,11,16,2
10173,2,1,1982,13,0,0,0,7,9,0,0,0,0
10174,1,1,1982,6,13,19,15,22,10,7,0,21,13
10175,1,1,1982,0,0,0,0,0,12,0,0,0,21
10176,1,1,1982,0,0,0,0,0,0,0,0,0,0
10176,2,1,1982,0,0,0,0,0,0,0,0,0,0
10177,1,1,1982,13,25,28,25,18,11,22,11,22,28
10177,2,1,1982,0,0,0,0,0,0,0,0,0,9
10177,3,1,1982,0,0,0,0,0,0,4,0,0,0
10178,1,1,1982,50,0,0,0,0,0,0,0,0,0
10179,1,1,1982,11,11,11,11,11,11,11,11,11,11
10180,1,1,1982,20,19,6,16,11,25,22,20,26,10
10181,1,1,1982,0,0,0,0,0,0,0,0,0,0
10182,1,1,1982,0,23,20,0,19,0,23,13,0,16
10183,1,1,1982,0,0,0,0,0,0,0,0,0,0
10183,2,1,1982,0,0,0,0,0,0,0,0,0,0
10184,1,1,1982,22,17,12,8,0,23,21,10,26,32
10185,1,1,1982,0,47,0,4,24,0,0,10,14,16
10186,1,1,1982,17,17,17,17,17,17,17,17,17,17
10186,2,1,1982,18,0,13,0,0,0,23,30,0,0
10187,0,1,1982,0,0,0,0,0,0,0,0,0,0
10187,1,1,1982,0,0,0,0,0,0,0,0,0,7
10188,1,1,1982,0,0,23,0,0,0,0,0,0,15
10188,2,1,1982,12,0,0,19,0,12,0,32,0,21
10189,1,1,1982,0,11,0,0,10,0,6,0,4,0
10189,2,1,1982,0,0,0,0,0,0,0,0,0,0
10190,1,1,1982,23,20,4,15,22,1,12,10,9,16
10190,2,1,1982,0,0,0,0,18,0,0,0,0,0
10191,1,1,1982,0,21,21,0,24,0,8,23,0,0
10192,1,1,1982,0,0,0,0,0,0,0,0,0,0
10192,2,1,1982,0,0,0,0,0,0,0,0,0,0
10193,1,1,1982,22,21,0,23,17,5,22,19,20,20
10194,1,1,1982,0,0,0,0,0,0,0,0,0,0
10194,2,1,1982,0,0,20,0,0,0,0,0,0,0
10195,1,1,1982,19,10,8,14,13,25,26,0,21,21
10196,0,1,1982,0,0,0,0,0,0,0,0,0,0
10196,1,1,1982,0,0,0,0,0,0,0,0,0,0
10197,1,1,1982,0,0,0,0,0,0,0,0,0,0
10197,2,1,1982,0,0,0,0,0,0,0,0,0,0
10198,1,1,1982,13,17,20,8,17,17,6,13,7,44
10199,1,1,1982,0,0,0,0,0,0,0,0,6,7
10200,1,1,1982,28,20,0,0,24,0,28,0,42,41
10201,1,1,1982,0,0,2,5,0,16,16,0,0,0
10202,1,1,1982,0,0,0,0,0,0,0,0,0,0
10203,1,1,1982,20,0,0,34,0,0,0,0,0,13
10204,1,1,1982,0,0,0,0,0,0,0,0,0,0
10204,2,1,1982,8,0,0,0,0,0,0,0,0,0
10205,1,1,1982,0,0,0,0,0,14,0,0,0,0
10206,1,1,1982,0,0,0,0,0,0,0,0,0,0
10207,1,1,1982,0,0,0,0,0,0,0,0,0,0
10207,2,1,1982,0,0,0,0,0,0,0,0,0,0
10208,1,1,1982,34,22,26,23,16,20,11,9,10,21
10209,0,1,1982,5,20,18,13,34,9,24,4,18,25
10209,1,1,1982,0,0,0,0,0,0,0,0,0,14
10210,1,1,1982,24,24,24,24,24,24,24,24,24,24
10211,1,1,1982,0,0,0,0,0,0,0,0,0,0
10211,2,1,1982,0,0,0,0,0,0,0,0,0,0
10211,3,1,1982,0,0,0,0,0,0,0,0,0,0
10212,1,1,1982,22,9,8,22,9,19,0,7,24,10
10213,1,1,1982,22,0,0,11,0,0,0,0,0,0
10213,2,1,1982,0,0,0,0,0,0,0,0,0,0
10214,0,1,1982,15,20,0,31,16,10,14,0,7,0
10214,1,1,1982,0,7,0,0,8,0,6,0,0,10
10215,1,1,1982,0,13,0,0,0,0,0,0,18,0
10216,1,1,1982,0,0,0,9,0,0,0,0,0,0
10216,2,1,1982,0,8,0,0,0,0,0,0,0,19
10217,1,1,1982,0,0,0,0,0,0,0,0,0,0
10217,2,1,1982,0,0,0,0,0,0,0,0,0,0
10218,1,1,1982,16,16,15,5,0,20,0,0,7,20
10219,0,1,1982,22,36,14,12,18,0,18,31,33,19
10219,1,1,1982,25,24,22,0,17,18,14,0,6,8
10220,0,1,1982,32,33,14,15,17,20,11,21,18,28
10220,1,1,1982,5,14,19,0,12,0,0,0,0,18
10221,1,1,1982,0,0,0,0,0,0,0,0,0,0
10222,1,1,1982,21,16,0,32,14,17,0,18,20,11
10223,1,1,1982,14,0,16,0,27,0,0,6,12,0
10224,1,1,1982,0,0,0,0,0,0,0,0,0,0
10224,2,1,1982,0,12,11,12,0,0,0,0,6,0
10225,1,1,1982,0,0,7,0,0,9,0,8,16,0
10226,1,1,1982,0,22,0,30,14,0,0,19,14,19
10227,1,1,1982,0,0,9,21,35,19,16,19,14,0
10228,1,1,1982,0,5,11,9,0,0,0,17,0,0
10228,2,1,1982,0,0,0,0,0,0,0,0,0,0
10229,1,1,1982,11,36,36,35,17,18,20,26,22,29
10230,1,1,1982,0,0,0,0,6,0,0,0,0,0
10231,1,1,1982,19,13,22,9,17,5,12,12,9,11
10231,2,1,1982,0,0,0,12,0,0,0,0,0,0
10232,0,1,1982,9,0,26,14,22,17,25,20,17,24
10232,1,1,1982,0,0,0,0,0,0,4,0,0,0
10233,1,1,1982,12,23,30,13,29,22,19,20,25,9
10234,1,1,1982,0,16,0,0,0,0,14,0,0,0
10234,2,1,1982,0,0,12,0,0,30,0,0,0,5
10235,1,1,1982,0,0,0,0,0,0,0,0,16,0
10235,2,1,1982,0,0,0,0,0,0,0,0,0,0
10236,1,1,1982,23,9,28,6,13,16,0,0,11,10
10237,0,1,1982,6,0,0,12,12,3,0,11,8,0
10237,1,1,1982,0,0,0,0,0,0,0,0,0,0
10238,1,1,1982,0,29,24,0,9,7,38,19,20,24
10238,2,1,1982,17,22,6,21,19,25,24,29,15,0
10239,1,1,1982,0,11,10,13,29,31,0,15,0,0
10239,2,1,1982,11,9,9,19,8,4,14,17,5,10
10240,1,1,1982,12,19,8,31,18,18,25,8,22,30
10241,1,1,1982,0,0,0,0,0,0,0,0,6,0
10241,2,1,1982,0,0,0,0,0,0,0,0,0,0
10242,1,1,1982,0,0,0,0,0,0,0,0,0,0
10242,2,1,1982,9,0,0,0,2,3,15,12,0,0
10242,3,1,1982,12,0,0,12,0,0,19,0,0,0
10243,1,1,1982,7,30,27,20,23,18,0,23,9,28
10244,1,1,1982,20,11,11,17,18,7,27,7,32,13
10244,2,1,1982,0,0,0,0,0,0,0,0,0,0
10245,1,1,1982,1,0,0,0,0,0,0,0,0,0
10245,2,1,1982,0,0,0,0,0,0,0,0,0,0
10246,1,1,1982,0,0,0,2,0,0,0,0,0,0
10246,2,1,1982,0,0,0,0,0,15,0,0,33,0
10247,1,1,1982,0,11,19,0,0,22,16,0,0,0
10248,1,1,1982,3,13,0,0,15,23,17,22,0,17
10248,2,1,1982,0,0,0,0,0,0,0,0,0,0
10249,1,1,1982,36,28,42,25,27,14,23,13,5,26
10250,1,1,1982,0,0,0,0,0,0,0,0,9,7
10251,1,1,1982,19,19,19,19,19,19,19,19,19,19
10252,1,1,1982,0,28,12,30,28,26,19,27,23,34
10253,1,1,1982,0,0,0,0,0,0,0,0,0,0
10253,2,1,1982,0,0,16,0,0,0,0,4,0,13
10254,1,1,1982,21,24,19,32,21,37,30,29,15,13
10255,1,1,1982,0,11,0,0,0,0,3,0,0,0
10255,2,1,1982,0,0,0,0,0,0,0,0,0,0
10256,1,1,1982,0,0,0,0,0,2,0,0,0,0
10256,2,1,1982,6,0,14,0,0,8,13,0,24,18
10257,1,1,1982,0,0,0,0,0,16,0,0,0,0
10257,2,1,1982,0,0,0,0,0,0,0,0,0,0
10258,1,1,1982,0,0,0,0,0,0,0,0,0,0
10258,2,1,1982,0,0,0,10,0,16,0,0,0,0
10259,1,1,1982,26,18,9,16,14,17,15,21,12,32
10260,0,1,1982,0,0,0,0,0,0,0,0,0,0
10260,1,1,1982,0,0,0,0,0,0,0,0,0,0
10261,1,1,1982,0,0,6,0,0,0,0,0,0,0
10261,2,1,1982,0,0,0,0,0,0,0,0,0,0
10262,1,1,1982,0,0,0,0,0,0,0,0,0,0
10262,2,1,1982,0,0,0,0,0,0,0,0,0,0
10263,0,1,1982,0,0,0,10,0,0,0,0,0,0
10263,1,1,1982,0,0,0,0,0,0,0,0,0,0
10264,1,1,1982,16,0,10,21,16,13,0,0,0,38
10265,0,1,1982,15,19,0,25,0,11,0,0,11,9
10265,1,1,1982,0,0,0,0,0,0,0,0,0,33
10266,1,1,1982,25,25,25,25,25,25,25,25,25,25
10267,1,1,1982,20,21,12,15,15,27,27,10,14,7
10268,1,1,1982,6,0,0,0,0,0,0,0,0,0
10268,2,1,1982,0,0,0,28,13,0,23,4,19,19
10269,1,1,1982,0,0,0,21,0,0,0,0,0,0
10269,2,1,1982,0,0,0,0,0,12,5,0,0,0
10270,1,1,1982,0,0,0,0,0,0,0,0,0,0
10270,2,1,1982,8,8,13,28,16,48,17,16,22,10
10271,1,1,1982,18,27,29,21,32,9,16,32,9,16
10272,1,1,1982,0,0,0,0,0,0,0,0,0,0
10272,2,1,1982,0,0,0,0,0,0,0,0,0,0
10273,0,1,1982,30,15,17,0,19,27,23,19,40,4
10273,1,1,1982,0,0,11,0,0,0,0,0,8,0
10274,1,1,1982,0,0,0,0,0,0,0,0,0,0
10274,2,1,1982,0,9,0,8,0,0,0,0,0,0
10275,1,1,1982,0,0,0,0,11,3,0,0,0,0
10275,2,1,1982,14,17,21,0,0,0,0,0,0,0
10275,3,1,1982,0,0,0,12,0,12,20,0,0,0
10276,1,1,1982,20,0,0,18,15,13,10,31,14,21
10277,1,1,1982,0,0,0,0,0,0,0,0,0,8
10277,2,1,1982,0,0,0,0,0,0,0,0,0,0
10278,1,1,1982,11,11,11,10,13,7,28,8,12,18
10279,1,1,1982,0,0,0,0,0,0,0,0,0,0
10280,1,1,1982,0,0,0,0,0,0,0,0,0,0
10280,2,1,1982,0,0,0,0,0,0,0,0,0,0
10281,1,1,1982,0,0,0,8,0,0,0,7,0,0
10282,1,1,1982,18,0,0,0,10,0,0,7,15,18
10283,1,1,1982,0,0,0,0,0,0,0,0,0,0
10283,2,1,1982,17,26,34,26,10,21,38,0,15,11
10284,1,1,1982,0,0,0,0,0,0,0,0,0,0
10284,2,1,1982,11,0,8,7,0,16,18,0,11,28
10285,1,1,1982,26,24,36,0,39,28,0,19,7,13
10286,0,1,1982,0,0,0,0,0,0,0,0,0,0
10286,0,2,1982,0,0,17,0,0,0,0,0,0,0
10286,1,1,1982,0,0,0,0,0,0,0,0,0,0
10287,1,1,1982,16,30,17,21,20,14,21,12,23,0
10288,1,1,1982,14,24,12,16,13,27,16,14,8,29
10289,1,1,1982,29,10,12,23,40,26,10,13,14,39
10290,1,1,1982,0,21,0,5,0,0,22,18,23,13
10290,2,1,1982,0,0,10,0,0,0,0,0,0,0
10291,1,1,1982,36,13,12,13,30,18,19,12,18,6
10292,1,1,1982,0,17,12,23,7,6,0,17,0,16
10293,1,1,1982,17,14,30,0,14,24,28,8,16,14
10294,1,1,1982,27,14,26,31,25,23,15,13,22,14
10295,0,1,1982,0,0,5,0,8,0,0,0,0,0
10295,1,1,1982,0,0,0,16,0,0,19,0,0,0
10296,1,1,1982,11,25,0,8,48,19,30,0,18,29
10297,1,1,1982,0,0,0,0,0,0,0,0,0,0
10297,2,1,1982,0,0,0,0,0,0,0,0,0,0
10298,1,1,1982,21,11,22,25,20,17,9,16,34,31
10299,1,1,1982,0,13,8,0,0,0,16,0,11,8
10300,1,1,1982,14,28,12,21,24,34,10,5,0,18
10301,1,1,1982,0,0,0,0,0,0,0,0,22,0
10302,1,1,1982,0,0,0,0,0,0,0,0,18,0
10303,1,1,1982,0,24,0,0,0,0,0,0,0,0
10304,1,1,1982,0,0,0,10,0,0,0,14,0,0
10305,1,1,1982,0,0,0,0,0,0,0,0,0,5
10305,2,1,1982,0,0,0,0,0,18,0,15,0,0
10305,3,1,1982,0,0,0,0,0,9,0,14,0,0
10306,0,1,1982,13,11,24,9,13,0,0,0,23,21
10306,1,1,1982,0,0,0,0,0,0,0,8,0,0
