ST_CASE,YEAR,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10
10052,1982,6,0,23,36,21,15,21,0,9,9
10053,1982,0,0,0,0,0,0,0,0,0,0
10054,1982,27,12,10,22,11,7,15,12,9,6
10055,1982,26,0,9,0,0,0,0,0,10,15
10056,1982,0,0,0,0,0,0,0,0,0,0
10057,1982,0,0,0,0,0,0,0,9,0,0
10058,1982,19,23,16,22,16,18,7,10,15,8
10059,1982,0,0,0,0,0,0,0,0,0,0
10061,1982,0,0,0,0,0,0,0,0,0,0
10062,1982,0,0,17,11,0,13,0,0,14,0
10063,1982,2,17,22,33,11,8,22,14,30,13
10064,1982,0,0,0,0,0,0,0,0,0,0
10065,1982,9,0,11,2,0,15,0,16,9,18
10066,1982,31,15,26,20,29,13,21,19,15,28
10067,1982,12,10,22,27,14,7,0,0,27,18
10068,1982,30,27,21,8,25,0,0,21,8,26
10069,1982,0,18,30,0,24,0,15,0,0,13
10070,1982,8,0,18,14,0,0,0,0,0,0
10071,1982,10,0,0,0,0,0,0,0,0,11
10072,1982,0,15,7,25,0,0,0,0,0,0
10073,1982,11,0,0,12,22,10,0,34,29,0
10074,1982,22,28,16,27,17,25,16,34,25,13
10075,1982,0,0,0,0,0,12,0,0,0,0
10076,1982,0,0,6,8,8,28,10,0,12,0
10077,1982,0,15,16,26,16,12,12,25,30,15
10078,1982,0,0,0,0,0,0,0,25,0,0
10079,1982,0,0,0,0,6,0,0,0,0,0
10080,1982,0,0,0,0,0,0,0,0,0,0
10081,1982,5,12,15,22,20,21,16,0,12,26
10082,1982,27,14,8,0,16,0,14,16,0,9
10083,1982,29,18,26,12,9,0,12,15,28,26
10084,1982,12,10,17,15,22,18,7,20,25,31
10085,1982,0,0,17,0,0,0,0,0,0,0
10086,1982,6,0,0,0,0,0,0,0,0,0
10087,1982,16,38,7,14,0,15,6,0,0,8
10088,1982,22,22,14,11,19,21,28,21,22,14
10089,1982,0,0,0,0,0,0,0,0,12,0
10090,1982,0,0,0,3,6,0,0,0,21,0
10091,1982,0,0,0,0,0,20,0,0,0,0
10093,1982,0,14,0,0,0,0,0,0,0,6
10094,1982,14,25,31,15,12,0,26,28,28,32
10095,1982,0,0,0,10,0,0,0,0,0,0
10096,1982,0,19,0,0,0,14,24,0,0,22
10097,1982,0,0,0,0,9,0,16,0,4,13
10098,1982,0,0,0,0,0,5,0,0,0,0
10099,1982,7,27,16,26,33,12,11,29,20,0
10100,1982,26,12,0,10,0,24,18,21,21,11
10101,1982,7,5,5,5,5,5,7,5,16,5
10102,1982,15,0,27,15,16,0,21,13,0,11
10103,1982,14,13,20,9,17,19,0,0,37,18
10104,1982,16,0,19,17,0,0,0,17,29,15
10105,1982,16,9,18,0,20,18,18,39,29,4
10106,1982,23,22,19,0,25,0,20,21,17,20
10107,1982,14,0,0,0,0,0,0,0,14,0
10108,1982,19,0,10,26,17,34,8,0,24,22
10109,1982,26,0,16,0,0,0,0,0,0,0
10110,1982,9,23,2,15,6,18,19,18,16,0
10111,1982,29,29,29,29,29,29,29,29,29,29
10112,1982,45,13,35,16,22,26,26,0,16,23
10113,1982,11,2,22,13,9,12,9,18,15,0
10114,1982,29,15,4,27,12,20,0,19,15,30
10115,1982,0,0,0,0,0,0,0,0,0,0
10116,1982,0,0,0,0,9,15,0,0,23,0
10117,1982,16,0,16,6,21,13,23,20,22,24
10118,1982,7,11,17,18,9,8,10,12,13,14
10119,1982,3,0,0,0,0,0,0,0,0,0
10120,1982,24,24,24,24,24,24,24,24,24,24
10121,1982,11,32,21,23,10,13,12,0,22,24
10122,1982,20,20,20,20,20,20,20,20,20,20
10123,1982,9,9,9,9,9,9,9,9,9,9
10124,1982,0,0,0,0,0,0,0,0,0,0
10125,1982,23,23,23,23,23,23,23,23,23,23
10126,1982,0,0,0,0,0,0,17,0,0,0
10127,1982,24,8,6,22,20,26,23,0,22,11
10128,1982,0,0,0,13,7,16,10,0,0,33
10129,1982,0,0,0,0,0,0,0,10,37,0
10130,1982,12,3,23,0,0,13,14,7,0,16
10131,1982,0,13,11,14,15,13,21,0,16,15
10132,1982,12,26,29,11,8,13,34,0,15,16
10133,1982,0,0,0,8,0,0,0,0,0,0
10134,1982,12,18,17,13,11,8,17,16,4,0
10135,1982,0,0,0,0,0,0,0,0,0,0
10136,1982,26,10,9,9,19,18,19,0,21,10
10137,1982,16,22,9,21,16,26,29,37,27,23
10138,1982,0,22,0,0,0,14,21,18,0,0
10139,1982,0,0,0,0,0,0,6,0,0,0
10140,1982,0,0,0,0,0,0,0,0,0,0
10141,1982,0,34,25,25,27,27,26,27,16,20
10142,1982,0,2,0,0,0,0,0,0,0,8
10143,1982,0,0,0,0,0,0,0,0,6,0
10144,1982,12,8,22,30,0,0,14,7,15,19
10145,1982,0,0,0,0,0,0,0,0,0,0
10146,1982,30,8,24,12,19,14,40,24,10,23
10147,1982,0,0,0,0,0,0,0,0,0,17
10148,1982,13,19,34,25,27,18,21,16,13,23
10149,1982,17,8,26,21,0,25,0,16,11,26
10150,1982,18,17,18,18,10,29,0,22,25,28
10151,1982,20,5,0,0,10,0,0,0,0,14
10152,1982,0,0,0,0,0,0,0,0,0,0
10153,1982,0,0,0,0,0,0,0,18,0,0
10154,1982,0,0,0,4,0,0,0,0,0,0
10155,1982,5,33,25,15,24,18,0,18,0,0
10156,1982,22,30,7,17,11,20,9,20,6,8
10157,1982,17,0,0,0,0,0,0,0,0,0
10158,1982,21,21,9,18,4,0,27,9,20,30
10159,1982,0,0,0,0,0,0,0,0,0,0
10160,1982,0,30,0,0,0,0,4,0,0,0
10161,1982,0,0,15,0,0,0,0,0,0,0
10162,1982,0,4,0,36,13,26,0,28,10,0
10163,1982,25,0,20,28,19,10,19,14,0,19
10165,1982,26,17,20,27,16,9,17,9,20,23
10166,1982,0,0,0,21,15,0,23,18,27,8
10167,1982,24,0,27,0,0,0,17,20,0,0
10168,1982,20,11,0,23,18,9,0,6,0,0
10169,1982,25,10,25,28,12,32,22,26,28,23
10170,1982,26,0,40,8,0,0,17,17,28,19
10171,1982,0,0,0,0,0,0,0,0,0,12
10172,1982,0,0,0,0,0,0,0,0,0,5
10173,1982,13,5,21,0,7,12,16,11,16,2
10174,1982,6,13,19,15,22,10,7,0,21,13
10175,1982,0,0,0,0,0,12,0,0,0,21
10176,1982,0,0,0,0,0,0,0,0,0,0
10177,1982,13,25,28,25,18,11,22,11,22,28
10178,1982,50,0,0,0,0,0,0,0,0,0
10179,1982,11,11,11,11,11,11,11,11,11,11
10180,1982,20,19,6,16,11,25,22,20,26,10
10181,1982,0,0,0,0,0,0,0,0,0,0
10182,1982,0,23,20,0,19,0,23,13,0,16
10183,1982,0,0,0,0,0,0,0,0,0,0
10184,1982,22,17,12,8,0,23,21,10,26,32
10185,1982,0,47,0,4,24,0,0,10,14,16
10186,1982,18,17,17,17,17,17,23,30,17,17
10187,1982,0,0,0,0,0,0,0,0,0,7
10188,1982,12,0,23,19,0,12,0,32,0,21
10189,1982,0,11,0,0,10,0,6,0,4,0
10190,1982,23,20,4,15,22,1,12,10,9,16
10191,1982,0,21,21,0,24,0,8,23,0,0
10192,1982,0,0,0,0,0,0,0,0,0,0
10193,1982,22,21,0,23,17,5,22,19,20,20
10194,1982,0,0,20,0,0,0,0,0,0,0
10195,1982,19,10,8,14,13,25,26,0,21,21
10196,1982,0,0,0,0,0,0,0,0,0,0
10197,1982,0,0,0,0,0,0,0,0,0,0
10198,1982,13,17,20,8,17,17,6,13,7,44
10199,1982,0,0,0,0,0,0,0,0,6,7
10200,1982,28,20,0,0,24,0,28,0,42,41
10201,1982,0,0,2,5,0,16,16,0,0,0
10202,1982,0,0,0,0,0,0,0,0,0,0
10203,1982,20,0,0,34,0,0,0,0,0,13
10204,1982,8,0,0,0,0,0,0,0,0,0
10205,1982,0,0,0,0,0,14,0,0,0,0
10206,1982,0,0,0,0,0,0,0,0,0,0
10207,1982,0,0,0,0,0,0,0,0,0,0
10208,1982,34,22,26,23,16,20,11,9,10,21
10209,1982,0,0,0,0,0,0,0,0,0,14
10210,1982,24,24,24,24,24,24,24,24,24,24
10211,1982,0,0,0,0,0,0,0,0,0,0
10212,1982,22,9,8,22,9,19,0,7,24,10
10213,1982,22,0,0,11,0,0,0,0,0,0
10214,1982,0,7,0,0,8,0,6,0,0,10
10215,1982,0,13,0,0,0,0,0,0,18,0
10216,1982,0,8,0,9,0,0,0,0,0,19
10217,1982,0,0,0,0,0,0,0,0,0,0
10218,1982,16,16,15,5,0,20,0,0,7,20
10219,1982,25,24,22,0,17,18,14,0,6,8
10220,1982,5,14,19,0,12,0,0,0,0,18
10221,1982,0,0,0,0,0,0,0,0,0,0
10222,1982,21,16,0,32,14,17,0,18,20,11
10223,1982,14,0,16,0,27,0,0,6,12,0
10224,1982,0,12,11,12,0,0,0,0,6,0
10225,1982,0,0,7,0,0,9,0,8,16,0
10226,1982,0,22,0,30,14,0,0,19,14,19
10227,1982,0,0,9,21,35,19,16,19,14,0
10228,1982,0,5,11,9,0,0,0,17,0,0
10229,1982,11,36,36,35,17,18,20,26,22,29
10230,1982,0,0,0,0,6,0,0,0,0,0
10231,1982,19,13,22,12,17,5,12,12,9,11
10232,1982,0,0,0,0,0,0,4,0,0,0
10233,1982,12,23,30,13,29,22,19,20,25,9
10234,1982,0,16,12,0,0,30,14,0,0,5
10235,1982,0,0,0,0,0,0,0,0,16,0
10236,1982,23,9,28,6,13,16,0,0,11,10
10237,1982,0,0,0,0,0,0,0,0,0,0
10238,1982,17,29,24,21,19,25,38,29,20,24
10239,1982,11,11,10,19,29,31,14,17,5,10
10240,1982,12,19,8,31,18,18,25,8,22,30
10241,1982,0,0,0,0,0,0,0,0,6,0
10242,1982,12,0,0,12,2,3,19,12,0,0
10243,1982,7,30,27,20,23,18,0,23,9,28
10244,1982,20,11,11,17,18,7,27,7,32,13
10245,1982,1,0,0,0,0,0,0,0,0,0
10246,1982,0,0,0,2,0,15,0,0,33,0
10247,1982,0,11,19,0,0,22,16,0,0,0
10248,1982,3,13,0,0,15,23,17,22,0,17
10249,1982,36,28,42,25,27,14,23,13,5,26
10250,1982,0,0,0,0,0,0,0,0,9,7
10251,1982,19,19,19,19,19,19,19,19,19,19
10252,1982,0,28,12,30,28,26,19,27,23,34
10253,1982,0,0,16,0,0,0,0,4,0,13
10254,1982,21,24,19,32,21,37,30,29,15,13
10255,1982,0,11,0,0,0,0,3,0,0,0
10256,1982,6,0,14,0,0,8,13,0,24,18
10257,1982,0,0,0,0,0,16,0,0,0,0
10258,1982,0,0,0,10,0,16,0,0,0,0
10259,1982,26,18,9,16,14,17,15,21,12,32
10260,1982,0,0,0,0,0,0,0,0,0,0
10261,1982,0,0,6,0,0,0,0,0,0,0
10262,1982,0,0,0,0,0,0,0,0,0,0
10263,1982,0,0,0,0,0,0,0,0,0,0
10264,1982,16,0,10,21,16,13,0,0,0,38
10265,1982,0,0,0,0,0,0,0,0,0,33
10266,1982,25,25,25,25,25,25,25,25,25,25
10267,1982,20,21,12,15,15,27,27,10,14,7
10268,1982,6,0,0,28,13,0,23,4,19,19
10269,1982,0,0,0,21,0,12,5,0,0,0
10270,1982,8,8,13,28,16,48,17,16,22,10
10271,1982,18,27,29,21,32,9,16,32,9,16
10272,1982,0,0,0,0,0,0,0,0,0,0
10273,1982,0,0,11,0,0,0,0,0,8,0
10274,1982,0,9,0,8,0,0,0,0,0,0
10275,1982,14,17,21,12,11,12,20,0,0,0
10276,1982,20,0,0,18,15,13,10,31,14,21
10277,1982,0,0,0,0,0,0,0,0,0,8
10278,1982,11,11,11,10,13,7,28,8,12,18
10279,1982,0,0,0,0,0,0,0,0,0,0
10280,1982,0,0,0,0,0,0,0,0,0,0
10281,1982,0,0,0,8,0,0,0,7,0,0
10282,1982,18,0,0,0,10,0,0,7,15,18
10283,1982,17,26,34,26,10,21,38,0,15,11
10284,1982,11,0,8,7,0,16,18,0,11,28
10285,1982,26,24,36,0,39,28,0,19,7,13
10286,1982,0,0,0,0,0,0,0,0,0,0
10287,1982,16,30,17,21,20,14,21,12,23,0
10288,1982,14,24,12,16,13,27,16,14,8,29
10289,1982,29,10,12,23,40,26,10,13,14,39
10290,1982,0,21,10,5,0,0,22,18,23,13
10291,1982,36,13,12,13,30,18,19,12,18,6
10292,1982,0,17,12,23,7,6,0,17,0,16
10293,1982,17,14,30,0,14,24,28,8,16,14
10294,1982,27,14,26,31,25,23,15,13,22,14
10295,1982,0,0,0,16,0,0,19,0,0,0
10296,1982,11,25,0,8,48,19,30,0,18,29
10297,1982,0,0,0,0,0,0,0,0,0,0
10298,1982,21,11,22,25,20,17,9,16,34,31
10299,1982,0,13,8,0,0,0,16,0,11,8
10300,1982,14,28,12,21,24,34,10,5,0,18
10301,1982,0,0,0,0,0,0,0,0,22,0
10302,1982,0,0,0,0,0,0,0,0,18,0
10303,1982,0,24,0,0,0,0,0,0,0,0
10304,1982,0,0,0,10,0,0,0,14,0,0
10305,1982,0,0,0,0,0,18,0,15,0,5
10306,1982,0,0,0,0,0,0,0,8,0,0
10307,1982,18,30,13,7,25,18,19,12,15,6
10308,1982,21,12,11,19,19,29,29,10,18,19
10309,1982,1,0,10,12,10,0,17,4,11,0
10310,1982,0,0,0,0,0,0,0,0,0,0
10311,1982,17,0,0,0,0,0,0,0,10,0
10312,1982,16,18,0,0,0,0,0,8,0,11
10313,1982,0,28,4,0,32,0,0,0,0,11
10314,1982,0,11,0,0,0,0,0,0,12,0
10315,1982,27,18,23,0,10,29,0,17,0,0
10316,1982,0,0,0,0,0,0,0,0,0,0
10317,1982,23,18,23,16,22,27,35,11,17,18
10318,1982,19,15,15,23,23,15,5,11,14,8
10319,1982,27,0,2,0,20,0,0,0,0,19
10320,1982,16,13,17,19,14,16,13,18,13,11
10321,1982,0,0,0,22,5,0,0,0,0,0
10322,1982,0,0,0,0,0,0,0,0,0,0
10323,1982,0,0,0,0,0,0,0,0,0,0
10324,1982,0,20,0,24,10,0,0,0,10,0
10325,1982,27,16,26,38,22,17,16,25,13,16
10326,1982,0,0,10,0,8,0,0,0,9,0
10327,1982,0,0,0,7,0,3,0,0,0,4
10328,1982,0,15,18,10,24,15,13,19,17,4
10329,1982,14,0,0,0,0,20,10,29,17,15
10330,1982,15,17,29,24,0,13,0,0,0,17
10331,1982,19,23,31,28,19,20,10,27,37,28
10332,1982,0,32,12,10,20,0,25,33,16,23
10333,1982,0,0,5,0,0,0,0,0,7,0
10334,1982,0,28,0,18,0,0,0,35,0,41
10335,1982,0,0,0,29,0,0,0,0,2,6
10336,1982,19,10,31,21,0,11,0,44,19,0
10337,1982,11,9,21,10,5,7,22,28,17,8
10338,1982,0,0,0,0,0,0,0,0,0,0
10339,1982,32,10,20,12,19,23,11,27,25,19
10340,1982,18,6,40,35,13,24,35,36,13,40
10341,1982,10,0,17,0,20,12,0,0,0,0
10342,1982,0,0,0,0,0,0,0,0,0,0
10343,1982,14,12,16,15,25,15,7,16,18,11
10344,1982,26,8,35,21,33,20,9,27,31,0
10345,1982,0,0,9,0,7,0,22,22,0,0
10346,1982,15,17,25,10,13,11,0,26,15,9
10347,1982,0,0,0,0,0,0,0,11,0,0
10348,1982,0,0,0,0,0,0,0,0,17,0
10349,1982,0,0,0,0,0,3,0,0,0,10
10351,1982,0,0,7,0,15,0,0,23,11,0
10352,1982,23,21,0,23,0,11,17,0,3,10
10353,1982,35,16,8,15,32,21,15,12,12,9
10354,1982,20,28,19,11,0,18,0,16,16,9
10355,1982,11,28,8,18,5,19,34,9,14,20
10356,1982,26,29,23,19,29,22,15,15,18,20
10358,1982,0,0,0,0,0,0,0,0,0,5
10359,1982,27,7,28,22,14,26,28,10,9,24
10360,1982,0,0,9,0,0,0,0,8,0,0
10361,1982,32,27,25,16,31,12,19,18,23,42
10362,1982,3,0,0,0,17,0,0,0,0,0
10363,1982,0,0,0,0,0,0,0,0,0,0
10364,1982,14,0,22,18,11,0,0,21,0,20
10365,1982,0,0,0,0,0,0,0,0,0,0
10366,1982,14,18,9,0,7,11,30,0,7,20
10367,1982,26,15,6,0,0,11,0,14,0,8
10368,1982,9,25,8,24,15,26,0,19,23,30
10369,1982,0,6,17,14,5,8,18,4,0,12
10370,1982,0,0,12,0,0,11,0,18,5,0
10371,1982,13,19,17,25,24,33,0,0,10,20
10372,1982,8,0,26,24,19,24,8,18,32,18
10373,1982,0,0,0,0,0,0,0,0,0,0
10374,1982,14,15,17,29,8,15,14,21,7,17
10375,1982,14,5,9,18,22,5,20,14,16,17
10376,1982,20,17,20,19,15,21,4,11,14,23
10377,1982,0,0,0,0,28,0,0,0,6,0
10378,1982,0,0,0,0,0,0,0,0,0,0
10379,1982,26,14,23,15,12,17,18,8,14,25
10380,1982,23,18,17,4,24,16,19,11,26,13
10381,1982,0,0,21,0,0,0,0,38,0,0
10382,1982,0,17,0,0,0,0,0,0,26,0
10383,1982,0,0,0,10,0,16,0,0,0,0
10384,1982,9,0,0,0,0,0,0,0,0,0
10385,1982,5,11,0,7,11,10,16,10,8,15
10386,1982,27,11,21,15,18,18,8,9,7,14
10387,1982,4,0,0,0,5,0,0,0,0,0
10388,1982,0,9,12,0,0,0,0,0,0,0
10389,1982,23,0,16,0,0,12,0,0,0,0
10390,1982,0,0,0,0,24,0,0,0,0,0
10391,1982,36,9,20,3,24,21,21,30,7,18
10392,1982,8,23,31,12,5,11,13,22,26,16
10393,1982,0,24,20,6,7,0,17,0,10,14
10394,1982,14,11,21,9,30,14,20,28,9,20
10395,1982,0,13,0,16,0,0,0,14,0,27
10396,1982,20,14,28,18,14,22,16,18,20,15
10397,1982,9,0,0,7,0,7,12,0,0,0
10398,1982,0,7,0,0,0,0,0,0,0,0
10399,1982,0,14,12,10,0,15,26,0,0,0
10400,1982,14,13,15,15,20,18,18,18,20,33
10401,1982,15,16,0,12,20,25,24,13,11,18
10402,1982,0,10,0,0,0,3,0,11,0,0
10403,1982,15,0,0,0,0,0,0,0,0,0
10404,1982,0,0,0,0,0,0,0,0,0,0
10405,1982,11,12,20,12,35,13,16,21,28,24
10406,1982,8,13,8,15,12,18,28,13,22,15
10407,1982,0,0,15,43,0,28,23,29,11,28
10408,1982,0,0,0,0,0,0,8,0,0,0
10409,1982,27,26,0,0,12,18,0,14,0,23
10410,1982,0,0,0,0,0,0,0,0,0,0
10411,1982,23,20,17,0,24,0,8,26,21,24
10412,1982,0,0,0,0,0,0,24,0,0,0
10413,1982,7,16,0,15,3,11,9,10,26,13
10414,1982,0,0,0,0,0,0,0,0,7,0
10415,1982,0,0,0,0,0,0,0,5,0,0
10416,1982,35,0,10,5,20,0,23,0,21,33
10417,1982,13,27,33,33,23,6,14,19,17,15
10418,1982,22,0,13,15,30,15,18,20,16,26
10419,1982,0,0,0,0,0,0,0,0,0,0
10420,1982,18,0,16,22,22,12,18,23,25,29
10421,1982,16,9,9,25,4,14,21,32,27,22
10422,1982,15,14,18,21,23,31,33,12,17,23
10423,1982,18,18,18,18,18,18,18,18,18,18
10424,1982,0,0,0,0,0,0,0,10,0,0
10425,1982,21,17,17,20,22,14,16,16,30,34
10426,1982,0,0,0,0,0,0,0,0,0,0
10427,1982,0,0,0,0,0,0,0,0,0,0
10428,1982,0,0,0,0,5,0,0,0,0,0
10429,1982,0,0,0,0,0,0,0,4,0,0
10430,1982,0,19,9,7,9,3,16,22,38,27
10431,1982,29,12,15,13,17,12,17,25,29,14
10432,1982,0,0,0,0,0,0,0,0,0,0
10433,1982,0,23,21,25,0,2,20,15,34,0
10434,1982,0,0,0,22,0,0,0,0,28,0
10435,1982,0,0,0,0,0,0,0,0,0,0
10436,1982,16,0,17,22,0,9,23,0,26,29
10437,1982,16,19,41,0,18,20,16,30,34,15
10438,1982,28,0,21,0,11,0,0,0,0,0
10439,1982,12,18,18,19,15,14,14,11,14,21
10440,1982,0,0,0,0,14,0,0,19,0,0
10441,1982,5,23,23,6,0,18,7,14,15,12
10442,1982,0,0,0,12,0,14,0,0,0,0
10443,1982,0,0,0,0,0,0,0,0,0,0
10444,1982,16,0,3,0,0,0,0,0,9,0
10445,1982,28,20,26,33,28,22,21,16,17,18
10446,1982,9,13,22,13,9,7,12,0,33,16
10447,1982,19,6,6,10,7,5,13,16,9,22
10448,1982,20,15,16,14,13,24,22,20,13,15
10449,1982,6,0,0,0,0,0,0,0,0,0
10450,1982,8,6,0,13,17,15,27,16,14,16
10451,1982,0,20,13,28,5,20,0,14,0,12
10452,1982,37,33,23,13,8,14,18,22,16,27
10453,1982,14,24,23,17,22,11,10,10,14,19
10454,1982,0,0,0,0,0,0,0,0,0,0
10455,1982,0,0,20,0,0,0,16,0,0,0
10456,1982,0,0,0,9,0,0,0,0,0,11
10457,1982,0,10,5,18,22,26,18,27,23,22
10458,1982,0,0,0,0,0,0,0,0,0,0
10459,1982,0,0,0,0,10,4,0,0,0,0
10460,1982,10,0,0,0,0,0,0,0,0,0
10461,1982,0,0,0,0,0,0,0,0,0,0
10462,1982,9,16,0,26,25,12,14,10,18,11
10463,1982,0,16,12,11,18,6,17,14,23,33
10464,1982,0,26,11,18,17,0,0,0,0,0
10465,1982,0,7,11,9,10,18,3,0,19,19
10466,1982,13,7,22,9,10,23,3,15,19,37
10467,1982,0,0,0,0,0,0,0,8,0,0
10468,1982,11,13,7,24,25,18,11,12,28,19
10469,1982,0,0,0,0,10,0,0,0,0,0
10470,1982,0,0,0,0,0,0,0,0,0,0
10471,1982,20,12,19,15,21,17,26,13,10,22
10472,1982,0,13,9,0,0,16,0,12,18,26
10473,1982,40,21,11,32,35,17,16,23,22,11
10474,1982,17,0,0,14,0,0,0,0,0,0
10475,1982,23,18,22,17,0,24,29,16,8,19
10476,1982,0,0,0,0,15,0,0,11,0,0
10477,1982,0,0,0,0,0,0,0,0,0,0
10478,1982,0,0,21,0,0,0,6,0,20,17
10479,1982,0,0,0,8,0,0,0,9,0,0
10480,1982,0,0,0,0,0,0,0,0,0,0
10481,1982,17,0,8,0,0,0,20,0,0,0
10482,1982,33,26,17,27,33,26,13,9,5,19
10483,1982,0,0,0,0,0,0,7,0,0,15
10484,1982,18,10,20,11,12,16,21,24,19,28
10485,1982,15,0,20,19,21,14,0,25,42,25
10486,1982,19,29,22,29,16,0,20,0,3,23
10487,1982,0,0,18,8,0,0,0,0,0,0
10488,1982,25,0,10,20,20,1,8,10,0,12
10489,1982,14,7,11,19,20,11,2,12,12,5
10490,1982,17,17,17,17,17,17,17,17,17,17
10491,1982,0,0,0,0,0,0,0,0,0,0
10492,1982,0,0,0,10,0,0,0,1,0,0
10493,1982,0,0,0,12,3,2,0,0,0,0
10494,1982,18,4,0,7,8,17,12,3,18,13
10495,1982,13,22,31,4,23,22,15,21,17,11
10496,1982,11,0,23,22,21,10,26,14,19,21
10497,1982,37,15,0,25,20,23,7,0,21,15
10498,1982,0,0,0,0,0,0,8,0,0,20
10499,1982,0,0,0,9,0,0,0,0,0,0
10500,1982,35,18,20,33,24,21,12,28,25,36
10501,1982,19,17,31,9,23,14,28,18,36,10
10502,1982,11,18,26,12,23,6,19,19,13,12
10503,1982,4,30,34,12,8,8,3,25,16,21
10504,1982,0,0,0,0,0,0,0,0,0,0
10505,1982,10,14,0,19,12,16,16,12,14,9
10506,1982,0,0,0,0,0,0,0,0,0,0
10507,1982,0,0,0,0,0,0,10,0,0,0
10508,1982,0,0,0,0,0,0,0,0,0,0
10509,1982,8,4,12,12,11,12,5,0,22,0
10510,1982,25,0,9,9,23,25,24,22,28,37
10511,1982,25,21,28,4,24,4,7,5,12,7
10512,1982,0,0,0,0,0,10,19,0,0,0
10513,1982,0,34,9,0,0,0,0,27,0,24
10514,1982,9,0,0,0,0,10,0,0,0,0
10515,1982,0,0,0,14,0,19,0,18,15,12
10516,1982,0,33,20,37,25,0,20,13,0,0
10517,1982,30,18,0,24,18,16,0,18,43,21
10518,1982,12,25,13,27,7,8,26,28,22,0
10519,1982,0,0,3,0,0,0,0,0,17,0
10520,1982,22,38,14,12,20,23,16,5,15,29
10521,1982,0,6,0,0,0,0,0,0,0,0
10522,1982,0,0,0,0,0,0,0,0,0,0
10523,1982,15,11,16,18,12,18,24,16,7,19
10524,1982,0,0,16,0,0,0,0,0,0,0
10525,1982,0,0,0,0,0,0,0,0,0,0
10526,1982,29,29,29,29,29,29,29,29,29,29
10527,1982,16,26,11,17,0,8,0,0,0,31
10528,1982,0,0,0,0,0,0,0,17,0,0
10529,1982,14,23,18,18,29,0,24,40,18,44
10530,1982,18,15,17,4,17,27,24,34,20,16
10531,1982,0,0,0,0,0,0,0,0,0,0
10532,1982,24,22,38,12,36,37,30,29,16,22
10533,1982,22,20,6,24,12,18,12,20,17,21
10534,1982,0,0,0,0,0,3,0,0,6,0
10535,1982,0,0,0,0,0,0,0,0,0,0
10536,1982,13,23,37,0,24,27,19,31,19,9
10537,1982,15,9,14,15,15,11,24,34,19,18
10538,1982,28,14,0,4,17,12,15,18,9,19
10539,1982,0,7,0,0,14,0,0,0,0,0
10540,1982,6,6,6,6,6,6,6,6,6,6
